Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,14.0,30.0,100.0,72.0,29.0,32.0,43.0,77.0,83.0,89.0,94.0,96.0,101.0,94.4,206,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,30.0,300.0,98.0,43.0,50.0,67.0,71.0,75.0,89.0,95.0,103.0,201.0,94.1,206,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,30.0,300.0,88.0,32.0,47.0,65.0,70.0,77.0,90.0,94.0,99.0,103.0,94.8,206,,Waterbury,1,100.0,exact,True,False
BOSTON MASS,1,55,23.0,2.0,300.0,96.0,6.0,32.0,48.0,63.0,92.0,95.0,99.0,103.0,2053.0,92.6,206,,Boston,6,100.0,exact,False,False
EVERETT MASS,1,55,26.0,4.0,300.0,86.0,7.0,10.0,31.0,40.0,67.0,77.0,94.0,101.0,210.0,93.6,206,,Everett,8,100.0,exact,False,False
ELT2Z2ABETH N J,1,56,2.0,,180.0,57.0,5.0,16.0,18.0,40.0,48.0,54.0,63.0,77.0,166.0,88.6,206,,Elizabeth,21,85.7,high_confidence,False,False
PAULSBORO N J,1,55 56,25.0,3.0,234.0,42.0,4.0,5.0,10.0,,30.0,35.0,45.0,48.0,148.0,92.4,206,,Paulsboro,22,100.0,exact,True,False
CAMDEN N J,1,55 56,2.0,6.0,120.0,30.0,10.0,11.0,13.0,16.0,21.0,24.0,40.0,47.0,58.0,87.7,206,,Camden,19,100.0,exact,True,False
PERTH AMBOY N J,1,55 56,23.0,,120.0,29.0,3.0,8.0,11.0,12.0,18.0,24.0,40.0,50.0,77.0,94.5,206,,Perth Amboy,18,100.0,exact,True,False
TRENTON WN J,1,55 56,17.0,3.0,140.0,33.0,5.0,5.0,7.0,,18.0,26.0,37.0,54.0,58.0,92.5,206,,Trenton,28,95.7,high_confidence,True,False
JERSEY CITY N J,1,55 56,23.0,22.0,600.0,120.0,24.0,43.0,67.0,82.0,89.0,114.0,124.0,133.0,243.0,89.9,206,,Jersey City,27,100.0,exact,True,False
NEW YORK N Y,2,54 56,50.0,,572.0,210.0,18.0,63.0,83.0,142.0,182.0,249.0,281.0,325.0,478.0,92.8,206,,New York,31,100.0,exact,True,False
NEW YORK N Y,3,54,25.0,4.0,998.0,362.0,103.0,189.0,210.0,281.0,314.0,350.0,433.0,578.0,720.0,92.1,206,,New York,32,100.0,exact,False,False
NEW YORK N Y,,54 56,76.0,,998.0,257.0,20.0,74.0,137.0,182.0,235.0,261.0,315.0,414.0,531.0,95.0,206,,New York,30,100.0,exact,True,False
PHILADELPHIA PA,1,54,6.0,1.0,465.0,246.0,1.0,1.0,89.0,89.0,158.0,375.0,375.0,467.0,467.0,94.7,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,1,55,94.0,6.0,260.0,57.0,13.0,23.0,30.0,36.0,41.0,49.0,61.0,,111.0,89.5,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,1,56,11.0,10.0,170.0,52.0,10.0,18.0,24.0,28.0,32.0,58.0,67.0,77.0,89.0,94.2,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,1,54 56,111.0,1.0,465.0,66.0,13.0,23.0,30.0,36.0,42.0,,66.0,87.0,137.0,94.6,206,,Philadelphia,41,100.0,exact,True,False
PHILADELPHIA PA,,54,4.0,,242.0,64.0,,1.0,1.0,7.0,7.0,7.0,9.0,,243.0,94.4,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,4,56,11.0,5.0,280.0,70.0,5.0,18.0,28.0,37.0,45.0,48.0,50.0,103.0,158.0,93.0,206,,Philadelphia,44,100.0,exact,False,False
PHILADELPHIA PA,5,56,9.0,4.0,46.0,20.0,4.0,5.0,8.0,18.0,21.0,21.0,23.0,24.0,37.0,95.3,206,,Philadelphia,45,100.0,exact,False,False
PHILADELPHIA PA,6,56,1.0,20.0,160.0,71.0,21.0,28.0,32.0,37.0,67.0,77.0,108.0,114.0,119.0,89.8,206,,Philadelphia,46,100.0,exact,False,False
PHILADELPHIA PA,,56,11.0,,84.0,17.0,1.0,3.0,4.0,6.0,12.0,12.0,17.0,18.0,,94.6,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,,54,,,465.0,173.0,1.0,1.0,7.0,9.0,89.0,158.0,243.0,375.0,467.0,92.9,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,,55,94.0,6.0,260.0,,13.0,23.0,30.0,36.0,41.0,49.0,61.0,77.0,111.0,95.1,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,,56,53.0,,280.0,47.0,5.0,11.0,17.0,23.0,29.0,37.0,50.0,72.0,114.0,93.9,206,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,,54 56,157.0,,465.0,61.0,10.0,17.0,25.0,31.0,39.0,47.0,61.0,85.0,119.0,93.9,206,,Philadelphia,41,100.0,exact,True,False
ALTOONA PA,1,56,13.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,93.9,206,,Altoona,57,100.0,exact,False,False
BRISTOL PA,1,55 56,18.0,2.0,55.0,17.0,2.0,3.0,5.0,7.0,8.0,18.0,24.0,28.0,37.0,90.3,206,,Bristol,58,100.0,exact,True,False
CHESTER PA,1,55 56,,4.0,160.0,25.0,7.0,8.0,10.0,11.0,12.0,15.0,21.0,28.0,43.0,94.8,206,,Chester,55,100.0,exact,True,False
ERIE PA,1,56,25.0,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,93.6,206,,Erie,56,100.0,exact,False,False
PITTSBURGH PA,1,56,21.0,,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,90.8,206,,Pittsburgh,48,100.0,exact,False,False
WELLIAMSPORT PA,2,55 56,23.0,,10.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0,7.0,9.0,86.4,206,,Williamsport,50,93.3,high_confidence,True,False
WASHINGTON OC,1,54,26.0,,27.0,3.0,,,,,1.0,1.0,1.0,6.0,15.0,88.8,206,,Washington,61,93.3,high_confidence,False,False
WASHINGTON OC,2,55 56,18.0,16.0,200.0,75.0,29.0,32.0,50.0,77.0,82.0,87.0,92.0,95.0,100.0,91.8,206,,Washington,62,93.3,high_confidence,True,False
WASHINGTON OC,,54 56,44.0,,200.0,33.0,,,1.0,1.0,10.0,21.0,,82.0,95.0,94.6,206,,Washington,61,88.9,high_confidence,True,False
LOUISVILLE KY,,54,2.0,,25.0,6.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,7.0,18.0,92.5,206,,Louisville,64,100.0,exact,False,False
LOUISVILLE KY,1,55,21.0,,23.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,12.0,94.8,206,,Louisville,64,100.0,exact,False,False
LOUISVILLE KY,1,54 55,42.0,,25.0,5.0,,32.0,,3.0,3.0,4.0,6.0,7.0,17.0,89.6,206,,Louisville,64,100.0,exact,True,False
LOUISVILLE KY,2,54,13.0,,3.0,,,,,1.0,1.0,1.0,1.0,2.0,3.0,91.3,206,,Louisville,65,100.0,exact,False,False
LOUISVILLE KY,2,55,10.0,,4.0,,,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,94.8,206,,Louisville,65,100.0,exact,False,False
LOUISVILLE KY,2,54 55,23.0,,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,93.6,206,,Louisville,65,100.0,exact,True,False
LOUISVILLE KY,3,54,5.0,,2.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,94.6,206,,Louisville,66,100.0,exact,False,False
LOUISVILLE KY,,54,39.0,,25.0,3.0,,1.0,1.0,1.0,2.0,2.0,3.0,6.0,7.0,94.7,206,,Louisville,64,100.0,exact,False,False
LOUISVILLE KY,,,31.0,,23.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,95.7,206,,Louisville,64,100.0,exact,False,False
LOUISVILLE KY,,54 55,70.0,,25.0,4.0,,1.0,1.0,2.0,2.0,3.0,3.0,6.0,8.0,95.8,206,,Louisville,64,100.0,exact,True,False
BALTIMORE MO,1,57,18.0,42.0,430.0,133.0,50.0,67.0,77.0,89.0,98.0,137.0,166.0,174.0,210.0,92.4,206,,Baltimore,67,91.7,high_confidence,False,False
CHARLESTON W VA,1,54,,,60.0,11.0,,,1.0,1.0,2.0,2.0,7.0,9.0,9.0,93.9,206,,Charleston,77,100.0,exact,False,False
CHARLESTON W VA,4,55,16.0,,20.0,7.0,1.0,2.0,4.0,5.0,6.0,9.0,9.0,10.0,10.0,95.4,206,,Charleston,77,100.0,exact,False,False
CHARLESTON W VA,,54 55,23.0,,60.0,8.0,,1.0,2.0,4.0,6.0,8.0,9.0,10.0,20.0,94.4,206,,Charleston,77,100.0,exact,True,False
TAMPA FLA,,54 55,27.0,,94.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,92.1,206,,Tampa,84,100.0,exact,True,False
ATLANTA GA,1,54 56,19.0,,380.0,22.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,94.8,206,,Atlanta,85,100.0,exact,True,False
CHATTANOOGA TENN,3,55,14.0,,40.0,4.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,93.0,206,,Chattanooga,94,100.0,exact,False,False
CHATTANOOGA TENN,4,55 56,18.0,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,94.1,206,,Chattanooga,95,100.0,exact,True,False
CHATTANOOGA TENN,,55 56,32.0,,40.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,93.5,206,,Chattanooga,92,100.0,exact,True,False
CHICAGO PEE,1,54,,,,,,,,1.0,1.0,7.0,,1.0,2.0,88.0,207,,Chicago,99,81.7,low_confidence,False,False
CHICAGO PEE,1,55,28.0,,50.0,13.0,2.0,4.0,5.0,7.0,9.0,10.0,19.0,20.0,30.0,95.5,207,,Chicago,99,81.7,low_confidence,False,False
CHICAGO PEE,1,54 55,32.0,,50.0,11.0,1.0,2.0,4.0,6.0,8.0,9.0,10.0,20.0,30.0,93.7,207,,Chicago,99,81.7,low_confidence,True,False
CHICAGO PEE,2,54,30.0,,54.0,3.0,,,,,1.0,1.0,,1.0,9.0,95.3,207,,Chicago,100,81.7,low_confidence,False,False
CHICAGO PEE,2,55,26.0,,90.0,18.0,1.0,2.0,4.0,8.0,9.0,10.0,10.0,32.0,43.0,92.9,207,,Chicago,100,81.7,low_confidence,False,False
CHICAGO PEE,2,54 55,,,90.0,10.0,,,1.0,1.0,1.0,,9.0,10.0,32.0,92.6,207,,Chicago,100,81.7,low_confidence,True,False
CHICAGO PEE,3,54,3.0,,,,,,,,,1.0,,,,89.5,207,,Chicago,101,81.7,low_confidence,False,False
CHICAGO PEE,,,,,,1.0,,,1.0,,1.0,,,,4.0,91.5,207,,Chicago,99,77.8,low_confidence,False,False
CHICAGO PEE,4,55,29.0,,10.0,4.0,1.0,,2.0,,,,7.0,,8.0,95.4,207,,Chicago,102,81.7,low_confidence,False,False
CHICAGO PEE,,54,37.0,,54.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,6.0,90.1,207,,Chicago,99,77.8,low_confidence,False,False
CHICAGO PEE,,55,83.0,,90.0,11.0,1.0,2.0,3.0,5.0,,9.0,,18.0,31.0,93.4,207,,Chicago,99,77.8,low_confidence,False,False
CHICAGO PEE,,54 55,120.0,,90.0,9.0,,1.0,1.0,2.0,4.0,7.0,9.0,10.0,21.0,91.2,207,,Chicago,99,77.8,low_confidence,True,False
EAST ST LOUIS MLL,1,55 56,15.0,,7.0,3.0,2.0,,2.0,3.0,3.0,3.0,4.0,,6.0,85.3,207,,East St. Louis,104,98.8,high_confidence,True,False
EAST ST LOUIS MLL,2,56,14.0,,6.0,2.0,,1.0,1.0,2.0,,2.0,,,4.0,95.9,207,,East St. Louis,105,98.8,high_confidence,False,False
EAST ST LOUIS MLL,,55 56,29.0,,7.0,2.0,1.0,1.0,2.0,,,,,4.0,4.0,90.5,207,,East St. Louis,104,94.1,high_confidence,True,False
