Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,,,36.0,,383.0,197.0,108.0,119.0,146.0,162.0,186.0,213.0,235.0,278.0,302.0,94.4,91,,Waterbury,1.0,100.0,exact,False,False
BOSTON MASS,1,57,25.0,35.0,159.0,99.0,52.0,690.0,,86.0,98.0,119.0,129.0,136.0,151.0,89.3,91,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,,26.0,32.0,225.0,88.0,39.0,49.0,60.0,65.0,74.0,85.0,91.0,119.0,136.0,94.2,91,,Everett,8.0,100.0,exact,False,False
MANCHESTER WN H,1,57,17.0,22.0,273.0,103.0,34.0,60.0,79.0,91.0,96.0,99.0,104.0,128.0,136.0,93.9,91,,Manchester,13.0,96.6,high_confidence,False,False
ELTZABETH N J,1,56,21.0,9.0,330.0,147.0,85.0,95.0,104.0,119.0,129.0,136.0,179.0,205.0,270.0,89.3,91,,Elizabeth,21.0,92.3,high_confidence,False,False
PAULSBORO N J,1,56,25.0,7.0,434.0,193.0,91.0,104.0,161.0,170.0,188.0,205.0,228.0,253.0,310.0,94.1,91,,Paulsboro,22.0,100.0,exact,False,False
CAMDEN N J,1,55 56,21.0,,327.0,171.0,74.0,85.0,119.0,130.0,168.0,1932.0,,253.0,290.0,87.5,91,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N J,1,55 56,23.0,5.0,298.0,136.0,52.0,83.0,91.0,100.0,136.0,149.0,162.0,173.0,270.0,93.2,91,,Perth Amboy,18.0,100.0,exact,True,False
TRENTON N J,1,55 56,17.0,64.0,380.0,165.0,69.0,85.0,104.0,119.0,146.0,156.0,192.0,270.0,310.0,93.4,91,,Trenton,28.0,100.0,exact,True,False
JERSEY CITY N J,1,55 56,23.0,114.0,366.0,198.0,123.0,136.0,165.0,174.0,189.0,200.0,220.0,,310.0,93.9,91,,Jersey City,27.0,100.0,exact,True,False
NEW YORK N Y,1,57,5.0,211.0,406.0,321.0,235.0,235.0,310.0,310.0,356.0,356.0,383.0,,408.0,92.2,91,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,2,54,25.0,10.0,510.0,252.0,45.0,179.0,235.0,258.0,280.0,290.0,305.0,325.0,382.0,95.1,91,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,55,21.0,,485.0,242.0,104.0,146.0,168.0,188.0,215.0,235.0,290.0,356.0,406.0,92.0,91,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,56,3.0,179.0,283.0,242.0,,179.0,179.0,179.0,270.0,270.0,270.0,270.0,310.0,94.9,91,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,54 56,49.0,10.0,510.0,247.0,79.0,162.0,196.0,225.0,256.0,,,322.0,383.0,91.9,91,,New York,31.0,100.0,exact,True,False
NEW YORK N Y,3,54,8.0,7.0,276.0,183.0,7.0,104.0,104.0,179.0,205.0,247.0,258.0,258.0,270.0,94.2,91,,New York,32.0,100.0,exact,False,False
NEW YORK N Y,3,55,17.0,162.0,383.0,274.0,179.0,239.0,248.0,257.0,266.0,270.0,310.0,341.0,356.0,93.5,91,,New York,32.0,100.0,exact,False,False
NEW YORK N Y,3,54 55,25.0,7.0,383.0,245.0,164.0,179.0,241.0,248.0,257.0,264.0,283.0,310.0,356.0,93.9,91,,New York,32.0,100.0,exact,True,False
NEW YORK N Y,,54,34.0,5.0,510.0,228.0,10.0,104.0,205.0,241.0,258.0,274.0,292.0,306.0,356.0,95.1,91,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,,38.0,72.0,485.0,256.0,146.0,173.0,196.0,235.0,,266.0,300.0,333.0,382.0,93.8,91,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,56,3.0,179.0,283.0,242.0,,179.0,179.0,179.0,270.0,270.0,270.0,270.0,310.0,95.1,91,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,57,5.0,211.0,406.0,,235.0,235.0,310.0,310.0,356.0,356.0,383.0,,408.0,93.5,91,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,54 57,80.0,5.0,510.0,248.0,98.0,169.0,209.0,239.0,257.0,275.0,397.0,,376.0,91.7,91,,New York,30.0,100.0,exact,True,False
BUFFALO N OY,1,57,6.0,99.0,266.0,161.0,104.0,104.0,136.0,136.0,156.0,168.0,,,179.0,87.5,91,,Buffalo,35.0,95.7,high_confidence,False,False
BUFFALO N OY,2,57,13.0,57.0,317.0,139.0,56.0,85.0,91.0,112.0,136.0,146.0,156.0,179.0,205.0,89.2,91,,Buffalo,35.0,95.7,high_confidence,False,False
BUFFALO N OY,,,19.0,57.0,317.0,146.0,60.0,91.0,112.0,128.0,145.0,149.0,164.0,179.0,205.0,93.5,91,,Buffalo,35.0,95.7,high_confidence,False,False
PHIELADELPHIA PA,1,54,71.0,4.0,878.0,270.0,98.0,119.0,166.0,195.0,235.0,266.0,310.0,426.0,468.0,91.5,91,,Philadelphia,41.0,100.0,exact,False,False
PHIELADELPHIA PA,1,55,2861.0,,853.0,244.0,110.0,144.0,167.0,190.0,224.0,251.0,277.0,317.0,408.0,91.1,91,,Philadelphia,41.0,100.0,exact,False,False
PHIELADELPHIA PA,1,56,15.0,109.0,633.0,278.0,136.0,156.0,205.0,235.0,258.0,270.0,356.0,382.0,468.0,93.7,91,,Philadelphia,41.0,100.0,exact,False,False
PHIELADELPHIA PA,1,54 56,367.0,,878.0,250.0,108.0,142.0,168.0,193.0,228.0,254.0,283.0,333.0,435.0,95.1,91,,Philadelphia,41.0,100.0,exact,True,False
PHIELADELPHIA PA,3,54,4.0,8.0,129.0,72.0,,8.0,8.0,52.0,52.0,52.0,104.0,104.0,136.0,94.1,91,,Philadelphia,43.0,100.0,exact,False,False
PHIELADELPHIA PA,4,56,14.0,53.0,733.0,266.0,60.0,119.0,179.0,196.0,205.0,235.0,270.0,310.0,616.0,95.1,91,,Philadelphia,44.0,100.0,exact,False,False
PHIELADELPHIA PA,4,57,2.0,214.0,227.0,220.0,,,220.0,220.0,220.0,220.0,220.0,235.0,235.0,93.5,91,,Philadelphia,44.0,100.0,exact,False,False
PHIELADELPHIA PA,4,56,16.0,53.0,733.0,260.0,79.0,119.0,1886.0,,215.0,235.0,253.0,310.0,356.0,91.9,91,,Philadelphia,44.0,100.0,exact,False,False
PHIELADELPHIA PA,5,56,14.0,64.0,402.0,246.0,91.0,156.0,192.0,220.0,235.0,247.0,270.0,356.0,391.0,91.1,91,,Philadelphia,45.0,100.0,exact,False,False
PHIELADELPHIA PA,6,56,15.0,166.0,341.0,245.0,171.0,179.0,225.0,235.0,253.0,261.0,280.0,290.0,310.0,94.3,91,,Philadelphia,46.0,100.0,exact,False,False
PHIELADELPHIA PA,7,56,14.0,82.0,459.0,205.0,91.0,119.0,136.0,168.0,179.0,213.0,228.0,235.0,356.0,93.8,91,,Philadelphia,47.0,100.0,exact,False,False
PHIELADELPHIA PA,,54,75.0,4.0,878.0,260.0,91.0,114.0,159.0,184.0,225.0,237.0,303.0,420.0,468.0,94.1,91,,Philadelphia,41.0,96.8,high_confidence,False,False
PHIELADELPHIA PA,,55,281.0,,853.0,244.0,110.0,144.0,167.0,190.0,224.0,251.0,277.0,317.0,408.0,94.6,91,,Philadelphia,41.0,96.8,high_confidence,False,False
PHIELADELPHIA PA,,56,2.0,,733.0,248.0,115.0,156.0,186.0,210.0,230.0,250.0,270.0,319.0,387.0,92.1,91,,Philadelphia,41.0,96.8,high_confidence,False,False
PHIELADELPHIA PA,,57,2.0,214.0,227.0,220.0,,,220.0,220.0,220.0,220.0,220.0,,235.0,95.8,91,,Philadelphia,41.0,96.8,high_confidence,False,False
PHIELADELPHIA PA,,54 57,430.0,,878.0,247.0,107.0,142.0,169.0,194.0,225.0,251.0,278.0,,426.0,92.4,91,,Philadelphia,41.0,96.8,high_confidence,True,False
ALTOONA PA,1,56,13.0,49.0,153.0,97.0,52.0,60.0,79.0,98.0,107.0,109.0,112.0,114.0,119.0,94.6,91,,Altoona,57.0,100.0,exact,False,False
BRISTOL PA,1,55 56,18.0,93.0,278.0,157.0,104.0,110.0,113.0,119.0,149.0,164.0,179.0,205.0,253.0,91.8,91,,Bristol,58.0,100.0,exact,True,False
CHESTER PA,1,55 56,18.0,66.0,266.0,159.0,79.0,91.0,104.0,128.0,146.0,205.0,217.0,223.0,235.0,94.8,91,,Chester,55.0,100.0,exact,True,False
ERIE PA,1,56,25.0,,166.0,2.0,52.0,57.0,64.0,67.0,76.0,82.0,91.0,104.0,136.0,92.3,91,,Erie,56.0,100.0,exact,False,False
PITTSBURGH PA,1,56,21.0,29.0,388.0,159.0,39.0,74.0,98.0,112.0,156.0,188.0,205.0,247.0,270.0,89.4,91,,Pittsburgh,48.0,100.0,exact,False,False
WILLEAMSPORT PA,1,55 56,23.0,102.0,284.0,178.0,122.0,133.0,146.0,168.0,186.0,194.0,201.0,215.0,253.0,92.9,91,,Williamsport,50.0,93.3,high_confidence,True,False
WASHINGTON OC,1,54,26.0,1.0,160.0,50.0,2.0,4.0,6.0,8.0,16.0,60.0,79.0,109.0,119.0,95.0,91,,Washington,61.0,93.3,high_confidence,False,False
WASHINGTON OC,2,55 56,20.0,27.0,274.0,182.0,104.0,136.0,149.0,168.0,188.0,205.0,225.0,244.0,261.0,94.5,91,,Washington,62.0,93.3,high_confidence,True,False
WASHINGTON OC,,54 56,46.0,1.0,274.0,107.0,4.0,8.0,26.0,74.0,108.0,136.0,156.0,196.0,,94.7,91,,Washington,61.0,88.9,high_confidence,True,False
LOUISVILLE KY,1,54,21.0,3.0,415.0,167.0,6.0,12.0,104.0,146.0,164.0,179.0,205.0,263.0,310.0,94.0,91,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,55,21.0,32.0,312.0,187.0,112.0,128.0,156.0,171.0,1938.0,,225.0,247.0,270.0,92.5,91,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,54 55,42.0,3.0,415.0,177.0,12.0,112.0,144.0,160.0,175.0,192.0,213.0,258.0,300.0,94.1,91,,Louisville,64.0,100.0,exact,True,False
LOUISVILLE KY,2,54,13.0,69.0,240.0,128.0,69.0,79.0,85.0,91.0,119.0,128.0,136.0,156.0,253.0,94.5,91,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,55,10.0,9.0,335.0,120.0,9.0,39.0,60.0,69.0,98.0,104.0,136.0,156.0,235.0,94.0,91,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,54 55,23.0,9.0,335.0,124.0,39.0,69.0,79.0,91.0,104.0,125.0,136.0,156.0,253.0,94.5,91,,Louisville,65.0,100.0,exact,True,False
LOUISVILLE KY,3,54,5.0,2.0,74.0,18.0,2.0,2.0,5.0,5.0,,,,,79.0,92.2,91,,Louisville,66.0,100.0,exact,False,False
LOUISVILLE KY,4,57,2.0,105.0,130.0,117.0,,,119.0,119.0,119.0,119.0,119.0,136.0,136.0,91.8,91,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,54,39.0,2.0,415.0,135.0,5.0,12.0,77.0,98.0,136.0,148.0,171.0,205.0,283.0,94.9,91,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,,31.0,9.0,335.0,166.0,39.0,98.0,119.0,136.0,171.0,192.0,213.0,235.0,270.0,95.3,91,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,57,2.0,105.0,130.0,117.0,,,119.0,119.0,119.0,119.0,119.0,136.0,136.0,95.0,91,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,54,72.0,2.0,415.0,148.0,9.0,69.0,98.0,122.0,142.0,164.0,190.0,229.0,280.0,95.4,91,,Louisville,64.0,100.0,exact,False,False
BALTIMORE MO,1,57,19.0,10.0,254.0,120.0,32.0,52.0,91.0,104.0,119.0,136.0,146.0,156.0,235.0,93.9,92,,Baltimore,67.0,91.7,high_confidence,False,False
CHARLOTTE NC,1,,25.0,29.0,141.0,76.0,30.0,45.0,60.0,69.0,,85.0,91.0,100.0,114.0,93.9,92,,Charlotte,69.0,96.0,high_confidence,False,False
NORFOLK VA,1,,23.0,62.0,234.0,132.0,91.0,101.0,108.0,115.0,125.0,130.0,136.0,156.0,205.0,95.0,92,,Norfolk,74.0,100.0,exact,False,False
CHARLESTON W VA,1,54,11.0,,311.0,71.0,1.0,,4.0,4.0,,60.0,91.0,136.0,205.0,94.0,92,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,2,55 57,17.0,41.0,461.0,220.0,79.0,91.0,119.0,205.0,235.0,270.0,297.0,356.0,382.0,94.9,92,,Charleston,78.0,100.0,exact,True,False
CHARLESTON W VA,,54 57,28.0,,461.0,166.0,4.0,5.0,60.0,91.0,136.0,205.0,270.0,297.0,356.0,94.4,92,,Charleston,77.0,100.0,exact,True,False
TAMPA FLA,1,54,10.0,,17.0,,1.0,1.0,3.0,3.0,,,,,146.0,95.6,92,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,55,21.0,46.0,173.0,102.0,63.0,69.0,82.0,88.0,104.0,112.0,119.0,130.0,,94.1,92,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,57,4.0,24.0,75.0,58.0,,26.0,26.0,65.0,65.0,65.0,69.0,69.0,79.0,94.4,92,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,54 57,35.0,,173.0,69.0,3.0,6.0,26.0,64.0,74.0,85.0,104.0,115.0,136.0,92.9,92,,Tampa,84.0,100.0,exact,True,False
ATLANTA GA,1,,10.0,1.0,66.0,11.0,1.0,3.0,3.0,5.0,,,,,12.0,93.7,92,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,55,15.0,36.0,148.0,90.0,45.0,52.0,79.0,83.0,91.0,98.0,112.0,119.0,136.0,92.0,92,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,54 56,26.0,4.0,332.0,69.0,3.0,5.0,8.0,39.0,69.0,83.0,91.0,112.0,128.0,93.2,92,,Atlanta,85.0,100.0,exact,True,False
CHATTANOOGA TENN,3,55,14.0,52.0,167.0,108.0,52.0,85.0,91.0,104.0,108.0,112.0,119.0,128.0,156.0,95.1,92,,Chattanooga,94.0,100.0,exact,False,False
CHATTANOOGA TENN,3,57,2.0,176.0,,248.0,,,179.0,179.0,179.0,179.0,179.0,356.0,356.0,95.2,92,,Chattanooga,94.0,100.0,exact,False,False
CHATTANOOGA TENN,3,55 57,16.0,52.0,321.0,126.0,79.0,85.0,98.0,104.0,,119.0,128.0,156.0,168.0,91.5,92,,Chattanooga,94.0,100.0,exact,True,False
CHATTANOOGA TENN,4,55 56,18.0,76.0,275.0,134.0,83.0,91.0,104.0,119.0,136.0,142.0,147.0,150.0,156.0,93.4,92,,Chattanooga,95.0,100.0,exact,True,False
CHATTANOOGA TENN,,55 57,34.0,52.0,321.0,130.0,79.0,89.0,100.0,112.0,119.0,132.0,144.0,151.0,179.0,91.9,92,,Chattanooga,92.0,100.0,exact,True,False
WASHVILLE TENN,1,57,23.0,,180.0,65.0,9.0,30.0,32.0,34.0,65.0,72.0,77.0,104.0,136.0,87.7,92,,Nashville,98.0,92.9,high_confidence,False,False
CHICAGO I ON,1,54,4.0,,358.0,101.0,,1.0,1.0,4.0,,,45.0,45.0,408.0,83.1,92,,Chicago,99.0,82.2,low_confidence,False,False
CHICAGO I ON,1,55,28.0,73.0,,1968.0,109.0,125.0,136.0,156.0,192.0,220.0,253.0,270.0,294.0,92.6,92,,Chicago,99.0,82.2,low_confidence,False,False
CHICAGO I ON,1,54 55,32.0,,373.0,186.0,45.0,109.0,130.0,149.0,186.0,205.0,244.0,278.0,302.0,92.9,92,,Chicago,99.0,82.2,low_confidence,True,False
CHICAGO I ON,2,54,30.0,2.0,540.0,237.0,4.0,104.0,119.0,168.0,235.0,300.0,325.0,348.0,468.0,95.4,92,,Chicago,100.0,82.2,low_confidence,False,False
CHICAGO I ON,2,55,26.0,67.0,435.0,231.0,119.0,146.0,196.0,209.0,2232.0,,270.0,300.0,356.0,93.7,92,,Chicago,100.0,82.2,low_confidence,False,False
CHICAGO I ON,2,54 55,56.0,2.0,540.0,235.0,98.0,116.0,162.0,196.0,224.0,275.0,300.0,336.0,423.0,95.1,92,,Chicago,100.0,82.2,low_confidence,True,False
CHICAGO I ON,3,54,3.0,5.0,69.0,28.0,,5.0,5.0,5.0,12.0,12.0,12.0,12.0,69.0,94.6,92,,Chicago,101.0,82.2,low_confidence,False,False
CHICAGO I ON,4,55,29.0,76.0,318.0,145.0,91.0,104.0,119.0,129.0,139.0,146.0,156.0,173.0,196.0,94.9,92,,Chicago,102.0,82.2,low_confidence,False,False
CHICAGO I ON,5,,2.0,235.0,254.0,244.0,,,235.0,235.0,235.0,235.0,235.0,279.0,,94.3,92,,Chicago,103.0,82.2,low_confidence,False,False
CHICAGO I ON,,54,37.0,,540.0,206.0,101.0,,98.0,119.0,173.0,280.0,318.0,348.0,438.0,94.9,92,,Chicago,99.0,78.3,low_confidence,False,False
CHICAGO I ON,,,83.0,67.0,435.0,190.0,,119.0,134.0,149.0,179.0,200.0,225.0,264.0,302.0,94.8,92,,Chicago,99.0,78.3,low_confidence,False,False
CHICAGO I ON,,,2.0,235.0,254.0,244.0,,,235.0,235.0,235.0,235.0,235.0,270.0,270.0,95.5,92,,Chicago,99.0,78.3,low_confidence,False,False
CHICAGO I ON,,54 57,122.0,,540.0,196.0,74.0,108.0,128.0,149.0,176.0,208.0,245.0,293.0,345.0,95.4,92,,Chicago,99.0,78.3,low_confidence,True,False
EAST ST LOUIS PLL,1,56,15.0,126.0,317.0,218.0,146.0,156.0,188.0,196.0,220.0,235.0,,290.0,333.0,92.0,92,,East St. Louis,104.0,98.8,high_confidence,False,False
EAST ST LOUIS PLL,2,55 56,14.0,74.0,250.0,144.0,74.0,104.0,112.0,128.0,136.0,143.0,156.0,179.0,253.0,93.1,92,,East St. Louis,105.0,98.8,high_confidence,True,False
EAST ST LOUIS PLL,,55 56,29.0,74.0,317.0,162.0,104.0,125.0,140.0,152.0,179.0,192.0,220.0,253.0,290.0,93.0,92,,East St. Louis,104.0,94.1,high_confidence,True,False
EAST CHICAGO,1,56,19.0,109.0,436.0,216.0,119.0,136.0,179.0,192.0,205.0,220.0,253.0,290.0,333.0,95.2,92,,East Chicago,107.0,100.0,exact,False,False
EAST CHICAGO,2,55 56,26.0,78.0,454.0,212.0,119.0,130.0,149.0,168.0,205.0,235.0,247.0,264.0,310.0,91.6,92,,East Chicago,108.0,100.0,exact,True,False
EAST CHICAGO,3,,21.0,64.0,492.0,234.0,91.0,119.0,136.0,164.0,188.0,205.0,310.0,356.0,448.0,94.3,92,,East Chicago,109.0,100.0,exact,False,False
EAST CHICAGO,4,56,20.0,32.0,422.0,179.0,69.0,79.0,104.0,119.0,164.0,,220.0,253.0,310.0,93.1,92,,East Chicago,110.0,100.0,exact,False,False
EAST CHICAGO,,55 56,86.0,32.0,492.0,211.0,100.0,119.0,140.0,166.0,189.0,218.0,248.0,286.0,356.0,91.0,92,,East Chicago,107.0,100.0,exact,True,False
1D,1,57,25.0,48.0,259.0,132.0,83.0,91.0,107.0,113.0,122.0,129.0,162.0,173.0,,87.7,92,,1D,,0.0,unmatched,False,False
DETROIT MICH,1,53,21.0,,222.0,74.0,1.0,3.0,4.0,9.0,63.0,69.0,128.0,156.0,192.0,93.9,92,,Detroit,115.0,100.0,exact,False,False
DETROIT MICH,1,54,12.0,,462.0,96.0,1.0,7.0,12.0,23.0,30.0,104.0,119.0,136.0,156.0,93.9,92,,Detroit,115.0,100.0,exact,False,False
DETROIT MICH,1,53 54,33.0,,462.0,2.0,1.0,4.0,9.0,12.0,63.0,104.0,123.0,136.0,192.0,94.7,92,,Detroit,115.0,100.0,exact,True,False
CINCINNATI,1,54,73.0,1.0,358.0,46.0,3.0,5.0,7.0,9.0,12.0,26.0,45.0,65.0,136.0,93.6,92,,Cincinnati,126.0,100.0,exact,False,False
CINCINNATI,1,55,27.0,30.0,267.0,152.0,79.0,112.0,128.0,141.0,156.0,165.0,179.0,195.0,205.0,94.6,92,,Cincinnati,126.0,100.0,exact,False,False
CINCINNATI,1,54 55,100.0,4.0,358.0,75.0,4.0,6.0,9.0,16.0,38.0,69.0,121.0,149.0,195.0,94.2,92,,Cincinnati,126.0,100.0,exact,True,False
