Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
CINCINNATI OHIO,1,54 55,64.0,,55.0,5.0,,,1.0,1.0,1.0,3.0,,9.0,17.0,95.1,180,,Cincinnati,126,93.3,high_confidence,True,False
CINCINNATI OHIO,2,54,14.0,,17.0,6.0,,1.0,1.0,1.0,4.0,8.0,11.0,13.0,14.0,94.6,180,,Cincinnati,127,93.3,high_confidence,False,False
CINCINNATI OHIO,3,54,15.0,,19.0,8.0,,1.0,1.0,5.0,8.0,8.0,12.0,13.0,18.0,94.3,180,,Cincinnati,128,93.3,high_confidence,False,False
CINCINNATI OHIO,4,54,20.0,1.0,56.0,17.0,2.0,8.0,12.0,13.0,16.0,17.0,19.0,23.0,26.0,94.8,180,,Cincinnati,129,93.3,high_confidence,False,False
CINCINNATI OHIO,,,,,,,,,,,,7.0,,,,91.0,180,,Cincinnati,126,88.9,high_confidence,False,False
CINCINNATI OHIO,,54,107.0,,56.0,7.0,,,,1.0,4.0,,10.0,13.0,18.0,95.1,180,,Cincinnati,126,88.9,high_confidence,False,False
CINCINNATI OHIO,,,4.0,19.0,37.0,26.0,,19.0,,23.0,23.0,23.0,26.0,26.0,40.0,93.8,180,,Cincinnati,126,88.9,high_confidence,False,False
CINCINNATI OHIO,,54 55,111.0,,36.0,8.0,,,1.0,1.0,4.0,7.0,11.0,15.0,19.0,88.8,180,,Cincinnati,126,88.9,high_confidence,True,False
MINNEAPOLIS MINN,1,54,14.0,,23.0,4.0,,,,1.0,1.0,1.0,,11.0,17.0,93.7,180,,Minneapolis,147,100.0,exact,False,False
KANSAS CITY MO,,54,11.0,,8.0,2.0,,,1.0,1.0,1.0,4.0,,6.0,8.0,94.5,180,,Kansas City,150,100.0,exact,False,False
NEW ORLEANS LA,,54,4.0,,13.0,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,13.0,95.1,180,,New Orleans,162,100.0,exact,False,False
FT WORTH TEXAS,1,54,5.0,,8.0,2.0,,,1.0,1.0,1.0,1.0,,4.0,8.0,95.4,180,,Ft. Worth,174,85.7,high_confidence,False,False
LAKEWORTH TEXAS,1,54,2.0,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,93.1,180,,Lakeworth Village,175,72.2,low_confidence,False,False
HOUSTON TEXAS,1,54,17.0,,99.0,24.0,1.0,,7.0,11.0,19.0,20.0,21.0,36.0,49.0,94.5,180,,Houston,177,96.2,high_confidence,False,False
BELLAIRE TEXAS,1,54,2.0,1.0,16.0,8.0,,,1.0,1.0,1.0,1.0,,17.0,17.0,95.3,180,,Bellaire,179,92.3,high_confidence,False,False
SALT LAKE CITY UTAH,2,54,5.0,,26.0,5.0,,,1.0,1.0,1.0,1.0,,1.0,26.0,90.9,180,,Salt Lake City,185,100.0,exact,False,False
ANCHORAGE ALASKA,1,54 55,27.0,,275.0,17.0,,,2.0,4.0,5.0,7.0,11.0,14.0,19.0,93.3,180,,Anchorage,187,100.0,exact,True,False
LOS ANGELES CALIF,,54,19.0,5.0,125.0,42.0,10.0,14.0,20.0,26.0,34.0,36.0,54.0,71.0,82.0,94.1,180,,Los Angeles,195,100.0,exact,False,False
PASADENA CALIF,1,54 55,28.0,,77.0,32.0,1.0,11.0,15.0,20.0,29.0,36.0,47.0,49.0,64.0,95.0,180,,Pasadena,199,100.0,exact,True,False
BERKELEY CALIF,1,54 55,35.0,,110.0,33.0,10.0,13.0,14.0,22.0,26.0,36.0,44.0,52.0,72.0,93.2,180,,Berkeley,191,100.0,exact,True,False
SAN JOSE CALIF,1,54 55,34.0,,70.0,22.0,3.0,8.0,13.0,16.0,19.0,21.0,29.0,32.0,46.0,90.3,180,,San Jose,206,100.0,exact,True,False
PORTLAND QREGON,1,54,19.0,,33.0,14.0,1.0,6.0,9.0,,13.0,14.0,16.0,19.0,31.0,95.2,180,,Portland,212,85.6,high_confidence,False,False
PORTLAND QREGON,2,54,10.0,12.0,37.0,29.0,13.0,23.0,26.0,29.0,32.0,33.0,,36.0,38.0,95.6,180,,Portland,213,85.6,high_confidence,False,False
PORTLAND QREGON,4,54,15.0,,178.0,25.0,1.0,1.0,,,14.0,18.0,28.0,29.0,49.0,93.6,180,,Portland,215,85.6,high_confidence,False,False
PORTLAND QREGON,5,54,10.0,19.0,55.0,30.0,19.0,24.0,25.0,26.0,29.0,31.0,,34.0,36.0,95.1,180,,Portland,216,85.6,high_confidence,False,False
PORTLAND QREGON,,54,54.0,,178.0,23.0,1.0,7.0,12.0,16.0,19.0,25.0,30.0,32.0,36.0,94.1,180,,Portland,212,81.5,low_confidence,False,False
