Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,,,22.0,,,,1.0,2.0,2.0,,3.0,4.0,5.0,6.0,,93.0,70,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,,,1.0,,3.0,,1.0,1.0,,2.0,2.0,3.0,6.0,9.0,95.4,70,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,1.0,13.0,4.0,,1.0,1.0,,2.0,3.0,4.0,6.0,9.0,94.3,70,,Waterbury,1,100.0,exact,True,False
BOSTON MASS,1,55,23.0,,6.0,3.0,,1.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,95.3,70,,Boston,6,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,34.0,3.0,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,91.9,70,,Everett,8,100.0,exact,False,False
ELIZABETH N J,1,56,,,6.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,5.0,93.6,70,,Elizabeth,21,100.0,exact,False,False
PAULSBORO WN J,1,55 56,25.0,,16.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,5.0,90.8,70,,Paulsboro,22,96.3,high_confidence,True,False
CAMDEN W J,1,55 56,21.0,,7.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,93.1,70,,Camden,19,90.0,high_confidence,True,False
PERTH AMBOY WN J,1,56,23.0,,4.0,,,,,,1.0,1.0,1.0,1.0,2.0,91.5,70,,Perth Amboy,18,96.8,high_confidence,False,False
TRENTON WN J,1,55 56,17.0,,6.0,2.0,,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,91.1,70,,Trenton,28,95.7,high_confidence,True,False
JERSEY CITY N J,1,56,23.0,,8.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,90.7,70,,Jersey City,27,100.0,exact,False,False
NEW YORK WN Y,2,54,18.0,4.0,92.0,19.0,4.0,5.0,8.0,10.0,,15.0,17.0,19.0,34.0,93.3,70,,New York,31,100.0,exact,False,False
NEW YORK WN Y,2,55,21.0,2.0,43.0,12.0,2.0,2.0,3.0,4.0,6.0,8.0,9.0,27.0,34.0,92.1,70,,New York,31,100.0,exact,False,False
NEW YORK WN Y,2,56,3.0,6.0,57.0,30.0,,6.0,6.0,6.0,30.0,30.0,30.0,30.0,61.0,93.6,70,,New York,31,100.0,exact,False,False
