Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,14.0,,20.0,5.0,1.0,2.0,2.0,5.0,6.0,6.0,7.0,7.0,9.0,93.2,121,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,,40.0,6.0,,1.0,1.0,1.0,2.0,2.0,7.0,10.0,10.0,93.2,121,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,,40.0,6.0,1.0,1.0,1.0,2.0,3.0,6.0,7.0,9.0,10.0,90.8,121,,Waterbury,1.0,100.0,exact,True,False
BOSTON MASS,1,55,23.0,,6.0,,,,,,1.0,1.0,1.0,1.0,3.0,94.9,121,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,10.0,1.0,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,94.3,121,,Everett,8.0,100.0,exact,False,False
ELIZABETH N J,1,56,20.0,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,94.9,121,,Elizabeth,21.0,100.0,exact,False,False
PAULSBORO N J,1,55 56,23.0,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,94.4,121,,Paulsboro,22.0,100.0,exact,True,False
CAMDEN N J,1,55 56,19.0,,8.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,92.0,121,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N J,1,56,21.0,,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,92.9,121,,Perth Amboy,18.0,100.0,exact,False,False
TRENTON N J,1,55 56,16.0,,4.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,95.0,121,,Trenton,28.0,100.0,exact,True,False
JERSEY N J,1,55 56,2.0,,70.0,12.0,1.0,2.0,3.0,4.0,6.0,11.0,13.0,14.0,23.0,92.8,121,,Jersey City,27.0,80.0,low_confidence,True,False
NEW YORK N Y,2,55 56,21.0,,30.0,4.0,,1.0,1.0,2.0,2.0,4.0,5.0,7.0,10.0,94.3,121,,New York,31.0,100.0,exact,True,False
NEW YORK N Y,3,54 55,18.0,,30.0,6.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,10.0,17.0,93.1,121,,New York,32.0,100.0,exact,True,False
NEW YORK N Y,,54 56,39.0,,30.0,5.0,,1.0,1.0,2.0,2.0,4.0,5.0,9.0,13.0,95.7,121,,New York,30.0,100.0,exact,True,False
PHILADELPHIA PA,1,55,94.0,,12.0,2.0,,,1.0,1.0,1.0,1.0,2.0,3.0,6.0,93.7,121,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,56,11.0,,7.0,3.0,,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,93.8,121,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,55 56,1.0,,12.0,2.0,,,1.0,1.0,1.0,1.0,2.0,3.0,6.0,95.0,121,,Philadelphia,41.0,100.0,exact,True,False
PHILADELPHIA PA,4,56,11.0,,49.0,7.0,,1.0,1.0,1.0,2.0,3.0,6.0,7.0,7.0,94.0,121,,Philadelphia,44.0,100.0,exact,False,False
PHILADELPHIA PA,5,56,9.0,,7.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,5.0,93.5,121,,Philadelphia,45.0,100.0,exact,False,False
PHILADELPHIA PA,6,,11.0,,8.0,2.0,,,1.0,1.0,1.0,2.0,3.0,4.0,7.0,93.9,121,,Philadelphia,46.0,100.0,exact,False,False
PHILADELPHIA PA,7,56,11.0,,31.0,4.0,,,,1.0,1.0,1.0,3.0,7.0,7.0,92.0,121,,Philadelphia,47.0,100.0,exact,False,False
PHILADELPHIA PA,,55,94.0,,12.0,2.0,,,1.0,,1.0,1.0,2.0,3.0,6.0,94.5,121,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,56,53.0,,49.0,3.0,,,1.0,1.0,1.0,2.0,3.0,6.0,7.0,92.2,121,,Philadelphia,41.0,100.0,exact,False,False
