Station_Location,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
GEORGIA TOTAL,54 56,26.0,1.0,98.0,17.0,3.0,6.0,10.0,11.0,12.0,16.0,19.0,20.0,23.0,95.6,149,state_total,GEORGIA TOTAL,,,state_aggregate,True,False
TENNESSEE TOTAL,55 56,32.0,1.0,27.0,8.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0,12.0,16.0,95.0,149,state_total,TENNESSEE TOTAL,,,state_aggregate,True,False
ILLENOTS TOTAL,54 56,149.0,,12.0,17.0,2.0,5.0,7.0,9.0,12.0,14.0,19.0,24.0,37.0,88.9,149,,ILLENOTS TOTAL,,0.0,unmatched,True,False
TOTAL,55 56,86.0,1.0,64.0,12.0,2.0,3.0,4.0,6.0,8.0,10.0,13.0,18.0,26.0,95.4,149,,TOTAL,,,state_aggregate,True,False
MICHIGAN TOTAL,53 54,33.0,2.0,58.0,24.0,15.0,18.0,20.0,,22.0,23.0,26.0,29.0,37.0,94.1,149,state_total,MICHIGAN TOTAL,,,state_aggregate,True,False
OHIO TOTAL,54 57,182.0,1.0,146.0,19.0,4.0,6.0,8.0,9.0,,16.0,19.0,24.0,45.0,93.2,149,state_total,OHIO TOTAL,,,state_aggregate,True,False
WESCONSIN TOTAL,57,19.0,2.0,61.0,9.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,10.0,16.0,94.8,149,,WESCONSIN TOTAL,,0.0,unmatched,False,False
MINNESOTA TOTAL,54 55,36.0,1.0,16.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,,7.0,8.0,95.4,149,state_total,MINNESOTA TOTAL,,,state_aggregate,True,False
MISSOURI TOTAL,54,63.0,,23.0,8.0,2.0,4.0,5.0,6.0,7.0,9.0,10.0,12.0,18.0,93.1,149,state_total,MISSOURI TOTAL,,,state_aggregate,False,False
LOUISIANA TOTAL,54,,1.0,25.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,,5.0,,91.6,149,state_total,LOUISIANA TOTAL,,,state_aggregate,False,False
TEXAS TOTAL,54 55,155.0,,170.0,21.0,2.0,4.0,6.0,8.0,10.0,11.0,15.0,31.0,62.0,94.9,149,state_total,TEXAS TOTAL,,,state_aggregate,True,False
COLORADO TOTAL,54 55,26.0,3.0,39.0,15.0,4.0,5.0,9.0,10.0,12.0,17.0,18.0,22.0,27.0,95.5,149,state_total,COLORADO TOTAL,,,state_aggregate,True,False
UTAH TOTAL,54 55,31.0,1.0,,18.0,5.0,10.0,11.0,13.0,14.0,15.0,18.0,22.0,41.0,92.3,149,state_total,UTAH TOTAL,,,state_aggregate,True,False
ALASKA TOTAL,54 55,42.0,,57.0,11.0,1.0,1.0,3.0,5.0,7.0,,11.0,20.0,31.0,93.5,149,state_total,ALASKA TOTAL,,,state_aggregate,True,False
CALIFORNIA TOTAL,54 56,224.0,,266.0,19.0,1.0,3.0,,7.0,10.0,13.0,18.0,25.0,45.0,94.9,149,state_total,CALIFORNIA TOTAL,,,state_aggregate,True,False
OREGON TOTAL,54 55,74.0,1.0,71.0,20.0,5.0,7.0,9.0,13.0,15.0,17.0,,32.0,45.0,94.7,149,state_total,OREGON TOTAL,,,state_aggregate,True,False
WASHINGTON TOTAL,57,20.0,1.0,16.0,6.0,2.0,3.0,3.0,4.0,4.0,,7.0,8.0,12.0,94.9,149,state_total,WASHINGTON TOTAL,,,state_aggregate,False,False
NEW ENGLAND TOTAL,55 56,85.0,1.0,170.0,9.0,2.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,14.0,92.5,149,region_total,NEW ENGLAND TOTAL,,,skip,True,False
MID ATLNTC TOTAL,54 56,481.0,,212.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,,11.0,,90.4,149,,MID ATLNTC TOTAL,,0.0,unmatched,True,False
MED EAST TOTAL,54 57,162.0,1.0,130.0,15.0,2.0,4.0,6.0,8.0,10.0,13.0,17.0,22.0,30.0,94.1,149,,MED EAST TOTAL,,0.0,unmatched,True,False
SOUTH EAST TOTAL,54 56,89.0,1.0,98.0,10.0,2.0,3.0,4.0,6.0,7.0,10.0,,14.0,21.0,94.5,149,region_total,SOUTH EAST TOTAL,,,skip,True,False
MED WEST TOTAL,53 57,469.0,,146.0,17.0,3.0,5.0,7.0,9.0,12.0,,19.0,23.0,37.0,90.1,149,,MED WEST TOTAL,,0.0,unmatched,True,False
GREAT PLAINS TOTAL,54 56,99.0,,23.0,7.0,2.0,3.0,4.0,5.0,6.0,,,10.0,15.0,95.0,149,region_total,GREAT PLAINS TOTAL,,,skip,True,False
GULF SOUTH TOTAL,54 55,205.0,,170.0,17.0,1.0,2.0,3.0,5.0,7.0,10.0,12.0,21.0,53.0,94.0,149,region_total,GULF SOUTH TOTAL,,,skip,True,False
ROCKY MNTRN TOTAL,54 55,57.0,1.0,47.0,16.0,4.0,8.0,10.0,12.0,14.0,,18.0,22.0,35.0,90.6,149,,ROCKY MNTRN TOTAL,,0.0,unmatched,True,False
PACIFIC COAST TOTAL,54 57,360.0,,266.0,17.0,1.0,3.0,5.0,,10.0,,1.0,25.0,43.0,95.1,149,region_total,PACIFIC COAST TOTAL,,,skip,True,False
PACIFIC COAST TOTAL,53 57,2007.0,,266.0,14.0,2.0,3.0,4.0,,8.0,,15.0,20.0,32.0,95.4,149,,PACIFIC COAST TOTAL,,,skip,True,False
