Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
SANGAMON COUNTY PET,1,57,16.0,9.0,73.0,28.0,,16.0,18.0,19.0,24.0,26.0,28.0,33.0,44.0,91.8,40,,Sangamon County,242.0,88.2,high_confidence,False,False
HURON COUNTY MICH,1,57,34.0,,34.0,,7.0,8.0,8.0,14.0,15.0,16.0,17.0,19.0,28.0,91.1,40,,Huron County,243.0,100.0,exact,False,False
PERRY'S VICTORY,1,57,8.0,17.0,43.0,24.0,15.0,16.0,16.0,17.0,19.0,27.0,29.0,29.0,38.0,95.2,40,,Perry's Victory,244.0,100.0,exact,False,False
ELLIS COUNTY KANSAS,1,57,12.0,6.0,26.0,12.0,6.0,6.0,7.0,7.0,8.0,9.0,16.0,17.0,25.0,95.0,40,,Ellis County,246.0,94.4,high_confidence,False,False
COOK COUNTY MINN,1,57,18.0,8.0,44.0,20.0,8.0,14.0,15.0,16.0,17.0,23.0,24.0,25.0,31.0,92.2,40,,Cook County,245.0,100.0,exact,False,False
SHANNON COUNTY MO,1,,18.0,,30.0,10.0,1.0,7.0,7.0,7.0,8.0,15.0,16.0,16.0,17.0,91.4,40,,Shannon County,247.0,100.0,exact,False,False
THOMAS COUNTY NEBR,1,,12.0,9.0,53.0,26.0,8.0,9.0,18.0,19.0,26.0,28.0,29.0,38.0,55.0,92.9,40,,Thomas County,248.0,100.0,exact,False,False
WARD COUNTY WN OD,1,57,13.0,,25.0,11.0,1.0,7.0,7.0,8.0,8.0,15.0,16.0,16.0,22.0,91.7,40,,Ward County,249.0,93.8,high_confidence,False,False
BLACK HILLS FRST S ODO,1,57,5.0,,20.0,12.0,1.0,1.0,10.0,10.0,11.0,11.0,19.0,19.0,22.0,90.7,40,,Black Hills,250.0,81.1,low_confidence,False,False
CRATERS MOON 1DAHO,1,57,2.0,,,4.0,,,1.0,1.0,1.0,1.0,1.0,8.0,,90.9,40,,CRATERS MOON 1DAHO,,0.0,unmatched,False,False
YELLOWSTONE PARK WYO,1,57,5.0,8.0,43.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,44.0,90.8,40,,Yellowstone National Park,252.0,81.6,low_confidence,False,False
PT WORONZOF ALASKA,1,55,7.0,21.0,135.0,57.0,22.0,22.0,29.0,38.0,44.0,44.0,59.0,90.0,90.0,93.6,40,,Pt. Woronzof,258.0,100.0,exact,False,False
PT WORONZOF ALASKA,1,56,42.0,4.0,124.0,24.0,4.0,6.0,8.0,9.0,11.0,22.0,25.0,38.0,57.0,94.2,40,,Pt. Woronzof,258.0,100.0,exact,False,False
PT WORONZOF ALASKA,,57,6.0,,23.0,12.0,1.0,1.0,8.0,8.0,8.0,16.0,16.0,17.0,17.0,94.8,40,,Pt. Woronzof,258.0,100.0,exact,False,False
PT WORONZOF ALASKA,,55 57,,,135.0,27.0,4.0,7.0,8.0,10.0,20.0,23.0,30.0,44.0,59.0,90.3,40,,Pt. Woronzof,258.0,100.0,exact,True,False
GRAND CANYON ARIZ,1,57,26.0,,,10.0,1.0,5.0,7.0,8.0,8.0,8.0,9.0,9.0,11.0,92.1,40,,Grand Canyon National Park,255.0,70.8,low_confidence,False,False
WAIMANOLO HAWAII,1,57,23.0,8.0,49.0,20.0,8.0,9.0,15.0,16.0,17.0,18.0,23.0,25.0,41.0,92.0,40,,Waimanalo,259.0,93.8,high_confidence,False,False
WAIMANOLO HAWAII,,55 57,473.0,,159.0,22.0,7.0,8.0,10.0,15.0,16.0,19.0,24.0,29.0,43.0,94.9,40,,Waimanalo,259.0,93.8,high_confidence,True,False
