Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
SUBURBAN,,,,,,,,,,,,,,,,95.0,192,,SUBURBAN,,,skip,False,False
MIDOLESEX CNTY MASS,1,,23.0,,30.0,,,,,1.0,1.0,2.0,3.0,4.0,7.0,91.5,192,,Middlesex County,219.0,90.0,high_confidence,False,False
LAKEHURST N J,1,55 56,19.0,,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,93.9,192,,Lakehurst,220.0,100.0,exact,True,False
KANAWHA W VA,1,54 55,23.0,,6.0,,,,,,1.0,1.0,1.0,,3.0,90.8,192,,Kanawha County,221.0,77.4,low_confidence,True,False
CO FLA,,54,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,86.8,192,,CO FLA,,0.0,unmatched,False,False
FULTON CO GEORGIA,1,54,,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,90.0,192,,Fulton County,223.0,72.7,low_confidence,False,False
HAMILTON COUNTY OHIO,1,54 55,36.0,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,93.0,192,,Hamilton County,224.0,91.9,high_confidence,True,False
TONKA BAY MINN,1,54,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,95.1,192,,Tonka Bay,225.0,100.0,exact,False,False
DENVER COUNTY COLO,1,54 55,10.0,,3.0,,,,,,1.0,1.0,1.0,1.0,3.0,95.4,192,,Denver County,227.0,100.0,exact,True,False
SALT LAKE CO UTAH,1,54,,,,,,,,,1.0,1.0,1.0,1.0,1.0,89.0,192,,Salt Lake County,228.0,89.5,high_confidence,False,False
MULTNOMAH CNTY ORE,1,54,12.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,92.8,192,,Multnomah County,229.0,94.7,high_confidence,False,False
MULTNOMAH CNTY ORE,,54 56,149.0,,30.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,92.3,192,,Multnomah County,229.0,94.7,high_confidence,True,False
NONURBAN,,,,,,,,,,,,,,,,92.0,192,,NONURBAN,,,skip,False,False
PT WORONZOF ALASKA,1,55 56,,,,,,,,,,,,,,93.5,192,,Pt. Woronzof,258.0,100.0,exact,True,False
