Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Col_17,Col_18,Col_19,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
MINIMUM,,,49.0,,,,37.0,,22.0,,,57.0,116.0,,,,,,85.1,43,,MINIMUM,,0.0,unmatched,False,False
SAN JUAN PUERTO RICO,,,,,,,,,,,,,,,,,,,93.8,43,,San Juan,73.0,75.0,low_confidence,False,False
NUMBER OF SAMPLES,,,,2.0,1.0,,2.0,2.0,2.0,2.0,3.0,,,,,,,,94.8,43,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,27.0,63.0,52.0,,118.0,,68.0,69.0,,49.0,,,,,,,91.1,43,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,57,27.0,42.0,52.0,,,29.0,686.0,,,41.0,,,,,,,92.9,43,,Anchorage,187.0,62.5,low_confidence,False,False
MIENTMUM,,,27.0,21.0,52.0,,53.0,,68.0,,,34.0,,,,,,,89.5,43,,MiENTMUM,,0.0,unmatched,False,False
NORFOLK VA,57,,,,,,,,,,,,,,,,,,91.3,43,,Norfolk,74.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,,,,2.0,3.0,,2.0,,3.0,,,,,,,94.6,43,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX IMUM,,,145.0,,,,38.0,63.0,84.0,144.0,,,163.0,,,,,,89.9,43,,MAX IMUM,,0.0,unmatched,False,False
AVERAGE,,,125.0,71.0,84.0,83.0,35.0,,69.0,106.0,,,139.0,,,,,,91.3,43,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,106.0,,64.0,51.0,33.0,34.0,,68.0,90.0,,116.0,,,,,,86.3,43,,MINIMUM,,0.0,unmatched,False,False
RICHMOND VA,,,,,,,,,,,,,,,,,,,93.0,44,,Richmond,75.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,196.0,140.0,,,37.0,48.0,48.0,53.0,439.0,,150.0,,,,,,85.0,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,,,,,,,,,,,,,,,,,93.7,44,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,168.0,,,,31.0,41.0,,53.0,96.0,,,,,,,,92.0,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,139.0,,,,25.0,37.0,,53.0,75.0,,107.0,,,,,,93.9,44,,MINIMUM,,0.0,unmatched,False,False
CHARLESTON W VA,55,,,,,,,,,,,,,,,,,,91.2,44,,Charleston,77.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,4.0,1.0,,6.0,4.0,8.0,8.0,8.0,,5.0,5.0,,,,,,95.1,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,366.0,38.0,,138.0,227.0,,,196.0,213.0,261.0,367.0,,,,,,94.2,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,165.0,38.0,,91.0,133.0,,83.0,111.0,115.0,,171.0,,,,,,90.2,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,39.0,38.0,24.0,,50.0,,42.0,46.0,,27.0,49.0,,,,,,94.8,44,,MINIMUM,,0.0,unmatched,False,False
WHEELUNG W VA,7,,,,,,,,,,,,,,,,,,70.0,44,,Wheeling,79.0,92.3,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,,3.0,1.0,2.0,6.0,,4.0,5.0,,,,,,,,95.6,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,342.0,,,,103.0,113.0,124.0,,300.0,,405.0,,,,,,95.2,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,269.0,,191.0,99.0,97.0,,87.0,,195.0,,270.0,,,,,,93.8,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,196.0,82.0,168.0,99.0,91.0,,,,102.0,107.0,136.0,,,,,,93.3,44,,MINIMUM,,0.0,unmatched,False,False
BIRMINGHAM A,57,,,,,,,,,,,,,,,,,,92.3,44,,Birmingham,80.0,92.3,high_confidence,False,False
NUMBER OF SAMPLES,,,3.0,1.0,,3.0,2.0,2.0,,2.0,3.0,,2.0,,,,,,95.5,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,155.0,,,,,98.0,108.0,,208.0,,134.0,,,,,,94.4,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,96.0,,,,50.0,97.0,108.0,,112.0,,,,,,,,92.2,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,64.0,,,,28.0,96.0,108.0,,61.0,99.0,,,,,,,92.0,44,,MINIMUM,,0.0,unmatched,False,False
TAMPA FLA,55 57,,,,,,,,,,,,,,,,,,90.0,44,,Tampa,84.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,5.0,5.0,,7.0,6.0,10.0,10.0,,10.0,,,,,,,,94.2,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,205.0,,,,122.0,,99.0,124.0,,247.0,,,,,,,93.9,44,,nan,,0.0,unmatched,False,False
AVERAGE,,,120.0,,,,73.0,,64.0,64.0,,134.0,,,,,,,93.4,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,70.0,44.0,,47.0,32.0,37.0,,,37.0,51.0,,,,,,,92.5,44,,MINIMUM,,0.0,unmatched,False,False
ML AMI FLA,57,,,,,,,,,,,,,,,,,,74.8,44,,Miami,82.0,84.2,low_confidence,False,False
NUMBER OF SAMPLES,,,2.0,,2.0,3.0,1.0,3.0,,2.0,2.0,3.0,,,,,,,95.7,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,62.0,,,,31.0,74.0,,49.0,80.0,93.0,,,,,,,90.0,44,,,,,skip,False,False
AVERAGE,,,61.0,,,,31.0,48.0,,44.0,71.0,,56.0,,,,,,95.3,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,61.0,,,,31.0,31.0,31.0,40.0,63.0,,33.0,,,,,,93.5,44,,MINIMUM,,0.0,unmatched,False,False
ATLANTA GA,55 57,,,,,,,,,,,,,,,,,,95.0,44,,Atlanta,85.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,6.0,5.0,6.0,5.0,5.0,14.0,14.0,,9.0,,7.0,,,,,,93.1,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,311.0,,2105.0,137.0,142.0,298.0,,169.0,803.0,,385.0,,,,,,87.2,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,155.0,,,,106.0,106.0,,98.0,249.0,,165.0,,,,,,93.8,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,58.0,,63.0,55.0,80.0,,,62.0,75.0,84.0,,,,,,,88.2,44,,MINIMUM,,0.0,unmatched,False,False
COLUMBUS GA,57,,,,,,,,,,,,,,,,,,95.3,44,,Columbus,87.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,,,,2.0,2.0,2.0,2.0,3.0,,2.0,,,,,,94.4,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,151.0,,108.0,82.0,40.0,69.0,80.0,,177.0,,221.0,,,,,,93.8,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,140.0,,108.0,52.0,39.0,54.0,75.0,,123.0,,133.0,,,,,,89.8,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,129.0,,108.0,35.0,39.0,39.0,70.0,,,81.0,,,,,,,94.4,44,,MINIMUM,,0.0,unmatched,False,False
JACKSON MISS,27,,,,,,,,,,,,,,,,,,91.0,44,,Jackson,89.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,1.0,3.0,3.0,,3.0,,,,,,,,93.8,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,18.0,,,,,69.0,99.0,,69.0,,,,,,,,94.8,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,13.0,,14.0,57.0,18.0,48.0,59.0,,40.0,47.0,,,,,,,95.2,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,8.0,,,,18.0,32.0,,40.0,,27.0,38.0,,,,,,93.0,44,,MINIMUM,,0.0,unmatched,False,False
COLUMBIA SC,57,,,,,,,,,,,,,,,,,,94.3,44,,Columbia,90.0,95.7,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,,,,3.0,,3.0,,2.0,3.0,,,,,,,95.1,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,,,79.0,,107.0,,227.0,,,,,,,,94.1,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,184.0,,,,,,88.0,,139.0,149.0,185.0,,,,,,92.1,44,,Anchorage,187.0,62.5,low_confidence,False,False
AVERAGE,,,94.0,,,,33.0,453.0,,51.0,,65.0,185.0,,,,,,88.7,44,,nan,,0.0,unmatched,False,False
GREENVILLE SC,57,,,,,,,,,,,,,,,,,,90.3,44,,Greenville,91.0,96.3,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,,4.0,3.0,3.0,,3.0,,2.0,2.0,,,,,,95.7,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,290.0,77.0,246.0,95.0,103.0,,106.0,152.0,248.0,292.0,,,,,,,92.9,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,232.0,62.0,146.0,73.0,61.0,,78.0,,170.0,,93.0,,,,,,93.3,44,,Anchorage,187.0,62.5,low_confidence,False,False
MI NTMUM,,,175.0,4.0,,49.0,38.0,,50.0,60.0,93.0,195.0,,,,,,,79.5,44,,Mi NtMUM,,0.0,unmatched,False,False
CHATTANOOGA TENN,55 57,,,,,,,,,,,,,,,,,,91.8,44,,Chattanooga,92.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,5.0,,10.0,6.0,4.0,,15.0,17.0,,9.0,,,,,,,92.5,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,597.0,,,,173.0,,334.0,,497.0,,733.0,,,,,,94.4,44,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,259.0,,,,111.0,,112.0,117.0,200.0,,3038.0,,,,,,90.6,44,,Anchorage,187.0,62.5,low_confidence,False,False
MIINEMUM,,,113.0,,,,60.0,,31.0,,57.0,67.0,,,,,,,90.5,44,,MIiNEMUM,,0.0,unmatched,False,False
KNOXVILLE TENN,,,,,,,,,,,,,,,,,,,94.5,44,,Knoxville,96.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,,3.0,1.0,3.0,,2.0,3.0,,2.0,3.0,,,,,,95.7,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,213.0,,209.0,74.0,74.0,,136.0,140.0,180.0,186.0,337.0,,,,,,94.4,44,,nan,,0.0,unmatched,False,False
AVERAGE,,,184.0,,,,63.0,,103.0,107.0,180.0,,266.0,,,,,,95.2,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINI MUM,,,155.0,,,,54.0,,71.0,75.0,180.0,,,,,,,,89.7,44,,MiNI MUM,,0.0,unmatched,False,False
NASHVILLE TENN,57,,,,,,,,,,,,,,,,,,84.7,44,,Nashville,98.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,2.0,,3.0,2.0,2.0,2.0,3.0,,2.0,2.0,,,,,,94.8,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,86.0,,198.0,72.0,126.0,,1753.0,,560.0,,,,,,,,88.0,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,74.0,,126.0,47.0,94.0,,144.0,,322.0,,55.0,,,,,,94.1,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,63.0,,,,63.0,,115.0,,84.0,,,,,,,,92.7,44,,MINIMUM,,0.0,unmatched,False,False
CHICAGO ILL,55 57,,,,,,,,,,,,,,,,,,89.2,44,,Chicago,99.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,15.0,3.0,,6.0,1.0,13.0,22.0,,19.0,22.0,,,,,,,92.0,44,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,403.0,65.0,575.0,237.0,54.0,256.0,,2886.0,,500.0,,,,,,,84.8,44,,,,,skip,False,False
AVERAGE,,,243.0,,229.0,122.0,54.0,103.0,114.0,,160.0,1753.0,,,,,,,89.8,44,,Anchorage,187.0,62.5,low_confidence,False,False
MI N MUM,,,31.0,52.0,76.0,75.0,54.0,,20.0,24.0,46.0,54.0,108.0,,,,,,81.9,44,,MI N MUM,,0.0,unmatched,False,False
EAST ST LOUIS ILL,55 56,,,,,,,,,,,,,,,,,,86.0,44,,East St. Louis,104.0,100.0,exact,False,True
UMBER OF SAMPLES,,,7.0,8.0,,9.0,6.0,8.0,14.0,,8.0,,8.0,,,,,,90.6,44,,UMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,414.0,,341.0,191.0,151.0,166.0,252.0,333.0,618.0,,,,,,,,87.8,44,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,144.0,,,,80.0,92.0,133.0,156.0,234.0,,,,,,,,92.9,44,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,52.0,21.0,38.0,25.0,21.0,41.0,43.0,60.0,,68.0,,,,,,,91.2,44,,MINIMUM,,0.0,unmatched,False,False
SPRINGFIELD PEL,57,,,,,,,,,,,,,,,,,,86.3,45,,Springfield,106.0,86.7,high_confidence,False,False
NUMBER OF SAMPLES,,,,2.0,3.0,2.0,1.0,3.0,,2.0,2.0,,3.0,,,,,,93.6,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,,,32.0,108.0,,,115.0,212.0,,,,,,,89.0,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,,,32.0,79.0,,,74.0,212.0,,,,,,,93.4,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,,,32.0,64.0,72.0,,,212.0,,,,,,,90.5,45,,MINIMUM,,0.0,unmatched,False,False
EAST CHICAGO INO,25 57,,,,,,,,,,,,,,,,,,88.0,45,,East Chicago,107.0,93.8,high_confidence,False,True
NUMBER OF SAMPLES,,,14.0,,,,6.0,21.0,,19.0,25.0,,,,,,,,92.9,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,223.0,,,,154.0,227.0,313.0,,490.0,,339.0,,,,,,91.6,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,124.0,,177.0,85.0,96.0,,132.0,154.0,185.0,,131.0,,,,,,90.2,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,32.0,59.0,,26.0,54.0,,65.0,,53.0,,,,,,,,91.8,45,,MINIMUM,,0.0,unmatched,False,False
EVANSVILLE,,,,,,,,,,,,,,,,,,,95.0,45,,Evansville,111.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,,,,2.0,2.0,2.0,2.0,2.0,,3.0,,,,,,93.3,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,98.0,,77.0,53.0,58.0,,47.0,,,19.0,190.0,,,,,,91.0,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,87.0,,77.0,40.0,40.0,42.0,43.0,62.0,,,103.0,,,,,,95.0,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,77.0,,77.0,31.0,23.0,42.0,,40.0,53.0,,34.0,,,,,,91.2,45,,MINIMUM,,0.0,unmatched,False,False
FORT WAYNE IND,,,,,,,,,,,,,,,,,,,77.0,45,,Ft. Wayne,112.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,3.0,,2.0,2.0,,3.0,,2.0,4.0,,,,,,,,95.2,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,247.0,,130.0,57.0,43.0,56.0,70.0,107.0,282.0,,113.0,,,,,,94.5,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,173.0,,97.0,57.0,38.0,50.0,70.0,,201.0,,,,,,,,90.2,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINUEMUM,,,87.0,,,,34.0,42.0,70.0,,127.0,,103.0,,,,,,87.3,45,,MINUEMUM,,0.0,unmatched,False,False
S 1NO,7,,,,,,,,,,,,,,,,,,50.0,45,,s 1NO,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,2.0,1.0,,3.0,2.0,2.0,3.0,,4.0,,2.0,,,,,,95.6,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,84.0,120.0,161.0,133.0,99.0,,183.0,,178.0,,348.0,,,,,,91.3,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,84.0,,138.0,108.0,80.0,,148.0,,138.0,,207.0,,,,,,93.2,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINEMUM,,,84.0,,,,61.0,,87.0,,101.0,,67.0,,,,,,89.9,45,,MINEMUM,,0.0,unmatched,False,False
OETROIT MIC,96 57,,,,,,,,,,,,,,,,,,80.2,45,,Detroit,115.0,87.0,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,171.0,,12.0,11.0,,9.0,10.0,,7.0,,,,,,,91.0,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,175.0,,118.0,114.0,211.0,,114.0,165.0,417.0,,,,,,,,92.2,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,41.0,,,,117.0,,76.0,86.0,210.0,,113.0,,,,,,90.7,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,107.0,,26.0,13.0,27.0,43.0,,,,,,,,,,,88.0,45,,MINIMUM,,0.0,unmatched,False,False
GRAND RAPIOS MICH,57,,,,,,,,,,,,,,,,,,87.8,45,,Grand Rapids,121.0,94.1,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,,2.0,3.0,,3.0,,1.0,,,,,,,,94.6,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,154.0,73.0,,153.0,136.0,,63.0,221.0,,,,,,,,,92.2,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,128.0,67.0,,110.0,80.0,,57.0,221.0,,,,,,,,,90.7,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,103.0,62.0,,68.0,52.0,,51.0,221.0,,,,,,,,,85.8,45,,MINIMUM,,0.0,unmatched,False,False
KALAMAZ00 MICH,57,,,,,,,,,,,,,,,,,,79.0,45,,Kalamazoo,123.0,85.7,high_confidence,False,False
NUMBER OF SAMPLES,,,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,,,,,,,95.3,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,76.0,30.0,38.0,35.0,,29.0,65.0,86.0,,60.0,101.0,,,,,,93.5,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,63.0,,,,21.0,23.0,41.0,68.0,,46.0,85.0,,,,,,94.7,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,38.0,,,,,17.0,17.0,50.0,,38.0,69.0,,,,,,94.8,45,,MINIMUM,,0.0,unmatched,False,False
LANSING MIC H,57,,,,,,,,,,,,,,,,,,92.0,45,,Lansing,124.0,96.0,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,1.0,4.0,3.0,,2.0,3.0,,2.0,2.0,2.0,,,,,,93.8,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,92.0,,75.0,34.0,67.0,,,36.0,52.0,63.0,64.0,,,,,,91.9,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,62.0,,68.0,31.0,530.0,,61.0,,44.0,55.0,,,,,,,89.3,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINEMUM,,,32.0,,,,34.0,58.0,,36.0,36.0,47.0,,,,,,,93.3,45,,MiNEMUM,,0.0,unmatched,False,False
FLINT MICH,,,,,,,,,,,,,,,,,,,95.0,45,,Flint,120.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,3.0,,3.0,1.0,2.0,3.0,,2.0,3.0,,2.0,,,,,,94.5,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,190.0,62.0,,141.0,132.0,,,108.0,200.0,,,,,,,,87.3,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,126.0,62.0,,141.0,93.0,,,100.0,116.0,,,,,,,,94.1,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINTMUM,,,65.0,,,,54.0,,35.0,92.0,,,,,,,,,88.6,45,,MINtMUM,,0.0,unmatched,False,False
CI NCINNATI OHIO,95,,,,,,,,,,,,,,,,,,73.0,45,,Cincinnati,126.0,85.7,high_confidence,False,False
NUMBER OF SAMPLES,,,5.0,,,,5.0,10.0,10.0,,7.0,7.0,11.0,,,,,,91.0,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,194.0,,,,319.0,,208.0,545.0,,,233.0,,,,,,92.5,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,119.0,,,,127.0,,102.0,136.0,150.0,,149.0,,,,,,94.5,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,35.0,,,,26.0,33.0,,24.0,84.0,,,,,,,,93.5,45,,MINIMUM,,0.0,unmatched,False,False
YOUNGSTOWN OHIO,,,,,,,,,,,,,,,,,,,92.0,45,,Youngstown,137.0,88.9,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,,2.0,1.0,7.0,8.0,8.0,,5.0,,,,,,,93.9,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,180.0,,173.0,89.0,532.0,,180.0,276.0,423.0,490.0,,,,,,,82.1,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,103.0,77.0,52.0,81.0,126.0,170.0,350.0,,,,,,,,91.2,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,134.0,,,,,45.0,55.0,,277.0,,46.0,,,,,,91.1,45,,MINIMUM,,0.0,unmatched,False,False
CANTON OHIO,27,,,,,,,,,,,,,,,,,,81.3,45,,Canton,131.0,84.2,low_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,,3.0,1.0,3.0,3.0,,2.0,,3.0,,,,,,91.9,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,270.0,,,,49.0,125.0,131.0,132.0,265.0,,,,,,,,94.7,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,192.0,,,,49.0,99.0,105.0,132.0,210.0,,,,,,,,94.8,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,115.0,,,,49.0,66.0,85.0,132.0,156.0,,,,,,,,93.6,45,,MINIMUM,,0.0,unmatched,False,False
CLEVELAND OHIO,37,,,,,,,,,,,,,,,,,,82.0,45,,Cleveland,132.0,88.0,high_confidence,False,False
NUMBER OF SAMPLES,,,3.0,,,,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,94.5,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,248.0,62.0,150.0,89.0,111.0,,291.0,,141.0,187.0,,,,,,,93.5,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,166.0,56.0,150.0,75.0,74.0,93.0,218.0,,99.0,157.0,,,,,,,93.3,45,,Anchorage,187.0,62.5,low_confidence,False,False
MIENIEMUM,,,119.0,50.0,150.0,66.0,38.0,78.0,146.0,,,106.0,198.0,,,,,,87.5,45,,MiENIEMUM,,0.0,unmatched,False,False
COLUMBUS OHIO,,,,,,,,,,,,,,,,,,,90.5,45,,Columbus,133.0,87.0,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,3.0,,2.0,123.0,,2.0,3.0,4.0,,,,,,,,94.4,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,116.0,,,62.0,,61.0,97.0,123.0,193.0,307.0,,,,,,,87.2,45,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,115.0,,70.0,1.0,89.0,,86.0,111.0,129.0,,108.0,,,,,,90.8,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,115.0,40.0,40.0,40.0,56.0,,76.0,95.0,,70.0,107.0,,,,,,88.4,45,,MINIMUM,,0.0,unmatched,False,False
TOLEDO OHIO,,,,,,,,,,,,,,,,,,,88.5,45,,Toledo,136.0,84.2,low_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,,,,,,95.1,45,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,250.0,,77.0,54.0,65.0,,52.0,234.0,,,160.0,,,,,,93.8,45,,nan,,0.0,unmatched,False,False
AVERAGE,,,167.0,,61.0,46.0,58.0,88.0,,125.0,130.0,,99.0,,,,,,94.6,45,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,84.0,,,,52.0,,,,76.0,,,,,,,,91.8,45,,MINIMUM,,0.0,unmatched,False,False
LORAIN OHIO,,,,,,,,,,,,,,,,,,,88.0,46,,Lorain,135.0,84.2,low_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,3.0,,,,,2.0,2.0,,,,,,95.3,46,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,172.0,,94.0,53.0,64.0,80.0,121.0,,206.0,,533.0,,,,,,93.0,46,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,157.0,,89.0,1.0,54.0,62.0,87.0,,133.0,,317.0,,,,,,92.7,46,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,142.0,41.0,84.0,50.0,40.0,44.0,54.0,,91.0,,101.0,,,,,,92.7,46,,MINIMUM,,0.0,unmatched,False,False
MUELWAUKEE WIS,57,,,,,,,,,,,,,,,,,,59.7,46,,Milwaukee,138.0,85.7,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,,2.0,,,,,,93.5,46,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,170.0,,129.0,28.0,42.0,61.0,62.0,134.0,,,97.0,,,,,,94.5,46,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,118.0,,107.0,18.0,42.0,53.0,53.0,124.0,,67.0,96.0,,,,,,94.7,46,,Anchorage,187.0,62.5,low_confidence,False,False
MIIENJMUM,,,67.0,,66.0,9.0,42.0,45.0,,114.0,,,95.0,,,,,,88.5,46,,MIiENJMUM,,0.0,unmatched,False,False
RACINE WHS,57,,,,,,,,,,,,,,,,,,78.0,46,,Racine,139.0,85.7,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,,,95.1,46,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,64.0,,,,60.0,72.0,,76.0,,212.0,,,,,,,93.3,46,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,53,64.0,,,,46.0,49.0,52.0,76.0,,152.0,,,,,,,91.6,46,,Anchorage,187.0,62.5,low_confidence,False,False
MENETMUM,,,64.0,,,,33.0,,38.0,76.0,,92.0,,,,,,,88.1,46,,MENETMUM,,0.0,unmatched,False,False
