Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,,55,14.0,,,10.0,,5.0,6.0,8.0,9.0,9.0,10.0,11.0,21.0,93.5,128,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,,56,22.0,,70.0,13.0,5.0,6.0,7.0,9.0,10.0,10.0,11.0,20.0,22.0,91.3,128,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,,70.0,12.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,19.0,21.0,91.8,128,,Waterbury,1.0,100.0,exact,True,False
BOSTON MASS,1,,23.0,34.0,450.0,123.0,37.0,52.0,59.0,,104.0,117.0,146.0,164.0,243.0,92.9,128,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,10.0,550.0,124.0,29.0,44.0,49.0,52.0,70.0,83.0,93.0,140.0,342.0,94.6,128,,Everett,8.0,100.0,exact,False,False
ELIZABETH WN J,1,55 56,21.0,,510.0,67.0,5.0,10.0,16.0,29.0,39.0,44.0,55.0,62.0,104.0,91.7,128,,Elizabeth,21.0,96.3,high_confidence,True,False
PAULSBORO WN J,1,55 56,25.0,,168.0,57.0,20.0,24.0,35.0,41.0,52.0,62.0,78.0,,104.0,93.6,128,,Paulsboro,22.0,96.3,high_confidence,True,False
CAMDEN N J -,1,55 56,21.0,13.0,1500.0,118.0,18.0,22.0,29.0,39.0,44.0,49.0,,74.0,104.0,87.9,128,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N J,1,55 56,23.0,17.0,120.0,61.0,24.0,29.0,31.0,44.0,60.0,66.0,74.0,96.0,114.0,94.5,128,,Perth Amboy,18.0,100.0,exact,True,False
TRENTON N J,1,55 56,17.0,18.0,550.0,73.0,26.0,28.0,31.0,34.0,37.0,41.0,52.0,68.0,74.0,92.7,128,,Trenton,28.0,100.0,exact,True,False
JERSEY CETY WNW J,1,55 56,23.0,14.0,1200.0,115.0,20.0,28.0,31.0,41.0,52.0,62.0,68.0,74.0,173.0,84.6,128,,Jersey City,27.0,87.5,high_confidence,True,False
NEW YORK NY,2,54 56,50.0,,102.0,21.0,1.0,6.0,7.0,10.0,13.0,19.0,22.0,33.0,44.0,89.5,128,,New York,31.0,100.0,exact,True,False
NEW YORK NY,3,54,24.0,,76.0,17.0,2.0,9.0,10.0,11.0,13.0,16.0,20.0,21.0,31.0,91.5,128,,New York,32.0,100.0,exact,False,False
NEW YORK NY,,54 56,,,102.0,20.0,2.0,7.0,9.0,10.0,13.0,18.0,21.0,29.0,42.0,92.8,128,,New York,30.0,95.7,high_confidence,True,False
PHILADELPHIA PA,1,54,6.0,49.0,242.0,139.0,52.0,52.0,88.0,88.0,123.0,173.0,173.0,205.0,205.0,91.9,128,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,55,94.0,,16.0,4.0,,1.0,2.0,3.0,4.0,5.0,5.0,6.0,8.0,95.2,128,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,56,11.0,,14.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,6.0,9.0,94.4,128,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,54 56,111.0,,242.0,11.0,1.0,1.0,2.0,3.0,4.0,,5.0,6.0,9.0,94.3,128,,Philadelphia,41.0,100.0,exact,True,False
PHILADELPHIA PA,3,54,4.0,40.0,321.0,125.0,,44.0,44.0,68.0,68.0,68.0,74.0,74.0,342.0,94.1,128,,Philadelphia,43.0,100.0,exact,False,False
PHILADELPHIA PA,4,56,11.0,,58.0,17.0,,1.0,1.0,2.0,6.0,16.0,31.0,34.0,37.0,92.4,128,,Philadelphia,44.0,100.0,exact,False,False
PHILADELPHIA PA,5,56,9.0,,28.0,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,93.8,128,,Philadelphia,45.0,100.0,exact,False,False
PHILADELPHIA PA,6,56,11.0,,,2.0,,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,94.8,128,,Philadelphia,46.0,100.0,exact,False,False
PHILADELPHIA PA,7,56,,,70.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,8.0,9.0,16.0,90.9,128,,Philadelphia,47.0,100.0,exact,False,False
