Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,5.0,1.0,48.0,15.0,1.0,1.0,6.0,6.0,9.0,,,,54.0,95.5,51,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,56,1.0,14.0,14.0,14.0,,,,,15.0,15.0,15.0,15.0,15.0,94.7,51,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,6.0,1.0,48.0,15.0,1.0,1.0,6.0,6.0,9.0,14.0,14.0,,,93.1,51,,Waterbury,1.0,100.0,exact,True,False
HARTFORD CONN,1,57,21.0,5.0,490.0,50.0,6.0,13.0,14.0,15.0,26.0,30.0,33.0,39.0,,92.3,51,,Hartford,2.0,100.0,exact,False,False
NEW HAVEN CONN,1,,23.0,9.0,169.0,36.0,10.0,11.0,15.0,18.0,23.0,33.0,37.0,40.0,54.0,90.9,51,,New Haven,3.0,100.0,exact,False,False
STAMFORO CONN,1,57,20.0,1.0,304.0,62.0,9.0,11.0,14.0,17.0,20.0,30.0,54.0,68.0,145.0,90.8,51,,Stamford,4.0,92.3,high_confidence,False,False
PORTLAND MAINE,1,57,14.0,6.0,38.0,18.0,6.0,10.0,11.0,12.0,14.0,15.0,23.0,26.0,38.0,95.5,51,,Portland,5.0,88.0,high_confidence,False,False
BOSTON MASS,1,55,16.0,,156.0,11.0,,,1.0,1.0,,2.0,2.0,,4.0,92.8,51,,Boston,6.0,100.0,exact,False,False
BOSTON MASS,1,56,14.0,1.0,33.0,9.0,1.0,5.0,5.0,6.0,6.0,7.0,9.0,12.0,20.0,95.3,51,,Boston,6.0,100.0,exact,False,False
BOSTON MASS,1,57,18.0,1.0,99.0,27.0,9.0,11.0,12.0,14.0,18.0,22.0,25.0,26.0,69.0,93.7,51,,Boston,6.0,100.0,exact,False,False
BOSTON MASS,,55 57,,,156.0,16.0,1.0,1.0,3.0,5.0,7.0,11.0,14.0,20.0,30.0,94.8,51,,Boston,6.0,100.0,exact,True,False
EVERETT MASS,1,55,4.0,7.0,588.0,154.0,,7.0,7.0,11.0,11.0,11.0,12.0,12.0,642.0,92.9,51,,Everett,8.0,100.0,exact,False,False
EVERETT MASS,1,56,,,19.0,8.0,1.0,3.0,6.0,7.0,8.0,8.0,9.0,,12.0,91.5,51,,Everett,8.0,100.0,exact,False,False
EVERETT MASS,1,55 56,14.0,,588.0,49.0,1.0,6.0,7.0,8.0,8.0,9.0,11.0,11.0,20.0,94.7,51,,Everett,8.0,100.0,exact,True,False
LAWRENCE MASS,1,57,17.0,9.0,83.0,28.0,9.0,11.0,15.0,17.0,,29.0,36.0,42.0,,93.4,51,,Lawrence,9.0,100.0,exact,False,False
LYNN MASS,1,57,17.0,9.0,,583.0,9.0,11.0,13.0,15.0,20.0,30.0,42.0,54.0,113.0,91.9,51,,Lynn,10.0,100.0,exact,False,False
SOMERVILLE MASS,1,57,,1.0,207.0,45.0,4.0,9.0,11.0,,18.0,26.0,39.0,42.0,113.0,93.3,51,,Somerville,11.0,100.0,exact,False,False
WORCESTER MASS,1,57,20.0,5.0,214.0,32.0,6.0,10.0,12.0,14.0,15.0,30.0,33.0,42.0,50.0,93.8,51,,Worcester,12.0,100.0,exact,False,False
MANCHESTER N OH,1,57,11.0,6.0,140.0,41.0,6.0,8.0,9.0,15.0,20.0,26.0,42.0,69.0,129.0,90.1,51,,Manchester,13.0,96.6,high_confidence,False,False
PROVIDENCE R I,,53,14.0,1.0,14.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,,6.0,91.6,51,,Providence,14.0,100.0,exact,False,False
PROVIDENCE R I,,57,16.0,9.0,64.0,24.0,11.0,,13.0,14.0,15.0,20.0,30.0,33.0,54.0,91.2,51,,Providence,14.0,100.0,exact,False,False
PROVIDENCE R I,,55,32.0,1.0,64.0,15.0,2.0,3.0,4.0,6.0,12.0,13.0,,26.0,42.0,93.4,51,,Providence,14.0,100.0,exact,False,False
BURLINGTON VT,,57,16.0,5.0,188.0,28.0,,10.0,10.0,,14.0,18.0,23.0,26.0,42.0,93.4,51,,Burlington,16.0,100.0,exact,False,False
WILMINGTON -DEL,1,57,20.0,,526.0,60.0,11.0,14.0,23.0,27.0,30.0,33.0,45.0,,38.0,92.1,51,,Wilmington,17.0,100.0,exact,False,False
CAMDEN N J,1,57,17.0,7.0,230.0,41.0,12.0,14.0,16.0,18.0,,20.0,39.0,54.0,69.0,94.3,51,,Camden,19.0,100.0,exact,False,False
JERSEY CITY N J,1,57,,8.0,385.0,55.0,15.0,21.0,22.0,25.0,28.0,33.0,,54.0,,89.6,51,,Jersey City,27.0,100.0,exact,False,False
EAST ORANGE WN J,1,57,,9.0,740.0,126.0,8.0,9.0,15.0,20.0,30.0,33.0,48.0,69.0,,90.3,51,,East Orange,29.0,96.8,high_confidence,False,False
NEWARK N J,1,57,9.0,10.0,54.0,26.0,12.0,17.0,18.0,20.0,23.0,23.0,26.0,33.0,48.0,94.2,51,,Newark,20.0,100.0,exact,False,False
NEW YORK N Y,,53,,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,90.9,51,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,54,36.0,,94.0,14.0,1.0,2.0,5.0,6.0,9.0,10.0,12.0,20.0,35.0,92.5,51,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,55,37.0,,29.0,6.0,,1.0,1.0,2.0,3.0,5.0,8.0,12.0,20.0,94.6,51,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,56,5.0,3.0,19.0,10.0,3.0,3.0,6.0,6.0,9.0,9.0,15.0,,20.0,94.9,51,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,57,17.0,5.0,183.0,40.0,6.0,9.0,20.0,28.0,31.0,33.0,48.0,62.0,69.0,92.9,51,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,53 57,100.0,,183.0,14.0,,1.0,3.0,5.0,7.0,10.0,15.0,25.0,38.0,95.4,51,,New York,30.0,100.0,exact,True,False
BINGHAMTON N Y,1,,17.0,3.0,41.0,15.0,6.0,9.0,12.0,13.0,14.0,15.0,18.0,20.0,23.0,91.9,51,,Binghamton,34.0,100.0,exact,False,False
BUFFALO N Y,2,57,15.0,2.0,62.0,20.0,2.0,6.0,9.0,,15.0,18.0,20.0,26.0,54.0,90.7,51,,Buffalo,35.0,100.0,exact,False,False
SCHENECTADY N Y,1,57,14.0,6.0,73.0,31.0,6.0,8.0,9.0,15.0,20.0,26.0,42.0,62.0,79.0,89.3,51,,Schenectady,36.0,100.0,exact,False,False
SYRACUSE N Y,1,57,,4.0,115.0,38.0,6.0,,8.0,12.0,20.0,42.0,59.0,64.0,88.0,92.3,51,,Syracuse,37.0,100.0,exact,False,False
UTICA N Y,1,,16.0,8.0,268.0,38.0,8.0,9.0,,12.0,14.0,18.0,20.0,42.0,,85.1,51,,Utica,38.0,100.0,exact,False,False
PHILADELPHIA PA,,53,14.0,,13.0,3.0,,1.0,1.0,1.0,2.0,3.0,4.0,,15.0,93.4,51,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,54,100.0,,39.0,11.0,1.0,1.0,3.0,8.0,10.0,13.0,15.0,18.0,25.0,93.8,51,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,55,129.0,1.0,912.0,25.0,1.0,3.0,4.0,6.0,8.0,10.0,11.0,14.0,23.0,92.1,51,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,56,2.0,4.0,16.0,10.0,,,4.0,4.0,4.0,4.0,4.0,20.0,20.0,94.6,51,,Philadelphia,41.0,100.0,exact,False,False
