Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,95.1,108,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,91.1,108,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,92.9,108,,Waterbury,1.0,100.0,exact,True,False
BOSTON MASS,1,55,23.0,,,,,,,,1.0,1.0,1.0,1.0,,95.3,108,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,93.6,108,,Everett,8.0,100.0,exact,False,False
ELIZABETH N,1,55 56,20.0,,16.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,93.8,108,,Elizabeth,21.0,91.7,high_confidence,True,False
PAULSBORO N,1,55 56,23.0,,6.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,93.8,108,,Paulsboro,22.0,91.7,high_confidence,True,False
CAMDEN N J,1,55 56,19.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,94.9,108,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N,1,55 56,2.0,,9.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,93.4,108,,Perth Amboy,18.0,92.9,high_confidence,True,False
TRENTON N J,1,55 56,16.0,,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,92.0,108,,Trenton,28.0,100.0,exact,True,False
JERSEY N,1,55 56,,,19.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,93.6,108,,Jersey City,27.0,73.7,low_confidence,True,False
NEW YORK N Y,2,55 56,21.0,,6.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,,91.5,108,,New York,31.0,100.0,exact,True,False
NEW YORK N Y,3,54,186.0,2.0,25.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,92.9,108,,New York,32.0,100.0,exact,False,False
NEW YORK N Y,,54 56,39.0,,25.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,95.5,108,,New York,30.0,100.0,exact,True,False
PHI LAOELPHIA PA,1,55,94.0,,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,84.9,108,,Philadelphia,41.0,94.8,high_confidence,False,False
PHI LAOELPHIA PA,1,56,11.0,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,94.9,108,,Philadelphia,41.0,94.8,high_confidence,False,False
PHI LAOELPHIA PA,1,55 56,,,6.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,94.0,108,,Philadelphia,41.0,94.8,high_confidence,True,False
PHI LAOELPHIA PA,4,,11.0,,6.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,92.8,108,,Philadelphia,44.0,94.8,high_confidence,False,False
PHI LAOELPHIA PA,5,56,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,94.4,108,,Philadelphia,45.0,94.8,high_confidence,False,False
PHI LAOELPHIA PA,6,56,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,93.5,108,,Philadelphia,46.0,94.8,high_confidence,False,False
PHI LAOELPHIA PA,7,56,,,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,95.0,108,,Philadelphia,47.0,94.8,high_confidence,False,False
PHI LAOELPHIA PA,,55,94.0,,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,94.5,108,,Philadelphia,41.0,90.3,high_confidence,False,False
PHI LAOELPHIA PA,,56,53.0,,6.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,92.5,108,,Philadelphia,41.0,90.3,high_confidence,False,False
PHI LAOELPHIA PA,,55 56,47.0,,6.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,94.7,108,,Philadelphia,41.0,90.3,high_confidence,True,False
ALTOONA PA,,56,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,90.5,108,,Altoona,57.0,100.0,exact,False,False
BRISTOL PA,,55,18.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,92.1,108,,Bristol,58.0,100.0,exact,False,False
CHESTER PA,1,55 56,1.0,,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,93.8,108,,Chester,55.0,100.0,exact,True,False
ERIE PA,1,56,25.0,,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,93.6,108,,Erie,56.0,100.0,exact,False,False
PITTSBURGH PA,,56,21.0,,10.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,94.3,108,,Pittsburgh,48.0,100.0,exact,False,False
PA,1,55 56,23.0,,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,93.6,108,,PA,,0.0,unmatched,True,False
WASHINGTON DC,2,56,17.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,90.1,108,,Washington,62.0,100.0,exact,False,False
LOUISVILLE KY,1,54,17.0,,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,94.5,108,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,55,21.0,,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,95.2,108,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,54 55,38.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,95.2,108,,Louisville,64.0,100.0,exact,True,False
LOUISVILLE KY,2,54,13.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,95.5,108,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,55,10.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,95.9,108,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,54 55,23.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,92.6,108,,Louisville,65.0,100.0,exact,True,False
LOUISVILLE KY,,54,31.0,,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,95.4,108,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,,31.0,,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,91.1,108,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,54 55,62.0,,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,93.4,108,,Louisville,64.0,100.0,exact,True,False
BALTIMORE MD,1,57,18.0,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,95.5,108,,Baltimore,67.0,100.0,exact,False,False
