Station_Location,Resolved_Name,Station_Order,Years,Total_Samples,Annual_Max,Annual_Avg,Annual_Min,Jan_N,Feb_N,Mar_N,Apr_N,May_N,Jun_N,Jul_N,Aug_N,Sep_N,Oct_N,Nov_N,Dec_N,Jan_Max,Feb_Max,Mar_Max,Apr_Max,May_Max,Jun_Max,Jul_Max,Aug_Max,Sep_Max,Oct_Max,Nov_Max,Dec_Max,Jan_Avg,Feb_Avg,Mar_Avg,Apr_Avg,May_Avg,Jun_Avg,Jul_Avg,Aug_Avg,Sep_Avg,Oct_Avg,Nov_Avg,Dec_Avg,Jan_Min,Feb_Min,Mar_Min,Apr_Min,May_Min,Jun_Min,Jul_Min,Aug_Min,Sep_Min,Oct_Min,Nov_Min,Dec_Min,Avg_Confidence,Match_Score,Match_Type,Page_Num
WATERBURY CONN,Waterbury,1.0,55 56,31.0,383.0,199.7,4.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,,,3.0,2.0,262.0,268.0,279.0,383.0,324.0,111.0,183.0,151.0,,272.0,290.0,300.0,184.0,241.0,214.0,240.0,200.0,94.0,156.0,116.0,,206.0,256.0,290.0,107.0,215.0,162.0,145.0,111.0,,129.0,4.0,,134.0,222.0,260.0,83.5,100.0,exact,96
BOSTON MASS,Boston,6.0,,141.0,159.0,93.9,35.0,120.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0,1.0,,2.0,1.0,,139.0,150.0,59.0,64.0,87.0,,144.0,38.0,122.0,159.0,153.0,77.0,126.0,106.0,59.0,64.0,69.0,80.0,105.0,38.0,107.0,143.0,153.0,35.0,114.0,65.0,59.0,64.0,52.0,80.0,60.0,38.0,92.0,127.0,153.0,86.5,100.0,exact,96
EVERETT MASS,Everett,8.0,55,26.0,225.0,145.2,32.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,173.0,115.0,,35.0,225.0,98.0,65.0,88.0,85.0,80.0,130.0,,101.0,82.0,732.0,35.0,145.0,60.0,49.0,82.0,76.0,80.0,130.0,170.0,,62.0,50.0,35.0,65.0,32.0,35.0,76.0,68.0,80.0,130.0,130.0,82.3,100.0,exact,96
MANCHESTER WN H,Manchester,13.0,57,17.0,273.0,96.0,22.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,59.0,99.0,104.0,135.0,98.0,31.0,124.0,85.0,273.0,90.0,113.0,,59.0,96.0,88.0,99.0,98.0,31.0,109.0,85.0,234.0,90.0,67.0,,59.0,94.0,72.0,64.0,98.0,31.0,94.0,85.0,195.0,90.0,22.0,84.5,96.6,high_confidence,96
ELIZABETH W J,Elizabeth,21.0,55 56,21.0,1321.0,139.5,9.0,3.0,2.0,3.0,5.0,1.0,,1.0,2.0,1.0,,1.0,2.0,120.0,1321.0,291.0,330.0,125.0,,115.0,119.0,101.0,,186.0,258.0,101.0,101.0,163.0,189.0,125.0,,115.0,106.0,101.0,,186.0,208.0,90.0,61.0,9.0,123.0,125.0,,115.0,93.0,101.0,,186.0,159.0,88.4,92.3,high_confidence,96
PAULSBORO N J,Paulsboro,22.0,55 56,23.0,434.0,174.7,,2.0,4.0,3.0,5.0,2.0,1.0,4.0,1.0,,,,1.0,294.0,404.0,434.0,255.0,133.0,226.0,201.0,99.0,,175.0,,93.0,247.0,269.0,237.0,185.0,109.0,,161.0,99.0,,172.0,,93.0,,,,,,,,,,,,,91.8,100.0,exact,96
MTN MUM,Mtn MUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,0.0,unmatched,96
CAMDEN N J,Camden,19.0,55 56,22.0,297.0,147.3,11.0,3.0,3.0,3.0,2.0,,1.0,1.0,2.0,3.0,2.0,,2.0,297.0,,269.0,131.0,,81.0,129.0,139.0,189.0,168.0,,225.0,260.0,,204.0,122.0,,81.0,129.0,75.0,134.0,125.0,,196.0,223.0,,85.0,114.0,,81.0,129.0,11.0,79.0,79.0,,167.0,87.2,100.0,exact,96
TRENTON W J,Trenton,28.0,55 56,17.0,380.0,154.5,64.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,187.0,380.0,90.0,64.0,64.0,84.0,180.0,108.0,,249.0,276.0,324.0,163.0,246.0,90.0,64.0,64.0,84.0,175.0,108.0,,249.0,276.0,180.0,151.0,112.0,90.0,64.0,64.0,84.0,171.0,108.0,,249.0,276.0,94.0,91.8,90.9,high_confidence,96
JERSEY CITY WOOD,Jersey City,27.0,56,273.0,366.0,198.9,114.0,2.0,253.0,4.0,4.0,,2.0,2.0,2.0,1.0,,1.0,2.0,200.0,,366.0,180.0,,,197.0,208.0,159.0,,270.0,318.0,160.0,233.0,248.0,144.0,,144.0,194.0,172.0,159.0,,270.0,265.0,121.0,205.0,167.0,114.0,,132.0,191.0,136.0,159.0,,270.0,212.0,80.8,81.5,low_confidence,96
