Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,14.0,10.0,2800.0,229.0,10.0,11.0,19.0,22.0,29.0,31.0,,,62.0,93.4,168,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,9.0,100.0,39.0,18.0,19.0,20.0,21.0,22.0,31.0,42.0,62.0,93.0,92.8,168,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,56,36.0,9.0,2800.0,113.0,11.0,19.0,20.0,21.0,22.0,39.0,44.0,55.0,88.0,93.5,168,,Waterbury,1,100.0,exact,False,False
BOSTON MASS,1,55,23.0,5.0,300.0,42.0,10.0,11.0,20.0,22.0,29.0,31.0,,44.0,62.0,93.7,168,,Boston,6,100.0,exact,False,False
EVERETT MASS,1,55,26.0,3.0,80.0,26.0,4.0,7.0,10.0,,20.0,27.0,29.0,44.0,62.0,94.0,168,,Everett,8,100.0,exact,False,False
ELIZABETH N J,1,55 56,20.0,3.0,59.0,19.0,6.0,9.0,10.0,,15.0,17.0,24.0,29.0,37.0,93.7,168,,Elizabeth,21,100.0,exact,True,False
PAULSBORO N J,1,55 56,23.0,3.0,,17.0,4.0,5.0,8.0,10.0,14.0,16.0,20.0,24.0,37.0,93.4,168,,Paulsboro,22,100.0,exact,True,False
CAMOEN N OJ,1,55 56,19.0,7.0,95.0,25.0,9.0,190.0,413.0,,22.0,23.0,26.0,29.0,31.0,88.0,168,,Camden,19,85.7,high_confidence,True,False
PERTH AMBOY N J,1,55 56,2.0,3.0,53.0,,5.0,6.0,,12.0,16.0,,2.0,26.0,44.0,91.1,168,,Perth Amboy,18,100.0,exact,True,False
TRENTON WN J,1,55 56,16.0,,45.0,16.0,3.0,4.0,,,11.0,,20.0,31.0,37.0,89.2,168,,Trenton,28,95.7,high_confidence,True,False
JERSEY CITY WN J,1,55 56,21.0,9.0,150.0,43.0,18.0,21.0,,29.0,37.0,,44.0,52.0,74.0,89.2,168,,Jersey City,27,96.8,high_confidence,True,False
NEW YORK N Y,2,55 56,20.0,1.0,210.0,54.0,18.0,22.0,,37.0,44.0,,,74.0,96.0,92.1,168,,New York,31,100.0,exact,True,False
NEW YORK N Y,,,,,,,,58.0,,,,,,,,64.0,168,,New York,30,100.0,exact,False,False
NEW YORK N Y,3,54 55,18.0,29.0,137.0,78.0,31.0,,5.0,62.0,,91.0,964.0,,104.0,92.9,168,,New York,32,100.0,exact,True,False
NEW YORK N Y,,54 56,38.0,1.0,210.0,65.0,22.0,31.0,41.0,,59.0,,88.0,94.0,,89.7,168,,New York,30,100.0,exact,True,False
