Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,,32.0,,,,,,,,,,,,,89.0,23,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,,,,,418.0,177.0,,,128.0,137.0,145.0,175.0,207.0,244.0,,94.9,23,,Waterbury,1,100.0,exact,False,False
BOSTON MASS,1,54 55,36.0,80.0,455.0,227.0,110.0,121.0,168.0,196.0,223.0,244.0,263.0,288.0,340.0,91.8,23,,Boston,6,100.0,exact,True,False
EVERETT MASS,1,54 55,38.0,51.0,680.0,176.0,90.0,109.0,119.0,134.0,,165.0,186.0,216.0,,93.0,23,,Everett,8,100.0,exact,True,False
PROVIDENCE R,1,54 55,23.0,107.0,463.0,246.0,,166.0,191.0,212.0,228.0,239.0,305.0,340.0,,94.4,23,,Providence,14,96.9,high_confidence,True,False
PROVIDENCE R,2,54 55,23.0,59.0,367.0,144.0,64.0,76.0,83.0,90.0,106.0,125.0,162.0,226.0,,93.9,23,,Providence,15,96.9,high_confidence,True,False
PROVIDENCE R,,54,46.0,59.0,463.0,195.0,76.0,90.0,116.0,148.0,175.0,219.0,236.0,3014.0,,92.0,23,,Providence,14,92.3,high_confidence,False,False
ATLANTIC CITY N J,1,54 55,17.0,64.0,334.0,225.0,98.0,106.0,148.0,244.0,259.0,266.0,,301.0,314.0,91.9,23,,Atlantic City,23,100.0,exact,True,False
HIGHTSTOWN N J,1,54 55,10.0,55.0,157.0,114.0,64.0,76.0,90.0,112.0,119.0,125.0,137.0,148.0,162.0,94.2,23,,Hightstown,24,100.0,exact,True,False
GLEN GARDNER N J,1,54 55,,42.0,175.0,104.0,46.0,64.0,90.0,95.0,101.0,106.0,116.0,148.0,162.0,90.4,23,,Glen Gardner,25,100.0,exact,True,False
RED BANK N J,1,54 55,9.0,98.0,298.0,171.0,98.0,106.0,116.0,125.0,175.0,175.0,219.0,232.0,244.0,94.0,23,,Red Bank,26,100.0,exact,True,False
ELIZABETH N J,1,55,,79.0,291.0,188.0,90.0,148.0,148.0,175.0,186.0,196.0,207.0,207.0,,87.6,23,,Elizabeth,21,100.0,exact,False,False
PAULSBORO N J,1,,10.0,102.0,309.0,193.0,106.0,133.0,140.0,148.0,175.0,191.0,207.0,288.0,314.0,93.5,23,,Paulsboro,22,100.0,exact,False,False
CAMDEN N J,1,55,8.0,135.0,391.0,237.0,137.0,148.0,148.0,207.0,219.0,232.0,244.0,244.0,371.0,93.7,23,,Camden,19,100.0,exact,False,False
PERTH AMBOY N J,1,55,11.0,,375.0,150.0,28.0,95.0,101.0,106.0,125.0,137.0,148.0,244.0,2388.0,90.1,23,,Perth Amboy,18,100.0,exact,False,False
TRENTON N J,1,55,6.0,100.0,201.0,143.0,106.0,106.0,133.0,133.0,140.0,148.0,148.0,175.0,175.0,93.4,23,,Trenton,28,100.0,exact,False,False
