Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
MIDOLESEX CNTY MASS,,,52.0,,,,,52.0,,44.0,44.0,48.0,,61.0,,77.7,11,,Middlesex County,219,90.0,high_confidence,False,False
MIDOLESEX CNTY MASS,1,54,,,,,,,,,,,,,70.0,96.0,11,,Middlesex County,219,90.0,high_confidence,False,False
MIDOLESEX CNTY MASS,1,56,44.0,28.0,205.0,63.0,38.0,43.0,46.0,51.0,54.0,58.0,63.0,76.0,,93.9,11,,Middlesex County,219,90.0,high_confidence,False,False
MIDOLESEX CNTY MASS,1,54 56,108.0,14.0,205.0,53.0,28.0,36.0,40.0,43.0,47.0,592.0,,63.0,84.0,93.0,11,,Middlesex County,219,90.0,high_confidence,True,False
LAKEHURST N J,1,55,40.0,19.0,120.0,54.0,29.0,33.0,40.0,47.0,51.0,54.0,63.0,70.0,76.0,92.4,11,,Lakehurst,220,100.0,exact,False,False
LAKEHURST N J,1,56,17.0,35.0,224.0,72.0,42.0,45.0,49.0,52.0,55.0,58.0,63.0,105.0,123.0,94.7,11,,Lakehurst,220,100.0,exact,False,False
LAKEHURST N J,,55 56,57.0,19.0,224.0,59.0,31.0,37.0,44.0,49.0,52.0,55.0,63.0,71.0,97.0,93.5,11,,Lakehurst,220,100.0,exact,True,False
KANAWHA CO WWW VA,1,54,26.0,33.0,261.0,106.0,45.0,,62.0,71.0,89.0,105.0,117.0,145.0,219.0,91.9,11,,Kanawha County,221,83.3,low_confidence,False,False
KANAWHA CO WWW VA,1,55,33.0,41.0,421.0,135.0,47.0,65.0,73.0,,105.0,123.0,154.0,236.0,270.0,95.2,11,,Kanawha County,221,83.3,low_confidence,False,False
KANAWHA CO WWW VA,1,56,7.0,21.0,309.0,127.0,21.0,21.0,47.0,65.0,89.0,89.0,123.0,278.0,278.0,94.4,11,,Kanawha County,221,83.3,low_confidence,False,False
KANAWHA CO WWW VA,1,54 56,66.0,21.0,421.0,123.0,45.0,56.0,67.0,78.0,94.0,113.0,134.0,213.0,257.0,94.1,11,,Kanawha County,221,83.3,low_confidence,True,False
HILLSBOROUGH CO FLA,1,53,4.0,17.0,60.0,34.0,,18.0,18.0,25.0,25.0,25.0,40.0,40.0,65.0,93.7,11,,Hillsborough County,222,90.5,high_confidence,False,False
HILLSBOROUGH CO FLA,1,54,37.0,,90.0,29.0,8.0,,20.0,22.0,25.0,29.0,34.0,40.0,58.0,93.7,11,,Hillsborough County,222,90.5,high_confidence,False,False
HILLSBOROUGH CO FLA,1,55,39.0,18.0,123.0,,30.0,35.0,37.0,40.0,49.0,53.0,59.0,65.0,83.0,95.0,11,,Hillsborough County,222,90.5,high_confidence,False,False
HILLSBOROUGH CO FLA,1,56,25.0,18.0,75.0,40.0,25.0,26.0,28.0,32.0,37.0,40.0,50.0,55.0,65.0,92.1,11,,Hillsborough County,222,90.5,high_confidence,False,False
HILLSBOROUGH CO FLA,1,53 56,1.0,,123.0,40.0,18.0,23.0,28.0,32.0,36.0,40.0,51.0,,69.0,90.2,11,,Hillsborough County,222,90.5,high_confidence,True,False
FULTON CO GEORGIA,1,53,2.0,,64.0,34.0,,,47.0,47.0,47.0,47.0,47.0,65.0,65.0,93.1,11,,Fulton County,223,72.7,low_confidence,False,False
FULTON CO GEORGIA,1,54,43.0,,109.0,65.0,34.0,47.0,,61.0,68.0,72.0,76.0,83.0,97.0,94.2,11,,Fulton County,223,72.7,low_confidence,False,False
FULTON CO GEORGIA,1,55,27.0,21.0,116.0,56.0,28.0,32.0,42.0,47.0,51.0,54.0,60.0,89.0,100.0,88.4,11,,Fulton County,223,72.7,low_confidence,False,False
FULTON CO GEORGIA,1,53 55,72.0,,116.0,61.0,31.0,42.0,48.0,53.0,59.0,66.0,73.0,84.0,98.0,94.8,11,,Fulton County,223,72.7,low_confidence,True,False
HAMILTON COUNTY OHIO,1,53,6.0,25.0,228.0,133.0,25.0,25.0,,89.0,125.0,145.0,145.0,219.0,219.0,93.2,11,,Hamilton County,224,91.9,high_confidence,False,False
HAMILTON COUNTY OHIO,,54,55.0,5.0,176.0,63.0,25.0,32.0,41.0,48.0,56.0,63.0,76.0,89.0,123.0,92.6,11,,Hamilton County,224,91.9,high_confidence,False,False
HAMILTON COUNTY OHIO,1,55,6.0,24.0,55.0,45.0,25.0,25.0,47.0,47.0,49.0,,51.0,53.0,53.0,94.6,11,,Hamilton County,224,91.9,high_confidence,False,False
HAMILTON COUNTY OHIO,1,53 55,67.0,,228.0,68.0,24.0,32.0,42.0,49.0,55.0,63.0,78.0,95.0,130.0,93.4,11,,Hamilton County,224,91.9,high_confidence,True,False
TONKA BAY MINN,1,53,7.0,28.0,64.0,41.0,27.0,27.0,29.0,32.0,34.0,34.0,55.0,60.0,60.0,93.1,11,,Tonka Bay,225,100.0,exact,False,False
TONKA BAY MINN,1,54,37.0,12.0,267.0,59.0,17.0,22.0,34.0,40.0,52.0,60.0,73.0,86.0,100.0,91.9,11,,Tonka Bay,225,100.0,exact,False,False
TONKA BAY MINN,,53 54,44.0,2.0,267.0,56.0,17.0,25.0,31.0,39.0,50.0,55.0,68.0,79.0,100.0,91.2,11,,Tonka Bay,225,100.0,exact,True,False
EDINA MINN,1 1,54,6.0,37.0,99.0,73.0,40.0,40.0,55.0,55.0,65.0,94.0,94.0,100.0,100.0,92.7,11,,Edina,226,100.0,exact,False,True
EDINA MINN,,55,24.0,50.0,748.0,142.0,55.0,61.0,65.0,89.0,105.0,129.0,145.0,171.0,236.0,93.8,11,,Edina,226,100.0,exact,False,False
EDINA MINN,,55,30.0,37.0,748.0,128.0,52.0,,63.0,83.0,95.0,105.0,134.0,158.0,219.0,93.1,11,,Edina,226,100.0,exact,False,False
DENVER COUNTY COLO,1,54,21.0,15.0,113.0,54.0,25.0,32.0,41.0,44.0,47.0,55.0,65.0,76.0,97.0,89.9,11,,Denver County,227,100.0,exact,False,False
DENVER COUNTY COLO,,55,44.0,20.0,221.0,76.0,27.0,40.0,47.0,60.0,68.0,73.0,97.0,110.0,121.0,91.6,11,,Denver County,227,100.0,exact,False,False
DENVER COUNTY COLO,,56,31.0,21.0,382.0,104.0,44.0,55.0,72.0,80.0,89.0,105.0,119.0,136.0,162.0,94.6,11,,Denver County,227,100.0,exact,False,False
DENVER COUNTY COLO,,54,96.0,15.0,382.0,,30.0,42.0,48.0,59.0,70.0,81.0,96.0,112.0,130.0,90.1,11,,Denver County,227,100.0,exact,False,False
SALT LAKE CO UTAH,1,53,1.0,,51.0,,,,,,55.0,55.0,,55.0,55.0,92.6,11,,Salt Lake County,228,89.5,high_confidence,False,False
SALT LAKE CO UTAH,1,54,27.0,22.0,240.0,68.0,31.0,34.0,38.0,50.0,60.0,67.0,74.0,89.0,123.0,94.5,11,,Salt Lake County,228,89.5,high_confidence,False,False
SALT LAKE CO UTAH,1,55,28.0,29.0,207.0,70.0,37.0,42.0,47.0,53.0,62.0,72.0,83.0,89.0,101.0,93.7,11,,Salt Lake County,228,89.5,high_confidence,False,False
SALT LAKE CO UTAH,1,53 55,56.0,22.0,240.0,69.0,34.0,37.0,45.0,,59.0,69.0,76.0,89.0,114.0,94.5,11,,Salt Lake County,228,89.5,high_confidence,True,False
MULTNOMAH CNTY ORE,1,54,15.0,28.0,140.0,92.0,47.0,65.0,89.0,93.0,101.0,105.0,112.0,116.0,123.0,94.7,11,,Multnomah County,229,94.7,high_confidence,False,False
MULTNOMAH CNTY ORE,1,55,7.0,29.0,115.0,65.0,29.0,29.0,37.0,40.0,,55.0,76.0,114.0,114.0,95.4,11,,Multnomah County,229,94.7,high_confidence,False,False
MULTNOMAH CNTY ORE,1,54 55,22.0,28.0,140.0,83.0,29.0,40.0,65.0,83.0,93.0,101.0,108.0,115.0,120.0,94.1,11,,Multnomah County,229,94.7,high_confidence,True,False
