Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,14.0,,10.0,4.0,1.0,2.0,,3.0,4.0,4.0,7.0,7.0,8.0,95.7,114,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,2.0,10.0,4.0,1.0,2.0,,3.0,3.0,4.0,,8.0,190.0,91.3,114,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,,10.0,4.0,1.0,2.0,,3.0,3.0,4.0,5.0,7.0,9.0,93.9,114,,Waterbury,1.0,100.0,exact,True,False
BOSTON MASS,1,55,23.0,,3.0,1.0,,1.0,,,1.0,1.0,,2.0,2.0,94.1,114,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,70.0,7.0,,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,95.4,114,,Everett,8.0,100.0,exact,False,False
ELIZABETH N J,1,55 56,20.0,1.0,5.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,3.0,4.0,95.1,114,,Elizabeth,21.0,100.0,exact,True,False
PAULSBORO N J,1,55 56,23.0,,6.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,92.9,114,,Paulsboro,22.0,100.0,exact,True,False
CAMDEN N J,1,55 56,19.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,94.0,114,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N J,1,55 56,21.0,,12.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,92.7,114,,Perth Amboy,18.0,100.0,exact,True,False
TRENTON N J,1,55 56,16.0,,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,94.8,114,,Trenton,28.0,100.0,exact,True,False
JERSEY CITY N J,1,55 56,21.0,,12.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,7.0,92.4,114,,Jersey City,27.0,100.0,exact,True,False
NEW YORK N Y,2,55 56,21.0,,29.0,7.0,1.0,2.0,3.0,3.0,5.0,6.0,7.0,14.0,15.0,94.5,114,,New York,31.0,100.0,exact,True,False
NEW YORK N Y,,,18.0,,43.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,92.1,114,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,3,54 55,,,,,,,,,,,,,,95.7,114,,New York,32.0,100.0,exact,True,False
NEW YORK N Y,,,,,,,,,,,,,,6.0,,93.0,114,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,54 56,39.0,,43.0,6.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,,14.0,95.1,114,,New York,30.0,100.0,exact,True,False
NEW YORK N Y,,,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,94.4,114,,New York,30.0,100.0,exact,False,False
PHILADELPHIA PA,1,55,94.0,,11.0,3.0,1.0,,,,,,,,,89.8,114,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,56,11.0,2.0,7.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,,6.0,93.0,114,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,55 56,105.0,,11.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,,5.0,93.9,114,,Philadelphia,41.0,100.0,exact,True,False
PHILADELPHIA PA,4,56,11.0,,140.0,17.0,1.0,2.0,2.0,3.0,3.0,6.0,9.0,10.0,19.0,93.3,114,,Philadelphia,44.0,100.0,exact,False,False
PHILADELPHIA PA,5,56,,1.0,14.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,9.0,92.8,114,,Philadelphia,45.0,100.0,exact,False,False
PHILADELPHIA PA,6,56,11.0,,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,94.9,114,,Philadelphia,46.0,100.0,exact,False,False
PHILADELPHIA PA,7,56,11.0,2.0,42.0,8.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,8.0,15.0,94.6,114,,Philadelphia,47.0,100.0,exact,False,False
PHILADELPHIA PA,,55,94.0,,11.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,94.9,114,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,56,53.0,,140.0,7.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,10.0,93.5,114,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,55 56,47.0,,140.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,7.0,94.4,114,,Philadelphia,41.0,100.0,exact,True,False
ALTOONA PA,1,56,13.0,,3.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,95.1,114,,Altoona,57.0,100.0,exact,False,False
BRISTOL,1,55 56,8.0,,8.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,91.0,114,,Bristol,58.0,100.0,exact,True,False
CHESTER PA,1,55 56,18.0,,7.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,93.1,114,,Chester,55.0,100.0,exact,True,False
ERIE PA,1,56,25.0,,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,94.8,114,,Erie,56.0,100.0,exact,False,False
PITTSBURGH PA,1,56,21.0,2.0,10.0,4.0,,2.0,2.0,3.0,4.0,5.0,5.0,6.0,7.0,89.8,114,,Pittsburgh,48.0,100.0,exact,False,False
