Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,,,,10.0,,1.0,1.0,6.0,7.0,8.0,,,22.0,93.2,188,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,,10.0,3.0,,,1.0,1.0,1.0,3.0,4.0,7.0,9.0,94.7,188,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,,40.0,5.0,,,1.0,1.0,3.0,6.0,7.0,9.0,10.0,91.9,188,,Waterbury,1.0,100.0,exact,True,False
BOSTON MASS,1,55,23.0,,30.0,2.0,,,,1.0,1.0,1.0,,1.0,7.0,93.6,188,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,100.0,21.0,,1.0,1.0,1.0,5.0,9.0,10.0,22.0,100.0,92.7,188,,Everett,8.0,100.0,exact,False,False
ELIZABETH N J,1,56,21.0,,3.0,,,,,1.0,1.0,1.0,,1.0,2.0,91.6,188,,Elizabeth,21.0,100.0,exact,False,False
PAULSBORO N J,1,55 56,25.0,,3.0,,,,,,1.0,1.0,,1.0,1.0,93.9,188,,Paulsboro,22.0,100.0,exact,True,False
CAMDEN N J,1,55 56,21.0,,11.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,91.1,188,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N J,1,55 56,23.0,,18.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,8.0,94.7,188,,Perth Amboy,18.0,100.0,exact,True,False
TRENTON N J,1,55 56,17.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,91.3,188,,Trenton,28.0,100.0,exact,True,False
JERSEY CITY N J,,55 56,23.0,,22.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,7.0,94.2,188,,Jersey City,27.0,100.0,exact,True,False
NEW YORK WN Y,2,54 56,50.0,,340.0,17.0,1.0,1.0,2.0,3.0,,9.0,16.0,21.0,27.0,94.1,188,,New York,31.0,100.0,exact,True,False
NEW YORK WN Y,3,54 55,25.0,,17.0,3.0,,1.0,1.0,1.0,2.0,3.0,4.0,6.0,8.0,94.8,188,,New York,32.0,100.0,exact,True,False
NEW YORK WN Y,,54 56,76.0,,340.0,12.0,1.0,1.0,2.0,2.0,3.0,6.0,9.0,16.0,24.0,94.9,188,,New York,30.0,96.0,high_confidence,True,False
PA,1,54,,,84.0,17.0,,,1.0,1.0,1.0,7.0,7.0,10.0,10.0,93.5,188,,PA,,0.0,unmatched,False,False
PA,1,55,94.0,,99.0,8.0,,1.0,3.0,4.0,5.0,6.0,8.0,13.0,20.0,95.5,188,,PA,,0.0,unmatched,False,False
PA,1,56,11.0,,18.0,7.0,1.0,1.0,4.0,5.0,6.0,8.0,9.0,14.0,15.0,95.5,188,,PA,,0.0,unmatched,False,False
PA,1,54 56,111.0,,99.0,8.0,,1.0,3.0,4.0,5.0,6.0,9.0,14.0,19.0,95.4,188,,PA,,0.0,unmatched,True,False
PA,3,54,,,48.0,12.0,,,,1.0,1.0,1.0,1.0,1.0,52.0,95.4,188,,PA,,0.0,unmatched,False,False
PA,4,56,11.0,,510.0,62.0,1.0,1.0,5.0,5.0,10.0,10.0,25.0,59.0,67.0,93.5,188,,PA,,0.0,unmatched,False,False
