Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,14.0,1.0,9.0,3.0,1.0,2.0,,2.0,2.0,3.0,,,4.0,91.5,197,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,,10.0,3.0,1.0,1.0,,2.0,2.0,,4.0,5.0,7.0,95.2,197,,Waterbury,1.0,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,,10.0,3.0,,1.0,,2.0,2.0,3.0,3.0,4.0,5.0,93.7,197,,Waterbury,1.0,100.0,exact,True,False
BOSTON MASS,1,55,23.0,,20.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,3.0,92.8,197,,Boston,6.0,100.0,exact,False,False
EVERETT MASS,1,55,26.0,,7.0,2.0,,1.0,,1.0,,2.0,2.0,3.0,,93.2,197,,Everett,8.0,100.0,exact,False,False
ELIZABETH N,,55 56,,,5.0,1.0,,,,,1.0,1.0,1.0,1.0,,91.4,197,,Elizabeth,21.0,91.7,high_confidence,True,False
PAULSBORO N,1,55 56,25.0,,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,93.2,197,,Paulsboro,22.0,91.7,high_confidence,True,False
CAMDEN N J,1,55 56,21.0,1.0,5.0,2.0,,1.0,1.0,,2.0,2.0,3.0,4.0,4.0,89.6,197,,Camden,19.0,100.0,exact,True,False
PERTH AMBOY N,1,55 56,23.0,,61.0,3.0,,,,1.0,1.0,1.0,1.0,2.0,4.0,94.5,197,,Perth Amboy,18.0,92.9,high_confidence,True,False
TRENTON N J,1,55 56,17.0,,6.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,4.0,93.5,197,,Trenton,28.0,100.0,exact,True,False
JERSEY CITY N,1,55 56,23.0,,13.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,87.9,197,,Jersey City,27.0,92.9,high_confidence,True,False
NEW YORK N Y,2,54,5.0,,57.0,27.0,1.0,1.0,7.0,7.0,39.0,39.0,45.0,45.0,60.0,93.4,197,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,55,42.0,,61.0,1.0,,1.0,1.0,2.0,3.0,4.0,12.0,24.0,39.0,92.2,197,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,56,3.0,2.0,4.0,3.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,93.4,197,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,54 56,50.0,,61.0,12.0,,1.0,1.0,2.0,3.0,4.0,13.0,25.0,41.0,93.9,197,,New York,31.0,100.0,exact,True,False
