Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
CHESTER PA,1,55 56,18.0,,390.0,105.0,6.0,17.0,18.0,31.0,44.0,58.0,75.0,155.0,320.0,94.3,215,,Chester,55,100.0,exact,True,False
ERIE PA,1,56,25.0,,100.0,32.0,1.0,,10.0,19.0,28.0,31.0,44.0,58.0,83.0,91.5,215,,Erie,56,100.0,exact,False,False
PITTSBURGH PA,1,56,21.0,,5950.0,136.0,22.0,29.0,31.0,56.0,75.0,90.0,155.0,267.0,320.0,90.9,215,,Pittsburgh,48,100.0,exact,False,False
WILLEAMSPORT PA,1,55 56,23.0,,130.0,43.0,5.0,19.0,22.0,29.0,41.0,47.0,53.0,60.0,90.0,94.3,215,,Williamsport,50,93.3,high_confidence,True,False
WASHINGTON OC,2,55 56,17.0,10.0,140.0,45.0,20.0,22.0,31.0,39.0,42.0,43.0,47.0,53.0,63.0,93.8,215,,Washington,62,93.3,high_confidence,True,False
WASHINGTON OC,,,,,,,,1.0,,,,,,,,87.0,215,,Washington,61,88.9,high_confidence,False,False
LOUISVELLE KY,1,54,17.0,,540.0,60.0,,,,,,22.0,31.0,90.0,142.0,90.6,215,,Louisville,64,96.9,high_confidence,False,False
LOUISVELLE KY,1,55,21.0,12.0,170.0,66.0,13.0,22.0,29.0,31.0,58.0,63.0,75.0,119.0,155.0,94.5,215,,Louisville,64,96.9,high_confidence,False,False
LOUISVELLE KY,1,54 55,38.0,,540.0,63.0,1.0,,13.0,27.0,30.0,56.0,69.0,90.0,146.0,95.0,215,,Louisville,64,96.9,high_confidence,True,False
LOUISVELLE KY,2,54,13.0,,180.0,42.0,1.0,6.0,,10.0,26.0,29.0,31.0,53.0,155.0,94.1,215,,Louisville,65,96.9,high_confidence,False,False
LOUISVELLE KY,2,55,10.0,6.0,100.0,50.0,6.0,20.0,22.0,31.0,44.0,63.0,75.0,83.0,90.0,93.5,215,,Louisville,65,96.9,high_confidence,False,False
LOUISVELLE KY,2,54 55,23.0,,180.0,46.0,1.0,6.0,19.0,22.0,29.0,44.0,58.0,75.0,108.0,92.2,215,,Louisville,65,96.9,high_confidence,True,False
LOUISVELLE KY,,54,31.0,,540.0,51.0,,1.0,,,20.0,27.0,31.0,63.0,146.0,90.0,215,,Louisville,64,92.3,high_confidence,False,False
LOUISVELLE KY,,55,31.0,6.0,170.0,61.0,13.0,21.0,28.0,31.0,,63.0,75.0,90.0,129.0,93.5,215,,Louisville,64,92.3,high_confidence,False,False
LOUISVELLE KY,,54 55,62.0,,540.0,56.0,1.0,6.0,15.0,26.0,29.0,49.0,61.0,86.0,142.0,93.1,215,,Louisville,64,92.3,high_confidence,True,False
BALTIMORE MD,1,57,18.0,,170.0,61.0,1.0,41.0,44.0,49.0,53.0,63.0,75.0,83.0,108.0,92.1,215,,Baltimore,67,100.0,exact,False,False
CHARLESTON W VA,4,55,16.0,,40.0,13.0,1.0,7.0,,,,10.0,19.0,21.0,22.0,94.1,215,,Charleston,77,100.0,exact,False,False
TAMPA FLA,1,55,21.0,,70.0,16.0,,1.0,,,10.0,13.0,20.0,22.0,31.0,93.9,215,,Tampa,84,100.0,exact,False,False
ATLANTA GA,1,55 56,16.0,4.0,3200.0,374.0,,22.0,44.0,58.0,69.0,90.0,186.0,459.0,659.0,92.1,215,,Atlanta,85,100.0,exact,True,False
CHATTANOOGA TENN,3,55,14.0,,68.0,27.0,1.0,,,19.0,21.0,22.0,44.0,49.0,63.0,93.6,215,,Chattanooga,94,100.0,exact,False,False
CHATTANOOGA TENN,,55,17.0,10.0,170.0,56.0,10.0,19.0,22.0,31.0,42.0,44.0,,119.0,129.0,93.3,215,,Chattanooga,92,100.0,exact,False,False
CHATTANOOGA TENN,4,55 56,,4.0,170.0,53.0,10.0,19.0,21.0,29.0,39.0,44.0,,63.0,129.0,93.5,215,,Chattanooga,95,100.0,exact,True,False
CHATTANOOGA TENN,,55,31.0,,170.0,43.0,6.0,10.0,19.0,21.0,31.0,42.0,49.0,58.0,119.0,95.1,215,,Chattanooga,92,100.0,exact,False,False
CHATTANOOGA TENN,,55 56,32.0,,170.0,42.0,4.0,,19.0,21.0,29.0,41.0,46.0,58.0,119.0,95.0,215,,Chattanooga,92,100.0,exact,True,False
CHICAGO ILL,1,55,28.0,10.0,1900.0,246.0,21.0,42.0,58.0,75.0,108.0,155.0,178.0,285.0,550.0,90.6,215,,Chicago,99,100.0,exact,False,False
CHICAGO ILL,,,,,,,,3.0,,,,,,,,77.0,215,,Chicago,99,100.0,exact,False,False
CHICAGO ILL,2,,20.0,30.0,4900.0,,44.0,,90.0,129.0,238.0,267.0,383.0,,,92.3,215,,Chicago,100,100.0,exact,False,False
CHICAGO ILL,4,55,29.0,7.0,4700.0,838.0,10.0,38.0,43.0,90.0,155.0,267.0,,1356.0,3346.0,94.1,215,,Chicago,102,100.0,exact,False,False
CHICAGO ILL,,55,77.0,7.0,4900.0,558.0,21.0,41.0,58.0,90.0,145.0,223.0,309.0,,1785.0,92.5,215,,Chicago,99,100.0,exact,False,False
CHICAGO ILL,,55,77.0,7.0,4900.0,558.0,21.0,41.0,58.0,90.0,145.0,223.0,309.0,,1785.0,94.8,215,,Chicago,99,100.0,exact,False,False
EAST ST LOUIS PEL,1,55 56,15.0,70.0,3500.0,687.0,90.0,108.0,129.0,142.0,186.0,294.0,383.0,945.0,,88.6,215,,East St. Louis,104,92.6,high_confidence,True,False
EAST ST LOUIS PEL,,55 56,14.0,20.0,710.0,152.0,22.0,29.0,31.0,83.0,90.0,119.0,142.0,,459.0,93.1,215,,East St. Louis,104,88.2,high_confidence,True,False
EAST ST LOUIS PEL,,55 56,29.0,20.0,3500.0,429.0,29.0,75.0,90.0,119.0,136.0,149.0,186.0,383.0,945.0,94.9,215,,East St. Louis,104,88.2,high_confidence,True,False
EAST CHICAGO,1,55 56,19.0,7.0,4300.0,629.0,20.0,67.0,75.0,119.0,171.0,186.0,2253.0,,,93.2,216,,East Chicago,107,100.0,exact,True,False
EAST CHICAGO,2,55,26.0,7.0,1300.0,244.0,15.0,31.0,90.0,108.0,163.0,186.0,245.0,302.0,,92.1,216,,East Chicago,108,100.0,exact,False,False
EAST CHICAGO,3,55 56,21.0,9.0,1470.0,211.0,15.0,44.0,66.0,72.0,83.0,90.0,122.0,155.0,5590.0,93.2,216,,East Chicago,109,100.0,exact,True,False
EAST CHICAGO,4,55 56,20.0,7.0,5000.0,336.0,22.0,31.0,55.0,59.0,63.0,83.0,108.0,171.0,223.0,89.9,216,,East Chicago,110,100.0,exact,True,False
EAST CHICAGO,,55 56,86.0,7.0,5000.0,343.0,21.0,44.0,66.0,77.0,104.0,142.0,182.0,294.0,659.0,92.2,216,,East Chicago,107,100.0,exact,True,False
CINCINNATI,1,55,22.0,6.0,2400.0,576.0,15.0,63.0,129.0,186.0,320.0,408.0,,,,92.7,216,,Cincinnati,126,100.0,exact,False,False
YOUNGSTOWN OHIO,1,57,2.0,53.0,320.0,128.0,53.0,58.0,90.0,108.0,115.0,122.0,129.0,205.0,223.0,93.1,216,,Youngstown,137,88.9,high_confidence,False,False
MILWAUKEE WIS,1,,19.0,,140.0,45.0,,,1.0,1.0,53.0,56.0,63.0,83.0,129.0,91.3,216,,Milwaukee,138,96.3,high_confidence,False,False
MINNEAPOLIS MIEANN,1,54 55,21.0,,90.0,30.0,9.0,10.0,10.0,,29.0,31.0,40.0,43.0,53.0,90.8,216,,Minneapolis,147,94.1,high_confidence,True,False
KANSAS CITY MO,2,55 56,18.0,25.0,2900.0,238.0,31.0,39.0,432.0,,63.0,75.0,90.0,99.0,223.0,93.1,216,,Kansas City,151,100.0,exact,True,False
KANSAS CITY MO,4,55 56,9.0,,140.0,24.0,1.0,3.0,5.0,9.0,10.0,10.0,10.0,20.0,22.0,94.9,216,,Kansas City,153,100.0,exact,True,False
KANSAS CITY MO,,55 56,27.0,,2900.0,167.0,5.0,10.0,22.0,37.0,44.0,58.0,75.0,99.0,155.0,95.6,216,,Kansas City,150,100.0,exact,True,False
ST LOUIS MO,1,55 56,23.0,,420.0,144.0,44.0,63.0,79.0,86.0,108.0,142.0,198.0,223.0,294.0,90.7,216,,St. Louis,154,100.0,exact,True,False
NEW ORLEANS LA,1,54 55,24.0,,100.0,14.0,,1.0,1.0,2.0,3.0,6.0,7.0,10.0,63.0,95.0,216,,New Orleans,162,100.0,exact,True,False
NEW ORLEANS LA,2,54,22.0,,430.0,30.0,,,1.0,,5.0,9.0,10.0,29.0,44.0,92.9,216,,New Orleans,163,100.0,exact,False,False
NEW ORLEANS LA,,54,46.0,,430.0,22.0,,,1.0,1.0,5.0,7.0,10.0,21.0,44.0,95.8,216,,New Orleans,162,100.0,exact,False,False
FT WORTH TEXAS,1,55,24.0,,40.0,8.0,,,1.0,1.0,,5.0,9.0,10.0,31.0,94.5,216,,Ft. Worth,174,85.7,high_confidence,False,False
HOUSTON TEXAS,1,54,8.0,,110.0,32.0,1.0,1.0,1.0,5.0,6.0,6.0,22.0,22.0,119.0,95.6,216,,Houston,177,96.2,high_confidence,False,False
HOUSTON TEXAS,1,55,56.0,,300.0,52.0,,10.0,20.0,24.0,31.0,49.0,54.0,62.0,129.0,90.1,216,,Houston,177,96.2,high_confidence,False,False
HOUSTON TEXAS,1,54 55,64.0,,300.0,49.0,5.0,8.0,13.0,22.0,29.0,46.0,54.0,62.0,129.0,94.1,216,,Houston,177,96.2,high_confidence,True,False
BELLAIRE TEXAS,1,54 55,31.0,,94.0,25.0,1.0,3.0,6.0,,12.0,13.0,22.0,44.0,85.0,93.5,216,,Bellaire,179,92.3,high_confidence,True,False
OENVER COL,1,54 55,23.0,6.0,290.0,79.0,10.0,29.0,31.0,,58.0,63.0,,115.0,155.0,92.0,216,,Denver,182,85.7,high_confidence,True,False
SALT LAKE CIETY UTAH,2,54 55,30.0,8.0,260.0,66.0,9.0,,29.0,42.0,53.0,61.0,69.0,119.0,146.0,93.8,216,,Salt Lake City,185,97.4,high_confidence,True,False
ANCHORAGE ALASKA,1,54 55,21.0,,642.0,72.0,1.0,1.0,9.0,10.0,19.0,22.0,44.0,63.0,186.0,92.2,216,,Anchorage,187,100.0,exact,True,False
SAWN FRANCISCO CALIF,1,55,17.0,,30.0,5.0,,,,1.0,1.0,1.0,3.0,10.0,20.0,93.3,216,,San Francisco,204,100.0,exact,False,False
SAWN FRANCISCO CALIF,1,56,15.0,,60.0,11.0,1.0,1.0,3.0,4.0,5.0,6.0,9.0,10.0,44.0,94.3,216,,San Francisco,204,100.0,exact,False,False
SAWN FRANCISCO CALIF,1,55 56,32.0,,60.0,8.0,,,1.0,1.0,3.0,4.0,7.0,10.0,22.0,95.3,216,,San Francisco,204,100.0,exact,True,False
PASADENA CALIF,1,55 56,20.0,,70.0,33.0,7.0,10.0,27.0,28.0,30.0,31.0,44.0,50.0,63.0,92.0,216,,Pasadena,199,100.0,exact,True,False
SAN JOSE CALIF,1,54 56,26.0,,690.0,67.0,7.0,9.0,19.0,22.0,37.0,44.0,49.0,63.0,90.0,95.2,216,,San Jose,206,100.0,exact,True,False
SAN LEANDRO CALIF,1,55 56,30.0,10.0,950.0,160.0,39.0,49.0,57.0,63.0,79.0,90.0,129.0,155.0,489.0,92.6,216,,San Leandro,207,100.0,exact,True,False
PORTLAND OREGON,1,54,1.0,760.0,760.0,760.0,,,,,789.0,789.0,789.0,789.0,789.0,94.5,216,,Portland,212,93.3,high_confidence,False,False
PORTLAND OREGON,1,55,19.0,10.0,890.0,243.0,22.0,44.0,63.0,90.0,155.0,186.0,302.0,383.0,605.0,95.2,216,,Portland,212,93.3,high_confidence,False,False
PORTLAND OREGON,1,54,20.0,10.0,,269.0,22.0,44.0,63.0,90.0,,,320.0,,659.0,87.6,216,,Portland,212,93.3,high_confidence,False,False
SEATTLE WASH,1,57,20.0,46.0,170.0,78.0,,58.0,61.0,66.0,72.0,78.0,84.0,90.0,119.0,93.7,216,,Seattle,218,100.0,exact,False,False
