Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WATERBURY CONN,1,55,14.0,2.0,13.0,7.0,2.0,3.0,4.0,5.0,7.0,8.0,,10.0,10.0,93.7,146,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,56,22.0,1.0,17.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0,12.0,92.3,146,,Waterbury,1,100.0,exact,False,False
WATERBURY CONN,1,55 56,36.0,1.0,17.0,5.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,12.0,95.0,146,,Waterbury,1,100.0,exact,True,False
BOSTON MASS,1,,23.0,2.0,10.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,9.0,94.6,146,,Boston,6,100.0,exact,False,False
EVERETT MASS,1,55,26.0,1.0,170.0,19.0,2.0,3.0,3.0,4.0,5.0,6.0,12.0,17.0,20.0,95.2,146,,Everett,8,100.0,exact,False,False
ELIZABETH N J,1,55 56,21.0,3.0,20.0,7.0,3.0,3.0,4.0,5.0,6.0,,9.0,11.0,16.0,90.7,146,,Elizabeth,21,100.0,exact,True,False
PAULSBORO WN J,1,55 56,25.0,,13.0,2.0,,1.0,1.0,1.0,2.0,2.0,4.0,5.0,6.0,87.6,146,,Paulsboro,22,96.3,high_confidence,True,False
CAMDEN N J,,55 56,21.0,3.0,22.0,8.0,3.0,,4.0,5.0,7.0,8.0,9.0,12.0,15.0,94.0,146,,Camden,19,100.0,exact,True,False
PERTH AMBOY N J,1,55 56,23.0,1.0,14.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,9.0,91.8,146,,Perth Amboy,18,100.0,exact,True,False
TRENTON WN J,1,55 56,17.0,1.0,10.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,7.0,8.0,91.0,146,,Trenton,28,95.7,high_confidence,True,False
JERSEY CITY WN J,1,55 56,23.0,2.0,26.0,7.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,11.0,89.4,146,,Jersey City,27,96.8,high_confidence,True,False
NEW YORK N Y,2,54 56,50.0,2.0,,24.0,5.0,8.0,11.0,17.0,21.0,24.0,29.0,33.0,45.0,92.6,146,,New York,31,100.0,exact,True,False
NEW YORK N Y,3,54 55,25.0,2.0,71.0,15.0,3.0,5.0,6.0,7.0,9.0,12.0,14.0,20.0,33.0,94.5,146,,New York,32,100.0,exact,True,False
NEW YORK N Y,,54 56,76.0,2.0,,21.0,4.0,6.0,8.0,,15.0,,24.0,32.0,41.0,93.5,146,,New York,30,100.0,exact,True,False
PHILADELPHIA PA,1,54,6.0,5.0,212.0,47.0,5.0,5.0,7.0,7.0,7.0,20.0,20.0,33.0,33.0,93.5,146,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,1,,94.0,1.0,22.0,5.0,2.0,2.0,,4.0,4.0,5.0,6.0,7.0,10.0,90.8,146,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,1,56,11.0,4.0,158.0,7.0,3.0,4.0,,,,8.0,8.0,9.0,11.0,90.4,146,,Philadelphia,41,100.0,exact,False,False
PHILADELPHIA PA,1,54 56,111.0,1.0,212.0,8.0,2.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,,92.8,146,,Philadelphia,41,100.0,exact,True,False
