Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
N J,1,55 56,33.0,27.0,284.0,99.0,38.0,49.0,63.0,68.0,84.0,104.0,116.0,127.0,,93.2,31,,N J,,0.0,unmatched,True,False
PAULSBORO N,,55,22.0,23.0,160.0,80.0,44.0,51.0,57.0,68.0,78.0,84.0,90.0,112.0,120.0,92.7,31,,Paulsboro,22.0,91.7,high_confidence,False,False
PAULSBORO N,1,56,19.0,39.0,183.0,80.0,41.0,44.0,55.0,64.0,73.0,78.0,97.0,112.0,129.0,95.1,31,,Paulsboro,22.0,91.7,high_confidence,False,False
PAULSBORO N,1,55 56,44.0,23.0,183.0,80.0,42.0,49.0,55.0,62.0,76.0,85.0,99.0,112.0,129.0,92.9,31,,Paulsboro,22.0,91.7,high_confidence,True,False
CAMOEN N J,1,55,21.0,30.0,321.0,106.0,44.0,59.0,68.0,93.0,101.0,109.0,120.0,132.0,149.0,92.6,31,,Camden,19.0,90.0,high_confidence,False,False
CAMOEN N J,1,56,18.0,55.0,234.0,123.0,68.0,75.0,78.0,97.0,104.0,129.0,159.0,167.0,,93.6,31,,Camden,19.0,90.0,high_confidence,False,False
CAMOEN N J,1,57,26.0,44.0,245.0,115.0,59.0,78.0,84.0,88.0,97.0,112.0,,159.0,211.0,92.9,31,,Camden,19.0,90.0,high_confidence,False,False
CAMOEN N J,1,55 57,65.0,30.0,321.0,114.0,57.0,71.0,85.0,93.0,101.0,112.0,130.0,151.0,211.0,91.5,31,,Camden,19.0,90.0,high_confidence,True,False
PERTH AMBOY,,55,19.0,45.0,184.0,89.0,47.0,50.0,59.0,65.0,78.0,84.0,108.0,116.0,1359.0,91.1,31,,Perth Amboy,18.0,100.0,exact,False,False
PERTH AMBOY,,56,17.0,29.0,194.0,82.0,44.0,46.0,,59.0,81.0,84.0,90.0,112.0,120.0,89.6,31,,Perth Amboy,18.0,100.0,exact,False,False
PERTH AMBOY,1,55 56,36.0,29.0,194.0,86.0,46.0,48.0,54.0,62.0,78.0,,104.0,115.0,149.0,93.2,31,,Perth Amboy,18.0,100.0,exact,True,False
TRENTON N J,1,55,14.0,18.0,318.0,89.0,19.0,38.0,44.0,55.0,59.0,81.0,87.0,90.0,,90.4,31,,Trenton,28.0,100.0,exact,False,False
TRENTON N J,1,56,1.0,29.0,302.0,78.0,40.0,44.0,46.0,51.0,56.0,61.0,66.0,68.0,138.0,91.1,31,,Trenton,28.0,100.0,exact,False,False
TRENTON N J,1,55 56,32.0,1.0,318.0,83.0,36.0,41.0,48.0,53.0,57.0,64.0,78.0,90.0,197.0,92.2,31,,Trenton,28.0,100.0,exact,True,False
JERSEY CITY N J,1,55,22.0,67.0,225.0,113.0,71.0,78.0,90.0,95.0,99.0,104.0,120.0,159.0,183.0,92.5,31,,Jersey City,27.0,100.0,exact,False,False
JERSEY CITY N J,1,56,,48.0,467.0,124.0,59.0,68.0,78.0,90.0,104.0,120.0,132.0,138.0,159.0,93.9,31,,Jersey City,27.0,100.0,exact,False,False
JERSEY CITY N J,1,57,25.0,49.0,238.0,118.0,68.0,,90.0,97.0,109.0,120.0,134.0,149.0,211.0,92.3,31,,Jersey City,27.0,100.0,exact,False,False
JERSEY CITY N J,1,57,65.0,4.0,467.0,118.0,66.0,78.0,87.0,95.0,103.0,115.0,130.0,146.0,192.0,91.3,31,,Jersey City,27.0,100.0,exact,False,False
EAST ORANGE,1,57,21.0,16.0,358.0,87.0,18.0,19.0,25.0,31.0,73.0,84.0,104.0,152.0,,93.0,31,,East Orange,29.0,100.0,exact,False,False
NEWARK N J,1,57,,47.0,378.0,102.0,49.0,59.0,62.0,68.0,72.0,76.0,90.0,104.0,138.0,92.8,31,,Newark,20.0,100.0,exact,False,False
NEW YORK N Y,1,57,25.0,48.0,239.0,117.0,68.0,72.0,78.0,104.0,120.0,127.0,138.0,149.0,211.0,93.4,31,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,2,55,16.0,37.0,402.0,134.0,44.0,48.0,59.0,68.0,104.0,138.0,171.0,211.0,262.0,94.1,31,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,56,33.0,17.0,344.0,108.0,51.0,68.0,80.0,88.0,99.0,115.0,125.0,135.0,159.0,91.5,31,,New York,31.0,100.0,exact,False,False
NEW YORK N Y,2,55 56,49.0,17.0,402.0,116.0,46.0,62.0,73.0,85.0,101.0,120.0,131.0,149.0,197.0,94.2,31,,New York,31.0,100.0,exact,True,False
NEW YORK N Y,3,55,15.0,,164.0,80.0,33.0,51.0,59.0,62.0,68.0,82.0,90.0,104.0,171.0,92.7,31,,New York,32.0,100.0,exact,False,False
NEW YORK N Y,3,56,24.0,18.0,311.0,83.0,24.0,33.0,44.0,68.0,73.0,78.0,90.0,120.0,138.0,94.6,31,,New York,32.0,100.0,exact,False,False
NEW YORK N Y,3,55 56,39.0,18.0,,82.0,25.0,38.0,55.0,64.0,73.0,80.0,,112.0,138.0,91.2,31,,New York,32.0,100.0,exact,True,False
NEW YORK N Y,4,55,9.0,26.0,85.0,55.0,29.0,33.0,51.0,55.0,59.0,,64.0,68.0,,90.7,31,,New York,33.0,100.0,exact,False,False
NEW YORK N Y,,55,40.0,24.0,402.0,96.0,33.0,48.0,54.0,61.0,67.0,83.0,97.0,138.0,,94.0,31,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,56,57.0,17.0,344.0,97.0,33.0,54.0,69.0,717.0,,101.0,120.0,131.0,149.0,92.7,31,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,57,25.0,,239.0,117.0,68.0,72.0,78.0,104.0,120.0,127.0,138.0,149.0,,91.8,31,,New York,30.0,100.0,exact,False,False
NEW YORK N Y,,55 57,122.0,17.0,402.0,101.0,38.0,54.0,64.0,74.0,85.0,102.0,122.0,136.0,175.0,93.7,31,,New York,30.0,100.0,exact,True,False
BINGHAMTON N Y,1,57,26.0,32.0,173.0,68.0,38.0,41.0,46.0,,64.0,68.0,73.0,84.0,104.0,92.2,31,,Binghamton,34.0,100.0,exact,False,False
BUFFALYU N Y,1,57,6.0,22.0,123.0,,22.0,22.0,29.0,29.0,38.0,,,78.0,78.0,89.9,31,,Buffalo,35.0,87.0,high_confidence,False,False
BUFFALYU N Y,2,57,15.0,34.0,343.0,,48.0,51.0,82.0,86.0,108.0,,120.0,138.0,183.0,92.9,31,,Buffalo,35.0,87.0,high_confidence,False,False
BUFFALYU N Y,,57,21.0,22.0,343.0,95.0,29.0,38.0,49.0,73.0,,108.0,116.0,129.0,159.0,93.5,31,,Buffalo,35.0,87.0,high_confidence,False,False
SCHENECTADY N Y,1,57,22.0,19.0,236.0,49.0,24.0,26.0,31.0,34.0,37.0,44.0,48.0,54.0,,94.5,31,,Schenectady,36.0,100.0,exact,False,False
SYRACUSE N Y,1,57,26.0,30.0,283.0,79.0,38.0,45.0,49.0,51.0,64.0,73.0,90.0,109.0,120.0,92.6,31,,Syracuse,37.0,100.0,exact,False,False
UTICA WN Y,1,57,24.0,26.0,139.0,65.0,29.0,37.0,,,51.0,56.0,84.0,,120.0,89.3,32,,Utica,38.0,94.7,high_confidence,False,False
PHILADELPHIA PA,1,55,158.0,16.0,428.0,133.0,64.0,79.0,89.0,102.0,113.0,127.0,149.0,177.0,243.0,93.1,32,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,56,307.0,34.0,,1421.0,66.0,,93.0,108.0,120.0,131.0,149.0,192.0,226.0,90.5,32,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,1,55 56,465.0,16.0,731.0,138.0,65.0,80.0,92.0,106.0,118.0,130.0,149.0,180.0,234.0,92.6,32,,Philadelphia,41.0,100.0,exact,True,False
PHILADELPHIA PA,4,55,20.0,123.0,469.0,215.0,138.0,159.0,169.0,178.0,188.0,197.0,206.0,262.0,347.0,95.4,32,,Philadelphia,44.0,100.0,exact,False,False
PHILADELPHIA PA,4,56,231.0,34.0,829.0,189.0,86.0,112.0,128.0,144.0,160.0,182.0,205.0,245.0,332.0,94.8,32,,Philadelphia,44.0,100.0,exact,False,False
PHILADELPHIA PA,4,57,25.0,48.0,277.0,133.0,68.0,81.0,90.0,125.0,138.0,146.0,159.0,183.0,204.0,90.9,32,,Philadelphia,44.0,100.0,exact,False,False
PHILADELPHIA PA,4,55 57,276.0,34.0,829.0,186.0,84.0,112.0,129.0,144.0,160.0,181.0,201.0,239.0,322.0,93.3,32,,Philadelphia,44.0,100.0,exact,True,False
PHILADELPHIA PA,5,55,16.0,24.0,229.0,87.0,30.0,31.0,33.0,41.0,59.0,65.0,68.0,138.0,222.0,94.0,32,,Philadelphia,45.0,100.0,exact,False,False
PHILADELPHIA PA,5,56,41.0,23.0,459.0,111.0,33.0,46.0,53.0,68.0,82.0,97.0,120.0,159.0,227.0,92.7,32,,Philadelphia,45.0,100.0,exact,False,False
PHILADELPHIA PA,5,55 56,57.0,23.0,459.0,104.0,31.0,36.0,49.0,,73.0,90.0,115.0,159.0,224.0,92.3,32,,Philadelphia,45.0,100.0,exact,True,False
PHILADELPHIA PA,6,55,12.0,64.0,195.0,124.0,68.0,73.0,104.0,120.0,126.0,132.0,138.0,171.0,,92.9,32,,Philadelphia,46.0,100.0,exact,False,False
PHILADELPHIA PA,6,56,42.0,42.0,616.0,127.0,59.0,69.0,77.0,90.0,101.0,125.0,142.0,164.0,183.0,91.5,32,,Philadelphia,46.0,100.0,exact,False,False
PHILADELPHIA PA,6,55 56,54.0,42.0,616.0,126.0,61.0,71.0,77.0,95.0,109.0,128.0,145.0,162.0,,92.4,32,,Philadelphia,46.0,100.0,exact,True,False
PHILADELPHIA PA,7,55,6.0,129.0,308.0,199.0,138.0,138.0,159.0,,183.0,211.0,211.0,280.0,280.0,92.7,32,,Philadelphia,47.0,100.0,exact,False,False
PHILADELPHIA PA,7,56,38.0,37.0,730.0,176.0,65.0,78.0,90.0,104.0,126.0,159.0,192.0,222.0,322.0,92.7,32,,Philadelphia,47.0,100.0,exact,False,False
PHILADELPHIA PA,7,55 56,44.0,37.0,730.0,179.0,65.0,,97.0,120.0,138.0,165.0,197.0,232.0,322.0,94.0,32,,Philadelphia,47.0,100.0,exact,True,False
PHILADELPHIA PA,,55,212.0,16.0,469.0,139.0,60.0,76.0,92.0,107.0,120.0,136.0,163.0,192.0,250.0,94.1,32,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,56,659.0,23.0,,157.0,65.0,,100.0,116.0,130.0,147.0,173.0,204.0,268.0,94.8,32,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,57,25.0,48.0,277.0,133.0,68.0,81.0,90.0,125.0,138.0,146.0,159.0,1383.0,,91.9,32,,Philadelphia,41.0,100.0,exact,False,False
PHILADELPHIA PA,,57,896.0,16.0,829.0,152.0,64.0,81.0,97.0,1153.0,,145.0,170.0,200.0,260.0,90.7,32,,Philadelphia,41.0,100.0,exact,False,False
ALTOONA PA,1,55,3.0,112.0,179.0,142.0,,120.0,120.0,120.0,138.0,138.0,138.0,138.0,,94.9,32,,Altoona,57.0,100.0,exact,False,False
ALTOONA PA,1,56,24.0,35.0,490.0,115.0,38.0,48.0,59.0,73.0,84.0,104.0,132.0,,211.0,94.6,32,,Altoona,57.0,100.0,exact,False,False
ALTOONA PA,1,55 56,27.0,35.0,490.0,118.0,41.0,48.0,64.0,78.0,104.0,120.0,134.0,171.0,197.0,93.9,32,,Altoona,57.0,100.0,exact,True,False
BRESTOL PA,1,55,22.0,7.0,158.0,69.0,17.0,33.0,51.0,55.0,59.0,73.0,90.0,101.0,120.0,90.6,32,,Bristol,58.0,90.0,high_confidence,False,False
BRESTOL PA,1,56,12.0,18.0,224.0,63.0,19.0,35.0,38.0,51.0,54.0,56.0,,73.0,78.0,94.9,32,,Bristol,58.0,90.0,high_confidence,False,False
BRESTOL PA,1,55 56,34.0,7.0,224.0,67.0,19.0,36.0,44.0,53.0,57.0,64.0,76.0,94.0,120.0,94.1,32,,Bristol,58.0,90.0,high_confidence,True,False
CHESTER PA,1,55,23.0,34.0,350.0,91.0,40.0,44.0,53.0,56.0,68.0,82.0,90.0,112.0,183.0,94.1,32,,Chester,55.0,100.0,exact,False,False
CHESTER PA,1,56,13.0,23.0,209.0,81.0,24.0,33.0,51.0,64.0,78.0,95.0,99.0,104.0,120.0,93.1,32,,Chester,55.0,100.0,exact,False,False
CHESTER PA,1,55 56,36.0,23.0,350.0,87.0,38.0,43.0,53.0,57.0,68.0,86.0,97.0,,,94.8,32,,Chester,55.0,100.0,exact,True,False
ERIE PA,1,55,1.0,90.0,90.0,90.0,,,,,90.0,90.0,90.0,90.0,90.0,94.1,32,,Erie,56.0,100.0,exact,False,False
ERIE PA,1,56,48.0,8.0,106.0,46.0,23.0,25.0,30.0,38.0,43.0,,59.0,64.0,75.0,93.5,32,,Erie,56.0,100.0,exact,False,False
ERIE PA,1,55 56,49.0,8.0,106.0,47.0,23.0,25.0,31.0,39.0,44.0,51.0,59.0,65.0,78.0,95.1,32,,Erie,56.0,100.0,exact,True,False
PA,1,56,71.0,10.0,322.0,116.0,41.0,62.0,85.0,95.0,104.0,120.0,134.0,159.0,204.0,93.8,32,,PA,,0.0,unmatched,False,False
PA,2,,23.0,21.0,,1053.0,29.0,51.0,59.0,72.0,78.0,90.0,115.0,129.0,227.0,93.1,32,,PA,,0.0,unmatched,False,False
PA,,56,95.0,10.0,,412.0,41.0,57.0,76.0,90.0,101.0,114.0,130.0,152.0,211.0,90.3,32,,PA,,0.0,unmatched,False,False
WELLIAMSPORT PA,1,,6.0,74.0,360.0,215.0,78.0,78.0,159.0,159.0,197.0,211.0,211.0,322.0,322.0,91.4,32,,Williamsport,50.0,93.3,high_confidence,False,False
WELLIAMSPORT PA,1,,40.0,44.0,414.0,156.0,95.0,108.0,116.0,125.0,135.0,151.0,188.0,206.0,235.0,94.5,32,,Williamsport,50.0,93.3,high_confidence,False,False
WELLIAMSPORT PA,4,55 56,46.0,44.0,414.0,164.0,95.0,108.0,118.0,128.0,142.0,159.0,194.0,211.0,243.0,93.1,32,,Williamsport,50.0,93.3,high_confidence,True,False
ALLENTOWN PA,1,57,19.0,21.0,97.0,59.0,29.0,44.0,48.0,51.0,61.0,64.0,68.0,75.0,84.0,92.8,32,,Allentown,51.0,100.0,exact,False,False
ALLENTOWN PA,,,,,,107.0,,,,,,,,,,95.0,32,,Allentown,51.0,100.0,exact,False,False
JOHNSTOWN PA,1,57,11.0,138.0,235.0,,19.0,51.0,59.0,71.0,78.0,120.0,159.0,183.0,211.0,89.4,32,,Johnstown,52.0,100.0,exact,False,False
LANCASTER PA,1,57,11.0,43.0,233.0,80.0,41.0,44.0,59.0,64.0,71.0,73.0,76.0,78.0,90.0,94.2,32,,Lancaster,53.0,100.0,exact,False,False
SCRANTON PA,1,,26.0,24.0,301.0,123.0,38.0,48.0,56.0,68.0,78.0,120.0,,227.0,,91.3,32,,Scranton,54.0,100.0,exact,False,False
WASHINGTON O C,2,55,25.0,41.0,365.0,148.0,68.0,90.0,114.0,120.0,145.0,159.0,183.0,197.0,227.0,92.8,32,,Washington,62.0,97.5,high_confidence,False,False
WASHINGTON O C,2,56,22.0,34.0,550.0,160.0,59.0,78.0,101.0,120.0,132.0,159.0,175.0,211.0,243.0,93.5,32,,Washington,62.0,97.5,high_confidence,False,False
WASHINGTON O C,2,55 56,47.0,34.0,550.0,154.0,68.0,90.0,107.0,120.0,138.0,159.0,179.0,,227.0,92.6,32,,Washington,62.0,97.5,high_confidence,True,False
WASHINGTON O C,3,56,14.0,19.0,251.0,109.0,19.0,,55.0,90.0,97.0,104.0,149.0,159.0,211.0,92.8,32,,Washington,63.0,97.5,high_confidence,False,False
WASHINGTON O C,3,57,26.0,9.0,162.0,64.0,30.0,33.0,37.0,41.0,47.0,51.0,59.0,90.0,145.0,93.7,32,,Washington,63.0,97.5,high_confidence,False,False
WASHINGTON O C,3,56 57,40.0,9.0,251.0,80.0,30.0,35.0,41.0,48.0,53.0,73.0,97.0,142.0,159.0,95.2,32,,Washington,63.0,97.5,high_confidence,True,False
WASHINGTON O C,,55,25.0,41.0,365.0,148.0,68.0,90.0,114.0,120.0,145.0,159.0,183.0,197.0,227.0,92.9,32,,Washington,61.0,92.9,high_confidence,False,False
WASHINGTON O C,,56,36.0,19.0,550.0,140.0,,59.0,92.0,99.0,125.0,145.0,165.0,192.0,227.0,90.2,32,,Washington,61.0,92.9,high_confidence,False,False
WASHINGTON O C,,57,26.0,9.0,162.0,64.0,30.0,33.0,37.0,41.0,47.0,,59.0,90.0,145.0,95.2,32,,Washington,61.0,92.9,high_confidence,False,False
WASHINGTON O C,,55 57,87.0,9.0,550.0,119.0,36.0,46.0,59.0,87.0,109.0,130.0,152.0,177.0,207.0,91.3,32,,Washington,61.0,92.9,high_confidence,True,False
LOUISVILLE KY,1,55,20.0,30.0,706.0,168.0,51.0,68.0,78.0,93.0,98.0,104.0,211.0,243.0,491.0,92.8,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,56,23.0,43.0,198.0,95.0,54.0,61.0,64.0,68.0,,97.0,120.0,132.0,,92.9,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,57,1.0,110.0,110.0,110.0,,,,,120.0,120.0,120.0,120.0,120.0,95.1,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,55 57,44.0,30.0,,138.0,,63.0,68.0,82.0,94.0,102.0,132.0,183.0,371.0,90.5,32,,Louisville,64.0,100.0,exact,True,False
LOUISVILLE KY,2,55,14.0,29.0,276.0,138.0,29.0,,68.0,112.0,120.0,138.0,183.0,227.0,262.0,94.9,32,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,56,5.0,58.0,146.0,100.0,59.0,59.0,68.0,68.0,104.0,104.0,138.0,138.0,159.0,92.6,32,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,55 56,19.0,29.0,276.0,128.0,44.0,59.0,68.0,104.0,120.0,129.0,149.0,185.0,243.0,94.2,32,,Louisville,65.0,100.0,exact,True,False
LOUISVILLE KY,4,57,15.0,15.0,268.0,109.0,55.0,59.0,81.0,84.0,90.0,97.0,120.0,171.0,211.0,91.9,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,55,34.0,29.0,706.0,167.0,44.0,65.0,78.0,97.0,104.0,138.0,211.0,235.0,371.0,93.2,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,56,28.0,48.0,198.0,96.0,55.0,61.0,64.0,68.0,84.0,99.0,125.0,134.0,159.0,94.9,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,57,16.0,15.0,268.0,109.0,55.0,59.0,81.0,,90.0,104.0,112.0,171.0,183.0,91.1,32,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,55 57,78.0,15.0,706.0,130.0,52.0,62.0,68.0,85.0,96.0,110.0,138.0,177.0,243.0,94.3,32,,Louisville,64.0,100.0,exact,True,False
BALTIMORE MOD,1,56,27.0,85.0,952.0,220.0,85.0,90.0,120.0,134.0,152.0,183.0,227.0,260.0,,92.8,32,,Baltimore,67.0,96.0,high_confidence,False,False
BALTIMORE MOD,1,57,26.0,25.0,336.0,,54.0,,82.0,90.0,98.0,112.0,126.0,159.0,175.0,94.8,32,,Baltimore,67.0,96.0,high_confidence,False,False
BALTIMORE MOD,1,56 57,53.0,25.0,952.0,167.0,59.0,,92.0,102.0,125.0,138.0,165.0,202.0,371.0,94.4,32,,Baltimore,67.0,96.0,high_confidence,True,False
CHARLOTTE NC,1,57,25.0,23.0,531.0,132.0,41.0,46.0,51.0,73.0,109.0,120.0,159.0,175.0,200.0,92.8,32,,Charlotte,69.0,96.0,high_confidence,False,False
WINSTON SALEM NC,1,57,26.0,12.0,298.0,84.0,22.0,38.0,49.0,52.0,56.0,68.0,78.0,138.0,,93.7,32,,Winston-Salem,72.0,97.0,high_confidence,False,False
SAN JUAN PUERTO RICO,1,57,21.0,16.0,118.0,48.0,16.0,22.0,33.0,41.0,49.0,,61.0,64.0,66.0,93.6,33,,San Juan,73.0,75.0,low_confidence,False,False
NORFOLK VA,1,57,25.0,33.0,163.0,85.0,38.0,53.0,59.0,64.0,78.0,86.0,109.0,120.0,154.0,93.4,33,,Norfolk,74.0,100.0,exact,False,False
RTCCHMOND VA,1,57,26.0,25.0,198.0,82.0,36.0,44.0,51.0,55.0,68.0,90.0,109.0,138.0,149.0,86.1,33,,Richmond,75.0,87.0,high_confidence,False,False
CHARLESTON W VA,2,55,17.0,36.0,367.0,126.0,44.0,,68.0,90.0,112.0,120.0,138.0,197.0,211.0,93.7,33,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,56,23.0,46.0,366.0,129.0,55.0,78.0,90.0,97.0,107.0,114.0,120.0,138.0,243.0,94.4,33,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,57,23.0,24.0,227.0,82.0,25.0,38.0,42.0,48.0,56.0,68.0,97.0,129.0,183.0,92.6,33,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,55 57,63.0,24.0,367.0,111.0,38.0,49.0,58.0,78.0,96.0,109.0,1253.0,,222.0,93.2,33,,Charleston,78.0,100.0,exact,True,False
WHEELING W VA,1,56,12.0,53.0,261.0,113.0,55.0,,73.0,78.0,104.0,120.0,138.0,159.0,1383.0,88.2,33,,Wheeling,79.0,100.0,exact,False,False
WHEELING W VA,1,57,25.0,45.0,437.0,168.0,82.0,90.0,97.0,102.0,129.0,183.0,204.0,227.0,371.0,93.1,33,,Wheeling,79.0,100.0,exact,False,False
WHEELING W VA,1,56 57,36.0,45.0,437.0,152.0,71.0,82.0,94.0,99.0,112.0,138.0,183.0,211.0,280.0,94.8,33,,Wheeling,79.0,100.0,exact,True,False
BTRMINGHAM ALA,1,57,25.0,9.0,214.0,91.0,41.0,,71.0,78.0,90.0,95.0,102.0,112.0,159.0,89.0,33,,Birmingham,80.0,92.9,high_confidence,False,False
TAMPA FLA,1,55,22.0,32.0,247.0,92.0,46.0,,65.0,71.0,768.0,,104.0,129.0,171.0,93.0,33,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,56,38.0,7.0,205.0,80.0,44.0,,55.0,60.0,65.0,78.0,90.0,104.0,138.0,93.7,33,,Tampa,84.0,100.0,exact,False,False
