Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,,,36,,383,197,108,119,146,162,186,213,235,278,302,,,94.4,91
BOSTON MASS,1,35 57,25,35,159,99,52,690,61,86,98,119,129,136,151,,,89.3,91
EVERETT MASS,1,,26,32,225,88,39,49,60,65,74,85,91,119,136,,,94.2,91
MANCHESTER WN H,1,57,17,22,273,103,34,60,79,91,96,99,104,128,136,,,93.9,91
ELtZABETH N J,1,56,21,9,330,147,85,95,104,119,129,136,179,205,270,,,89.3,91
PAULSBORO N J,1,56,25,7,434,193,91,104,161,170,188,205,228,253,310,,,94.1,91
CAMDEN N J,1,55 56,21,ii,327,171,74,85,119,130,168,1932,220,253,290,,,87.5,91
PERTH AMBOY N J,1,55 56,23,5,298,136,52,83,91,100,136,149,162,173,270,,,93.2,91
TRENTON N J,1,55 56,17,6 4,380,165,69,85,104,119,146,156,192,270,310,,,93.4,91
JERSEY CITY N J,1,55 56,23,114,366,198,123,136,165,174,189,200,220,a47,310,,,93.9,91
NEW YORK N Y,1,57,5,211,406,321,235,235,310,310,356,356,383,382,408,,,92.2,91
,2,54,25,10,510,252,45,179,235,258,280,290,305,325,382,,,95.1,91
,2,55,21,,485,242,104,146,168,188,215,235,290,356,406,,,92.0,91
,2,56,3,179,283,242,,179,179,179,270,270,270,270,310,,,94.9,91
,2,54 56,49,10,510,247,79,162,196,225,256,27T,,322,383,,,91.9,91
,3,54,8,7,276,183,7,104,104,179,205,247,258,258,270,,,94.2,91
,3,55,17,162,383,274,179,239,248,257,266,270,310,341,356,,,93.5,91
,3,54 55,25,7,383,245,164,179,241,248,257,264,283,310,356,,,93.9,91
,,54,34,5,510,228,10,104,205,241,258,274,292,306,356,,,95.1,91
,,,38,72,485,256,146,173,196,235,,266,300,333,382,,,93.8,91
,,56,3,179,283,242,,179,179,179,270,270,270,270,310,,,95.1,91
,,57,5,211,406,,235,235,310,310,356,356,383,382,408,,,93.5,91
,,54 57,80,5,510,248,98,169,209,239,257,275,397,327,376,,,91.7,91
BUFFALO N OY,1,57,6,99,266,161,104,104,136,136,156,168,166,,179,,,87.5,91
,2,57,13,57,317,139,56,85,91,112,136,146,156,179,205,,,89.2,91
,,,19,57,317,146,60,91,112,128,145,149,164,179,205,,,93.5,91
PHIELADELPHIA PA,1,54,71,4,878,270,98,119,166,195,235,266,310,426,468,,,91.5,91
,1,55,2861,,853,244,110,144,167,190,224,251,277,317,408,,,91.1,91
,1,,15,i109,633,278,136,156,205,235,258,270,356,382,468,,,93.7,91
,1,54 56,367,,878,250,108,142,168,193,228,254,283,333,435,,,95.1,91
,3,54,4,8,129,72,,8,8,52,52,52,104,104,136,,,94.1,91
,4,56,14,53,733,266,60,119,179,196,205,235,270,310,616,,,95.1,91
,4,57,2,214,227,220,,,220,220,220,220,220,235,235,,,93.5,91
,4,56,16,53,733,260,79,119,1886,196,215,235,253,310,356,,,91.9,91
,5,56,14,64,402,246,91,156,192,220,235,247,270,356,391,,,91.1,91
,6,56,15,166,341,245,171,179,225,235,253,261,280,290,310,,,94.3,91
,7,56,14,82,459,205,91,119,136,168,179,213,228,235,356,,,93.8,91
,,54,75,4,878,260,91,114,159,184,225,237,303,420,468,,,94.1,91
,,55,281,,853,244,110,144,167,190,224,251,277,317,408,,,94.6,91
,,56,T2,,733,248,115,156,186,210,230,250,270,319,387,,,92.1,91
,,57,2,214,227,220,,,220,220,220,220,220,,235,,,95.8,91
,,54 57,430,,878,247,107,142,169,194,225,251,278,,426,,,92.4,91
ALTOONA PA,1,56,13,49,153,97,52,60,79,98,107,109,112,114,119,,,94.6,91
BRISTOL PA,1,55 56,18,93,278,157,104,110,113,119,149,164,179,205,253,,,91.8,91
CHESTER PA,1,55 56,18,66,266,159,79,91,104,128,146,205,217,223,235,,,94.8,91
ERIE PA,1,56,25,38,166,B2,52,57,64,67,76,82,91,104,136,,,92.3,91
PITTSBURGH PA,1,56,21,29,388,159,39,74,98,112,156,188,205,247,270,,,89.4,91
WILLEAMSPORT PA,1,55 56,23,102,284,178,122,133,146,168,186,194,201,215,253,,,92.9,91
WASHINGTON OC,1,54,26,1,160,50,2,4,6,8,16,60,79,109,119,,,95.0,91
,2,55 56,20,27,274,182,104,136,149,168,188,205,225,244,261,,,94.5,91
,,54 56,46,1,274,107,4,8,26,74,108,136,156,196,,,,94.7,91
LOUISVILLE KY,1,54,21,3,415,167,6,12,104,146,164,179,205,263,310,,,94.0,91
,1,,21,32,312,187,112,128,156,171,1938,205,225,247,270,,,92.5,91
,1,54 55,42,3,415,177,12,112,144,160,175,192,213,258,300,,,94.1,91
,2,54,13,69,240,128,69,79,85,91,119,128,136,156,253,,,94.5,91
,2,,10,9,335,120,9,39,60,69,98,104,136,156,235,,,94.0,91
,2,54 55,23,9,335,124,39,69,79,91,104,125,136,156,253,,,94.5,91
,3,54,5,2,74,18,2,2,5,5,,,,,79,,,92.2,91
,4,57,2,105,130,117,,,119,119,119,119,119,136,136,,,91.8,91
,,54,39,2,415,135,5,12,77,98,136,148,171,205,283,,,94.9,91
,,,31,9,335,166,39,98,119,136,171,192,213,235,270,,,95.3,91
,,57,2,105,130,117,,,119,119,119,119,119,136,136,,,95.0,91
,,54,72,2,415,148,9,69,98,122,142,164,190,229,280,,,95.4,91
BALTIMORE MO,1,57,19,10,254,120,32,52,91,104,119,136,146,156,235,,,93.9,92
CHARLOTTE NC,1,,25,29,141,76,30,45,60,69,,85,91,100,114,,,93.9,92
NORFOLK VA,1,,23,62,234,132,91,101,108,115,125,130,136,156,205,,,95.0,92
CHARLESTON W VA,1,54,11,,311,71,1,,4,4,,60,91,136,205,,,94.0,92
,2,55 57,17,41,461,220,79,91,119,205,235,270,297,356,382,,,94.9,92
,,54 57,28,,461,166,4,5,60,91,136,205,270,297,356,,,94.4,92
TAMPA FLA,1,54,10,,17,,1,1,3,3,,,,,146,,,95.6,92
,1,55,21,46,173,102,63,69,82,88,104,112,119,130,,,,94.1,92
,1,57,4,24,75,58,,26,26,65,65,65,69,69,79,,,94.4,92
,1,54 57,35,,173,69,3,6,26,64,74,85,104,115,136,,,92.9,92
ATLANTA GA,1,,10,1,66,11,1,3,3,5,,,,,12,,,93.7,92
,1,55,15,36,148,90,45,52,79,83,91,98,112,119,136,,,92.0,92
,1,54 56,26,4,332,69,3,5,8,39,69,83,91,112,128,,,93.2,92
CHATTANOOGA TENN,3,55,14,52,167,108,52,85,91,104,108,112,119,128,156,,,95.1,92
,3,57,2,176,,248,,,179,179,179,179,179,356,356,,,95.2,92
,3,55 57,16,52,321,126,79,85,98,104,,119,128,156,168,,,91.5,92
,4,55 56,18,76,275,134,83,91,104,119,136,142,147,150,156,,,93.4,92
,,55 57,34,52,321,130,79,89,100,112,119,132,144,151,179,,,91.9,92
WASHVILLE TENN,1,57,23,,180,65,9,30,32,34,65,72,77,104,136,,,87.7,92
CHICAGO i on,1,54,4,,358,101,,1,1,4,,,45,45,408,,,83.1,92
,1,55,28,73,373,1968,109,125,136,156,192,220,253,270,294,,,92.6,92
,1,54 55,32,,373,186,45,109,130,149,186,205,244,278,302,,,92.9,92
,2,,30,2,540,237,4,104,119,168,235,300,325,348,468,,,95.4,92
,2,55,26,67,435,231,119,146,196,209,2232,235,270,300,356,,,93.7,92
,2,54 55,56,2,540,235,98,116,162,196,224,275,300,336,423,,,95.1,92
,3,54,3,5,69,28,,5,5,5,12,12,12,12,69,,,94.6,92
,4,55,29,76,318,145,91,104,119,129,139,146,156,173,196,,,94.9,92
,5,,2,235,254,244,,,235,235,235,235,235,279,270,,,94.3,92
,,54,37,,540,206,101,7,98,119,173,280,318,348,438,,,94.9,92
,,,83,67,435,190,,119,134,149,179,200,225,264,302,,,94.8,92
,,,2,235,254,244,,,235,235,235,235,235,270,270,,,95.5,92
,,54 57,122,,540,196,74,108,128,149,176,208,245,293,345,,,95.4,92
EAST ST LOUIS PLL,1,56,15,126,317,218,146,156,188,196,220,235,,290,333,,,92.0,92
,2,55 56,14,74,250,144,74,104,112,128,136,143,156,179,253,,,93.1,92
,,55 56,29,74,317,162,104,125,140,152,179,192,220,253,290,,,93.0,92
EAST CHICAGO,1,56,19,109,436,216,119,136,179,192,205,220,253,290,333,,,95.2,92
,2,55 56,26,78,454,212,119,130,149,168,205,235,247,264,310,,,91.6,92
,3,,21,64,492,234,91,119,136,164,188,205,310,356,448,,,94.3,92
,4,56,20,32,422,179,69,79,104,119,164,i79,220,253,310,,,93.1,92
,,55 56,86,32,492,211,100,119,140,166,189,218,248,286,356,,,91.0,92
1D,1,57,25,48,259,132,83,91,107,113,122,129,162,173,20S,,,87.7,92
DETROIT MICH,1,,21,,222,74,1,3,4,9,63,69,128,156,192,,,93.9,92
,1,54,12,,462,96,1,7,12,23,30,104,119,136,156,,,93.9,92
,1,53 54,33,,462,B2,1,4,9,12,63,104,123,136,192,,,94.7,92
CINCINNATI,1,54,73,1,358,46,3,5,7,9,12,26,45,65,136,,,93.6,92
,1,55,27,30,267,152,79,112,128,141,156,165,179,195,205,,,94.6,92
,1,54 55,100,4,358,75,4,6,9,16,38,69,121,149,195,,,94.2,92
,2,54,20,2,240,54,2,7,9,14,18,39,60,91,119,,,95.3,92
,3,54,22,2,108,34,3,5,8,13,16,26,42,79,91,,,93.5,92
,4,54,28,3,324,110,4,16,22,28,136,156,173,192,253,,,95.1,92
,,54,143,4,358,59,3,6,8,,22,37,60,113,179,,,92.8,92
,,55,27,30,267,152,79,112,128,141,156,165,179,195,205,,,94.1,92
,,54 55,170,1,358,74,4,6,9,17,35,65,113,149,195,,,93.5,92
YOUNGSTOWN OHIO,1,57,25,63,314,168,91,104,119,130,149,168,205,235,297,,,90.8,92
CLEVELAND OHIO,1,57,26,71,395,187,87,104,141,151,179,199,215,253,310,,,95.1,92
MELWAUKEE 818,1,57,19,22,274,116,45,79,91,96,101,104,119,146,220,,,90.4,92
DES MOINES 1OWA,1,57,26,35,425,123,52,60,81,,98,119,136,168,205,,,92.0,92
WICHITA KANSAS,1,S7,25,27,167,63,30,41,45,52,60,63,68,79,119,,,89.9,92
MINNEAPOLIS MIWN,1,54,15,3,109,15,3,4,5,5,,10,12,14,20,,,91.4,92
,1,,20,24,317,118,30,69,79,91,119,128,136,149,192,,,94.8,92
,1,54 55,35,3,317,74,4,8,12,20,69,85,119,132,156,,,94.8,92
KANSAS CITY,,,,,310,115,,,56,,104,119,156,213,235,,,93.7,93
,3,54,6,3,19,7,3,3,4,4,5,6,,,6,,,95.9,93
,4,55 56,9,28,223,86,28,30,45,60,69,69,74,79,205,,,93.2,93
,,54 56,40,2,310,92,4,6,28,52,69,95,119,179,223,,,93.9,93
ST LOUIS MO,1,56,25,71,439,216,104,1 19,149,1668,235,245,260,270,356,,,89.9,93
BISMARCK NOD,1,57,23,18,142,48,19,28,34,37,43,52,56,60,79,,,92.7,93
NEW ORLEANS LA,1,54 55,25,1,136,66,9,47,54,58,66,72,79,91,125,,,91.4,93
,2,54 55,24,2,115,57,4,29,34,43,52,60,83,91,101,,,94.1,93
,3,57,5,12,115,48,12,12,23,23,26,26,69,69,119,,,95.5,93
,,54 57,54,1,136,60,9,a7,41,52,59,66,79,91,112,,,93.9,93
TULSA OKLA,1,57,19,8,126,56,20,34,40,43,45,52,69,79,98,,,92.8,93
FT WORTH TEXAS,1,54 55,36,,151,58,6,14,39,47,57,71,77,91,104,,,94.7,93
LAKEWORTH TEXAS,1,54,6,,,2,,,1,1,1,3,,,5,,,93.8,93
HOUSTON TEXAS,1,54,26,,188,30,1,1,2,3,5,16,23,60,98,,,93.9,93
,1,55,56,25,336,110,37,48,60,68,88,112,128,168,205,,,95.0,93
,1,54 55,82,,336,84,2,16,37,51,65,86,107,133,192,,,93.9,93
,3,,4,,104,41,,1,1,1,1,1,69,69,104,,,94.7,93
,,54 57,86,,336,82,1,14,35,49,64,86,104,130,186,,,94.2,93
BELLAIRE TEXAS,1,54 55,45,,196,67,8,34,45,,64,72,86,100,128,,,94.6,93
DENVER COL,1,54,26,2,273,61,4,23,45,47,51,65,72,82,88,,,94.5,93
SALT LAKE CITY UTAH,2,54 55,31,,374,123,1,60,85,98,114,130,146,179,247,,,93.8,93
CHEYENNE WYO,1,57,26,26,123,54,34,39,46,48,51,55,57,65,74,,,86.8,93
ANCHORAGE ALASKA,1,54,31,,199,33,,1,2,4,6,18,37,69,91,,,94.1,93
,1,55,10,21,123,72,23,34,60,65,69,79,91,98,104,,,94.6,93
,1,55,41,,199,42,1,1,4,6,23,39,66,79,104,,,95.3,93
Los ANGELES CALIF,,54,19,,261,107,1,2,9,49,69,104,192,220,253,,,91.9,93
,,57,21,59,266,148,69,91,125,136,156,171,183,192,201,,,94.3,93
,,54 57,40,,281,128,2,49,69,112,136,164,186,199,235,,,92.1,93
SAN FRANCISCO CALIF,1,,17,24,205,85,49,52,57,65,74,79,98,119,136,,,92.5,93
,1,56,15,32,216,83,39,42,55,57,65,69,79,119,179,,,95.3,93
,1,S5 56,32,24,216,84,39,49,56,60,67,74,91,119,168,,,93.4,93
,2,57,3,23,59,39,,23,23,23,39,39,39,39,60,,,95.8,93
,,55 57,35,23,216,80,37,45,54,58,65,72,91,112,168,,,91.4,93
PASADENA CALIF,1,54,23,1,565,175,3,14,20,52,136,192,235,290,537,,,94.1,93
,1,55,35,,335,161,60,79,104,143,168,186,211,229,290,,,93.8,93
,1,56,4,122,410,282,,136,136,270,270,270,356,356,468,,,95.4,93
,1,54 56,62,,565,174,13,,94,132,162,192,220,270,333,,,94.8,93
BERKELEY CALIF,1,54 55,35,,250,26,2,2,3,4,,6,,26,91,,,94.8,93
SAN JOSE CALIF,1,54,27,,46,,1,2,3,4,5,6,,11,12,,,91.7,93
,1,55,12,3,232,62,3,4,9,23,39,45,52,119,205,,,95.4,93
,1,56,20,48,229,106,52,69,83,91,104,110,116,128,156,,,94.7,93
,1,54 56,59,,232,52,2,4,6,10,20,49,79,107,128,,,95.5,93
SAN LEANDRO CALIF,1,55 56,30,15,151,77,45,56,64,69,74,79,91,104,115,,,93.1,93
HONOLULU HAWAII,1,57,26,25,184,50,28,30,36,38,42,47,50,60,69,,,93.8,93
PORTLANO OREGON,1,54,20,1,246,63,2,4,5,8,9,14,91,136,205,,,94.2,93
,1,55,,43,184,114,52,69,87,96,112,119,136,162,173,,,94.2,93
,1,54,39,1,246,88,4,8,14,60,88,100,125,162,188,,,94.5,93
,2,54,15,7,388,147,8,8,12,119,179,192,235,853,310,,,92.8,93
,4,54,10,60,213,105,60,65,69,95,100,104,112,119,156,,,95.1,93
,5,54,10,22,366,147,23,60,69,91,125,130,136,179,310,,,94.7,93
,,54,535,1,388,109,5,8,14,63,98,119,156,199,258,,,93.0,93
,,55,19,43,184,114,,69,87,98,112,119,136,162,173,,,94.9,93
,,54 55,74,1,388,110,7,10,55,84,100,119,146,179,235,,,93.4,93
SEATTLE WASH,1,57,20,,76,23,1,1,2,8,15,18,30,45,69,,,94.6,93
