Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,1,55,14,2,13,7,2,3,4,5,7,8,,10,10,,,93.7,146
,1,56,22,1,17,5,1,2,3,3,4,4,5,8,12,,,92.3,146
,1,55 56,36,1,17,5,2,2,3,4,5,6,7,8,12,,,95.0,146
BOSTON MASS,1,,23,2,10,5,2,2,3,3,4,5,6,8,9,,,94.6,146
EVERETT MASS,1,55,26,1,170,19,2,3,3,4,5,6,12,17,20,,,95.2,146
ELIZABETH N J,1,55 56,21,3,20,7,3,3,4,5,6,,9,11,16,,,90.7,146
PAULSBORO WN J,1,55 56,25,,13,2,,1,1,1,2,2,4,5,6,,,87.6,146
CAMDEN N J,,55 56,21,3,22,8,3,,4,5,7,8,9,12,15,,,94.0,146
PERTH AMBOY N J,1,55 56,23,1,14,4,1,1,2,2,3,4,5,6,9,,,91.8,146
TRENTON WN J,1,55 56,17,1,10,3,1,1,1,2,2,2,6,7,8,,,91.0,146
JERSEY CITY WN J,1,55 56,23,2,26,7,2,3,4,5,6,7,8,9,11,,,89.4,146
NEW YORK N Y,2,54 56,50,2,a9,24,5,8,11,17,21,24,29,33,45,,,92.6,146
,3,54 55,25,2,71,15,3,5,6,7,9,12,14,20,33,,,94.5,146
,,54 56,76,2,,21,4,6,8,ii,15,,24,32,41,,,93.5,146
PHILADELPHIA PA,1,54,6,5,212,47,5,5,7,7,7,20,20,33,33,,,93.5,146
,1,,94,1,22,5,2,2,,4,4,5,6,7,10,,,90.8,146
,1,56,11,4,158,7,3,4,,,,8,8,9,11,,,90.4,146
,1,54 56,111,1,212,8,2,3,3,4,5,5,6,7,ii,,,92.8,146
,3,54,4,4,19,9,,4,4,6,6,6,7,7,20,,,95.4,146
,4,56,11,2,56,16,2,3,4,7,8,9,19,20,so,,,91.6,146
,5,56,9,,18,5,1,2,2,4,4,4,5,5,7,,,94.1,146
,6,56,11,1,27,7,1,2,2,3,5,6,8,10,12,,,94.6,146
,7,56,11,3,40,13,3,,6,6,7,12,12,27,30,,,94.9,146
,,54,10,4,212,31,4,5,6,6,7,7,19,20,33,,,93.9,146
,,,94,1,22,,2,2,3,4,4,5,6,7,10,,,93.4,146
,,56,53,1,56,10,2,3,4,,6,7,9,12,26,,,94.6,146
,,54 56,157,1,212,8,3,3,3,4,5,6,7,9,16,,,92.7,146
ALTOONA PA,1,56,13,,7,3,1,1,2,2,2,3,3,3,5,,,93.8,146
BRISTOL PA,1,56,18,,12,2,,1,4,1,,3,3,3,4,,,90.2,146
CHESTER PA,1,55,18,,12,3,,1,1,1,2,2,3,4,5,,,91.4,146
