Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
ERIE P.A,1,56,25,1,6,2,1,1,1,2,2,2,3,3,4,,,94.2,146
PITTSBURGH PA,1,56,21,2,a7,10,2,3,4,6,10,11,12,16,20,,,94.4,146
WILLIAMSPORT PA,1,55 56,23,1,16,9,3,5,6,7,10,il,12,i4,15,,,90.2,146
WASHINGTON DC,1,54,26,,39,20,10,11,13,17,19,21,22,26,33,,,95.1,146
,2,55 56,20,5,25,11,5,6,7,8,9,10,12,14,20,,,95.3,146
,,54 56,46,5,39,16,6,8,10,11,14,18,20,22,26,,,93.1,146
LOUISVILLE KY,1,54,22,2,27,12,4,,,7,9,14,15,20,25,,,93.7,146
,1,55,21,2,130,25,3,,10,11,14,19,22,27,50,,,94.5,146
,1,54 55,43,2,130,18,4,5,7,9,12,14,19,22,27,,,95.1,146
,2,54,13,2,,20,2,4,7,7,16,23,24,30,53,,,93.9,146
,2,55,10,3,54,29,3,7,13,24,26,27,41,,53,,,93.8,146
,2,54 55,23,2,55,24,2,6,7,13,23,26,30,41,53,,,91.4,146
,3,54,5,1,6,2,,,1,1,1,1,3,3,6,,,94.3,146
,,54,40,1,,13,1,4,5,6,7,14,16,23,27,,,92.1,146
,,,31,2,130,26,3,8,10,12,19,23,B6,41,53,,,89.0,146
,,54,71,1,130,19,2,4,6,9,13,16,23,26,48,,,94.7,146
BALTIMORE MD,1,57,18,3,32,9,4,5,5,7,7,8,9,9,10,,,91.4,146
CHARLESTON YW VA,1,54,11,2,25,10,2,3,5,8,9,11,13,16,18,,,87.8,146
,4,55,16,1,5,3,1,1,2,2,3,3,4,4,4,,,95.1,146
,,54 55,27,1,25,6,1,2,2,3,4,4,,9,13,,,95.6,146
TAMPA FLA,1,54,31,1,43,8,2,3,3,4,5,6,7,11,14,,,95.5,146
ATLANTAI GA,1,54 56,26,1,98,17,3,,10,11,12,16,19,20,23,,,93.9,146
CHATTANOOGA TENN,3,55,14,1,8,,1,1,2,2,2,3,5,5,8,,,92.6,146
,4,55 56,18,2,27,11,,6,7,9,10,11,14,14,18,,,93.5,146
,,55 56,32,1,27,8,1,2,3,5,6,8,9,12,16,,,94.7,146
CHICAGO Pee,,,4,8,122,47,,8,8,20,20,20,41,41,125,,,90.7,147
,,55,28,1,34,11,3,5,6,8,11,,13,14,16,,,92.2,147
,1,54 55,32,1,122,is,3,5,7,10,12,13,14,16,22,,,93.3,147
,2,54,30,9,91,34,14,22,23,24,26,32,41,45,,,,94.8,147
,2,,26,4,47,18,7,10,13,14,15,18,19,24,27,,,94.0,147
,2,54 55,56,4,91,26,10,13,16,19,23,25,27,39,48,,,95.2,147
,3,54,3,6,17,ii,,6,6,,10,10,10,10,18,,,92.7,147
,4,55,29,,28,7,1,2,3,4,5,,8,10,16,,,90.5,147
,,54,37,6,122,33,10,18,22,23,26,30,39,45,55,,,93.4,147
,,55,83,,47,ie,2,4,5,7,10,13,14,16,25,,,93.8,147
,,54 55,120,,122,18,3,5,8,11,13,16,22,26,40,,,93.4,147
EAST ST LOUIS ILL,1,55 56,15,4,30,12,6,6,8,9,12,12,15,16,18,,,91.2,147
,2,55 56,,2,41,7,1,2,2,3,3,5,,,13,,,91.5,147
,,55 56,29,2,41,9,2,3,5,6,8,8,12,13,i7,,,92.7,147
EAST CHICAGO,1,55 56,19,2,64,16,3,5,6,8,12,13,15,20,27,,,92.7,147
,2,55 56,26,2,42,14,2,3,7,8,10,14,18,22,29,,,94.8,147
,3,55 56,21,1,56,9,2,3,4,5,7,8,10,11,14,,,94.1,147
,4,55 56,20,1,63,9,1,2,3,3,4,5,,14,18,,,94.1,147
,,55 56,86,1,64,12,2,3,4,6,8,10,13,18,26,,,94.6,147
DETROIT MICH,1,53 54,33,2,58,24,15,18,20,21,22,23,26,29,37,,,92.4,147
CINCINNATI OHIO,1,54,73,2,146,27,7,9,,14,18,21,26,40,68,,,94.3,147
,,,27,1,92,18,4,6,8,10,14,17,19,22,27,,,95.5,147
,,54 55,100,1,146,25,6,8,10,13,17,20,22,33,55,,,93.8,147
,2,54,20,4,63,15,4,7,8,10,11,12,16,20,22,,,94.3,147
,4,54,22,,25,10,2,4,6,7,9,10,12,17,21,,,93.7,147
,5,54,28,3,47,14,4,6,6,7,8,10,18,20,33,,,95.5,147
,,54,143,2,146,20,5,7,8,10,12,17,20,26,46,,,95.2,147
,,55,27,1,92,18,4,6,8,10,14,17,19,22,27,,,94.6,147
,,54 55,170,1,146,20,5,7,8,10,13,17,20,25,46,,,95.2,147
YOUNGSTOWN OHIO,1,,12,1,17,4,1,1,2,2,3,3,4,5,12,,,94.0,147
MILWAUKEE wWisS,1,57,19,2,61,9,2,3,3,4,5,5,6,10,16,,,93.2,147
MINNEAPOLIS MIAN,1,54,16,1,10,4,2,3,3,4,4,5,5,6,,,,92.1,147
,1,,20,1,16,5,2,3,3,4,4,5,6,,,,,95.4,147
,1,54 55,36,1,16,5,2,3,3,4,4,,5,7,,,,94.4,147
KANSAS CITY MO,2,54 56,25,4,21,10,5,7,8,9,10,10,Le,14,19,,,91.3,147
,3,54,6,4,15,6,4,4,4,4,5,5,5,8,,,,94.2,147
,4,56,9,,,1,,1,1,1,1,1,2,2,,,,95.2,147
,,54 56,40,,21,8,1,,4,5,8,9,10,12,15,,,94.9,147
sT LouIs MO,1,55 56,23,4,23,9,4,5,5,6,7,8,10,12,19,,,89.7,147
NEW ORLEANS LA,1,54 55,26,1,,3,1,1,2,2,2,3,4,5,,,,93.2,147
,2,54 55,24,1,25,4,1,1,1,2,2,2,3,4,16,,,94.7,147
,,54 55,50,1,25,4,1,1,1,2,2,3,3,5,,,,94.0,147
FT WORTH TEXAS,1,54 55,32,1,23,5,1,2,2,3,3,4,5,7,12,,,95.5,147
LAKEWORTH TEXAS,1,54,6,,16,7,1,1,4,4,7,9,9,11,11,,,92.2,147
HOUSTON TEXAS,1,54,26,2,69,12,6,7,8,9,10,10,11,12,15,,,95.0,147
,1,55,56,3,170,42,5,8,12,16,31,37,55,65,92,,,94.5,147
,1,54 55,82,2,170,33,,7,10,11,14,24,33,59,73,,,93.6,147
BELLAIRE TEXAS,1,54,21,4,84,15,,8,9,9,11,12,13,14,27,,,91.6,147
,1,,14,1,28,6,1,2,2,3,4,4,8,9,13,,,94.8,147
,4,54 55,35,1,84,12,2,3,5,8,9,10,12,13,27,,,94.8,147
GENVER CoOL,,54 55,23,4,39,17,,,10,12,16,17,20,22,33,,,85.8,147
,,54 55,26,3,39,15,4,5,9,10,12,17,18,22,27,,,93.4,147
SALT LAKE CITY UTAH,2,54 55,34,1,47,18,5,10,11,13,14,15,18,22,41,,,92.8,147
ANCHORAGE ALASKA,1,54,42,,57,11,1,1,3,5,,9,11,20,31,,,91.7,147
LOS ANGELES CALIF,,54,,,141,36,11,13,18,25,26,27,33,,61,,,91.4,147
SAN FRANCISCO CALIF,1,55 56,32,,,1,,,,1,1,1,1,2,,,,93.7,147
PASADENA CALIF,,,21,,266,57,18,24,30,34,41,10,,16,139,,,88.3,148
,1,,,1,23,10,3,4,6,7,9,,,,21,,,93.5,148
,1,56,,2,13,7,,2,2,6,6,6,,,13,,,91.7,148
,1,54 56,48,1,266,32,3,7,8,11,18,23,34,45,65,,,93.4,148
BERKELEY CALIF,1,54 55,35,2,193,30,6,8,11,14,20,25,27,37,61,,,95.3,148
SAN JOSE CALIF,1,54,27,1,44,11,4,,5,6,8,9,11,14,18,,,94.2,148
,1,,12,3,32,12,3,4,9,10,10,11,11,16,18,,,95.4,148
,1,56,20,1,16,4,1,2,2,3,4,4,5,,,,,95.2,148
,1,54 56,59,1,44,9,2,3,4,5,6,8,10,12,16,,,94.6,148
SAN LEANORO CALIF,1,55 56,30,5,24,13,6,6,9,12,13,14,15,18,20,,,91.7,148
PORTLAND OREGON,1,54,20,,71,22,8,10,13,,14,16,22,27,45,,,85.5,148
,1,55,19,1,20,9,2,5,6,7,9,10,11,15,16,,,95.3,148
,1,54 55,39,1,71,16,5,7,9,10,13,14,15,19,27,,,91.5,148
,2,54,15,2,61,22,4,6,8,13,18,20,33,41,45,,,95.5,148
,5,54,10,13,63,34,13,16,17,18,26,27,52,53,55,,,93.6,148
,4,54,10,5,43,19,5,6,8,9,12,18,27,33,37,,,95.2,148
,,54,,2,71,24,6,9,13,14,17,22,27,41,53,,,94.7,148
,,,i9,1,20,9,2,5,6,7,9,10,11,15,16,,,92.1,148
,,54,74,1,71,20,5,7,9,13,15,17,22,32,45,,,94.1,148
SEATTLE WASH,1,57,20,1,16,6,2,3,3,4,4,,7,,12,,,94.8,148
