Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
,1,55,26,,8,2,,,1,1,1,2,,,4,,,95.2,198
,1,54,31,,62,4,,,1,1,1,2,3,2,5,,,91.8,198
,2,54,29,,58,10,,1,1,1,3,3,8,10,42,,,95.5,198
,2,,26,,,4,,1,,2,2,3,4,5,6,,,96.0,198
,2,54 55,55,,58,7,,1,,2,2,3,5,8,16,,,92.4,198
,3,54,3,,29,13,,1,1,1,12,12,12,12,30,,,95.3,198
,4,,29,,4,1,,,1,1,1,1,2,2,3,,,92.8,198
,,54,35,,62,11,,1,1,1,3,6,10,16,45,,,95.5,198
,,55,83,,51,2,,,1,1,1,2,2,3,4,,,94.5,198
,,54 55,118,,62,5,,,1,1,2,2,3,4,9,,,95.2,198
EAST ST LOUIS PLL,1,55 56,is,1,10,4,2,2,3,3,3,4,4,5,8,,,91.2,198
,2,55 56,14,1,5,2,,1,1,2,2,2,3,3,4,,,95.6,198
,,55 56,29,1,10,3,1,1,2,2,3,3,3,4,5,,,95.3,198
EAST CHICAGO END,1,55 56,19,,30,6,1,2,3,3,4,4,5,8,10,,,92.6,198
,2,55 56,26,1,29,7,1,2,2,3,4,5,,12,16,,,93.9,198
,3,55 56,21,1,15,4,1,1,1,2,3,4,4,5,8,,,95.2,198
,4,55 56,20,,16,3,,1,1,2,2,3,3,4,5,,,94.9,198
,,55 56,86,,30,5,1,1,2,2,3,4,5,7,14,,,93.1,198
DETROIT MICH,1,53,16,1,105,34,3,4,7,7,12,39,56,65,69,,,94.8,198
,1,54,5,37,108,59,39,39,49,49,52,52,60,60,119,,,94.7,198
,1,53 54,21,1,108,40,3,6,7,12,39,,57,65,104,,,92.1,198
CINCINNATI OHIO,1,54,64,,71,6,,,1,1,1,2,3,4,22,,,94.3,198
,1,55,27,1,70,7,1,1,2,2,2,3,3,4,5,,,94.8,198
,1,54 55,91,,71,6,,,1,1,2,3,3,4,20,,,94.8,198
,2,54,11,,,10,,,1,1,1,5,12,18,34,,,96.0,198
,4,54,8,,20,4,,1,1,1,1,,4,4,8,,,95.6,198
,5,54,13,,65,19,,1,1,8,16,18,23,30,52,,,93.8,198
,,54,96,,71,8,,,1,1,1,3,4,12,25,,,95.4,198
,,,27,1,70,7,1,1,2,2,2,3,3,4,5,,,94.2,198
,,54 55,123,,71,8,,,1,1,2,3,4,10,25,,,94.4,198
YOUNGSTOWN OHIO,1,57,12,3,29,13,3,7,10,10,12,15,15,18,23,,,95.5,198
MILWAUKEE Wis,1,57,19,4,38,12,4,,7,9,10,12,13,15,23,,,92.9,198
MINNEAPOLIS MINN,1,54,15,,72,16,,,1,1,1,3,30,39,69,,,95.3,198
,1,55,20,,4,2,,1,1,1,2,2,2,3,3,,,95.6,198
,1,54 55,35,,72,8,,1,1,1,2,2,3,4,39,,,94.5,198
KANSAS CITY MO,2,54 56,25,,60,8,,1,1,1,2,2,3,4,39,,,95.2,198
,3,54,4,,39,26,,1,1,34,34,34,37,37,39,,,95.5,198
,4,56,9,,4,1,,,1,1,1,1,1,2,2,,,95.3,198
,,54 56,38,,60,8,,1,1,1,2,2,3,4,36,,,95.6,198
ST LOUIS MO,1,55 56,23,,30,3,,1,1,1,2,,3,3,5,,,84.4,198
NEW ORLEANS LA,1,54 55,26,,1,,,,,,1,1,1,1,1,,,93.5,198
,2,54 55,24,,1,,,,,,1,1,1,1,1,,,93.8,198
,,54 55,50,,1,,,,,,1,1,1,1,1,,,92.9,198
FT WORTH TEXAS,1,54 55,27,,518,19,,,,,1,1,1,1,1,,,93.3,198
LAKEWORTH TEXAS,1,54,3,,29,9,,1,1,1,1,1,1,1,30,,,94.4,198
HOUSTON TEXAS,1,54,23,,,23,1,2,4,5,8,20,26,39,74,,,95.6,198
,1,,56,,5,1,,,1,1,1,1,2,2,3,,,93.5,198
,1,54 55,79,,86,8,,,1,1,1,2,3,5,23,,,94.8,198
BELLAIRE TEXAS,1,54,20,,12,3,,,1,1,1,2,2,3,8,,,94.9,198
,1,55,14,,4,1,,,,1,1,1,1,2,3,,,92.7,198
,1,54 55,34,,12,2,,,1,1,1,1,2,2,6,,,94.9,198
DENVER COL,,54,26,1,24,5,1,2,2,3,3,4,5,7,10,,,94.2,198
SALT LAKE CiTY UTAH,2,54 55,31,,66,10,1,,6,8,9,9,10,10,19,,,92.7,198
ANCHORAGE ALASKA,1,54,31,,750,114,1,7,20,52,91,,143,179,235,,,93.7,198
,1,55,10,,47,11,,1,1,2,3,5,10,18,34,,,92.7,198
,1,54 55,41,,750,89,1,2,7,18,49,85,119,149,220,,,93.3,198
LOS ANGELES CALIF,1,,,,102,,,,,,,,,,,,,91.4,199
,2,54,,,,,,,,,,,,,30,,,93.7,199
,,54,,,10,44,,,,,3g,,,8,98,,,95.2,199
SAN FRANCISCO CALIF,1,55 56,,,,,,,,,,,,,1,,,94.4,199
PASADENA CALIF,1,54,,,13,33,,,,2Q,,,,5,74,,,91.3,199
,1,Sh,,,,,,,,,,,,,6,,,91.0,199
,1,56,,,,5,,,,,,,,,10,,,95.0,199
,1,54 56,,,13,18,,,,,,,,3,52,,,92.4,199
BERKELEY CALIF,1,54 55,,,,5,,,,,,,,,12,,,95.3,199
SAN JOSE CALIF,1,54,,,24,4,,,,,,,,,8,,,94.9,199
,1,,,,,4,,,,,,,,,8,,,96.0,199
,1,56,,,,4,1,,,,,,,,8,,,94.4,199
,1,54 56,57,,24,4,,,,,,,,,8,,,91.3,199
SAN LEANDRO CALIF,1,55 56,30,,,1,,,,,,,,2,3,,,92.5,199
PORTLAND OREGON,1,54,20,,54,19,1,,,,,,36,39,45,,,93.3,199
,1,55,19,,,3,1,,,,,,,4,5,,,94.4,199
,1,54 35,39,,54,11,1,,,,,,,14,39,,,91.1,199
,2,54,,,,18,1,,,,,,,26,52,,,93.0,199
,5,54,10,,,7,1,,,,,,,,12,,,94.2,199
,4,54,10,,,5,1,,,,,,,,9,,,95.0,199
,,,,,,,,,,,,,,26,,,,91.0,199
,,54,55,,,14,1,,,,,,1,,43,,,94.7,199
,,55,19,,,3,1,,,,,,,4,5,,,93.7,199
,,54 55,74,,,11,1,,,,,,,,39,,,94.3,199
SEATTLE WASH,1,57,20,,37,14,6,,,,,,1,,20,,,95.2,199
