Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,1,535,14,1,9,3,1,2,,2,2,3,,,4,,,91.5,197
,1,56,22,,10,3,1,1,,2,2,,4,5,7,,,95.2,197
,1,55 56,36,,10,3,,1,,2,2,3,3,4,5,,,93.7,197
BOSTON MASS,1,55,23,,20,2,,,1,1,1,,1,2,3,,,92.8,197
EVERETT MASS,1,55,26,,7,2,,1,,1,,2,2,3,,,,93.2,197
ELIZABETH N,,55 56,,,5,1,,,,,1,1,1,1,,,,91.4,197
PAULSBORO N,1,55 56,25,,4,1,,,1,1,1,2,2,3,4,,,93.2,197
CAMDEN N J,1,55 56,21,1,5,2,,1,1,,2,2,3,4,4,,,89.6,197
PERTH AMBOY N,1,55 56,23,,61,3,,,,1,1,1,1,2,4,,,94.5,197
TRENTON N J,1,55 56,17,,6,1,,,,1,1,1,1,2,4,,,93.5,197
JERSEY CITY N,1,55 56,23,,13,2,,1,1,1,1,2,2,3,4,,,87.9,197
NEW YORK N Y,2,54,5,,57,27,1,1,7,7,39,39,45,45,60,,,93.4,197
,2,55,42,,61,i1,,1,1,2,3,4,12,24,39,,,92.2,197
,2,56,3,2,4,3,,2,2,2,3,3,3,3,4,,,93.4,197
,2,54 56,50,,61,12,,1,1,2,3,4,13,25,41,,,93.9,197
,3,54 55,23,,31,3,,1,1,2,2,3,4,5,6,,,93.9,197
,,54 S56,73,,61,9,,1,1,2,3,4,,14,37,,,91.6,197
PHILADELPHIA PA,1,54,6,,68,32,1,1,7,7,26,45,45,60,60,,,92.8,197
,1,55,94,1,12,2,,1,1,2,2,2,3 3,3,5,,,92.5,197
,1,56,11,1,4,2,,1,1,2,3,3,4,4,4,,,94.6,197
,1,54 56,iii,,68,4,,1,1,2,2,3,,4,6,,,92.4,197
,3,54,4,,35,12,,1,1,1,1,1,16,16,39,,,95.2,197
,4,56,11,,10,2,,,1,1,1,2,,3,4,,,93.6,197
,,56,9,,4,2,1,1,2,2,2,2,2,3,3,,,94.5,197
,6,56,11,1,5,2,,1,1,1,2,2,3,3,4,,,93.4,197
,7,56,11,1,7,2,,,,1,1,1,2,2,,,,94.5,197
,,54,10,,68,24,,1,,7,16,26,39,45,60,,,95.2,197
,,55,94,1,12,2,,1,1,2,2,2,3,3,5,,,93.8,197
,,56,53,,10,2,,1,1,1,2,2,3,3,4,,,94.9,197
,,54 56,1 57,,68,4,,1,1,1,2,2,3,4,6,,,92.3,197
ALTOONA PA,1,56,13,,3,1,,,,1,1,1,1,1,2,,,94.2,197
BRISTOL PA,1,55 56,18,,5,1,,,,,1,4,1,1,1,,,89.4,197
CHESTER PA,1,56,18,,5,2,,1,1,1,2,3,3,3,4,,,95.0,197
ERIE PA,1,56,25,,3,,,,,,1,1,1,1,1,,,94.3,197
PA,,56,2i,1,6,2,,1,1,2,2,3,3,3,4,,,93.4,197
PA,1,55 56,23,,5,2,,1,1,1,2,2,3,3,4,,,93.7,197
WASHINGTON oc,1,54,26,,98,13,,,1,1,1,1,4,20,45,,,93.4,197
,2,55 56,20,1,7,3,1,1,1,2,2,2,3,4,5,,,93.3,197
,,54 56,46,,98,8,,,1,1,2,2,3,5,20,,,94.2,197
LOUISVILLE KY,1,54,20,,15,5,,1,2,3,3,5,6,6,14,,,94.8,197
,1,55,21,1,13,,1,2,2,3,4,5,7,9,9,,,94.1,197
,1,54 55,41,,15,5,1,1,2,3,4,5,6,8,12,,,94.5,197
,2,54,13,1,4,1,,1,1,1,,2,2,2,3,,,94.9,197
,2,55,10,1,4,2,1,1,1,2,2,2,3,3,4,,,93.1,197
,2,54 55,25,1,4,2,,1,1,1,2,2,2,3,3,,,93.4,197
,3,54,3,,1,,,,,,1,1,1,1,1,,,93.7,197
,,54,36,,is,3,,1,1,,2,3,3,5,6,,,94.5,197
,,55,31,1,13,4,1,1,2,2,3,4,5,7,9,,,93.6,197
,,54 55,67,,15,3,,1,1,2,2,3,4,6,9,,,93.8,197
BALTIMORE MO,,57,18,2,33,9,3,5,6,7,8,8,9,11,12,,,94.4,197
CHARLESTON Ww VA,,,11,5,106,32,5,6,6,7,18,20,26,74,79,,,92.0,197
,4,55,16,,30,10,1,2,4,4,8,10,190,19,20,,,92.9,197
,,54 55,27,,106,,2,4,5,7,10,14,19,20,30,,,94.3,197
TAMPA FLA,1,54 55,28,,9,,,,,,1,1,1,1,1,,,95.2,197
ATLANTA GA,1,54 56,22,1,55,8,,2,3,3,4,4,6,9,18,,,94.3,197
CHATTANOOGA TENN,3,55,14,,11,2,,,1,1,1,1,2,3,4,,,94.4,197
,4,55 56,18,,4,1,,1,1,1,2,2,2,2,3,,,94.6,197
,,55 56,32,,11,2,,,1,1,1,2,2,3,3,,,95.3,197
CHICAGO MeL,1,,,,,26,,1,1,1,18,18,,18 3,,,,86.7,198
