Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
SUBURBAN,,,,,,,,,,,,,,,,,,96.0,27
MIDOLESEX CNTY MASS,1,54,11,,153,102,54,64,70,76,106,125,137,148,162,,,94.6,27
,1,55,25,48,247,95,54,61,76,81,88,95,112,125,148,,,91.5,27
,1,54 55,36,48,247,97,,62,73,80,88,102,116,134,148,,,94.3,27
LAKEHURST N J,1,55,22,25,520,101,46,54,72,78,83,88,95,112,125,,,93.1,27
KANAWHA om W VA,1,54,26,56,257,134,76,83,95,106,120,137,148,168,226,,,88.6,27
,1,55,15,67,252,155,76,1 06,125,131,142,148,207,226,266,,,93.9,27
,1,54 55,41,56,257,141,72,87,102,116,131,142,159,207,244,,,91.4,27
HILLSBOROUGH co FLA,1,53,4,79,149,110,,83,83,90,90,90,148,148,i75,,,90.3,27
,1,54,37,12,220,B81,43,48,53,60,68,74,90,131,148,,,93.1,27
,1,55,19,15,482,137,46,64,76,112,125,137,157,175,226,,,95.5,27
,1,53 55,60,12,482,,44,52,60,69,79,106,128,148,171,,,95.2,27
FULTON CoO GEORGIA,1,53,2,66,159,112,,,76,76,76,76,76,175,175,,,92.4,27
,1,54,42,24,222,106,50,59,76,90,98,106,125,146,188,,,93.1,27
,1,55,20,Ad,301,96,33,590,,70,81,90,106,125,175,,,91.5,27
,1,53 55,64,24,301,103,47,57,68,,93,103,122,144,186,,,93.4,27
HAMILTON COUNTY OHIO,1,53,6,133,388,226,133,133,140,140,148,207,207,371,371,,,93.8,27
,1,54,55,33,355,122,39,50,64,79,98,120,148,199,255,,,92.8,27
,1,,6,71,138,104,76,76,98,98,106,116,116,125,125,,,94.5,27
,1,53 55,67,33,388,130,43,53,71,90,109,128,145,201,255,,,93.2,27
TONKA BAY MINN,1,53,7,45,243,99,43,43,46,54,70,70,76,207,207,,,91.6,27
,1,54,37,41,630,102,44,48,56,64,78,84,98,125,175,,,92.7,27
,1,53 54,44,41,630,102,43,48,54,64,74,82,98,125,196,,,93.5,27
EDINA MINN,1,54,6,65,178,114,76,76,90,90,106,125,125,148,148,,,93.9,27
,,55,23,17,349,105,20,38,49,54,90,101,125,148,244,,,95.3,27
,1,54 55,29,17,349,107,35,39,54,B3,94,102,125,148,207,,,94.1,27
DENVER COUNTY COLO,1,54,21,30,141,78,39,46,54,61,76,85,98,112,125,,,94.2,27
,1,55,22,i9,153,81,26,33,57,64,81,90,101,131,142,,,92.9,27
,1,54 55,43,19,153,80,31,44,56,62,78,88,100,116,137,,,94.8,27
SALT LAKE CO UTAH,1,53,1,138,138,138,,,,,148,148,148,148,148,,,93.3,27
,1,54,27,23,355,89,35,39,49,,68,76,98,125,140,,,95.3,27
,1,55,20,24,,8 3,43,48,52,57,62,70,90,125,162,,,90.0,27
,1,53 55,48,23,355,88,37,46,,57,64,76,106,125,148,,,93.3,27
CNTY ORE,1,54 55,i7,50,451,186,76,90,101,25,175,207,266,305,323,,,90.7,27
GRAND TOTAL,,53 55,471,,630,103,43,53,64,77,89,106,126,146,202,,,94.1,27
NONURBAN,,,,,,,,,,,,,,,,,,91.0,27
LITCHFIELD CNTY CONN,1,54,5,17,81,50,,17,33,33,46,46,83,83,90,,,92.9,27
,1,55,17,,102,56,17,28,41,44,64,67,73,83,90,,,93.1,27
,1,54 55,22,,102,55,16,28,40,43,46,67,73,a3,90,,,94.7,27
