Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
MIDDLESEX CNTY MASS,,,,,120,61,,,,,,67,73,,,,,91.4,39
,1,,,9,200,48,19,26,32,37,42,46,50,59,73,,,93.8,39
,1,55 56,70,9,200,52,20,27,34,40,47,53,62,68,95,,,94.5,39
LAKEHURST N J,1,55,17,19,116,40,21,22,25,31,33,35,38,42,44,,,94.4,39
,1,56,17,24,124,45,24,25,31,32,36,38,51,59,68,,,93.3,39
,1,56,34,19,124,42,22,24,30,32,33,36,42,51,78,,,93.7,39
KANAWHA cQ W VA,1,55,17,25,162,64,25,36,44,Si,95,57,82,90,104,,,87.6,39
,1,56,7,36,187,82,38,38,46,49,S1,,59,159,159,,,91.6,39
,1,55 56,24,25,187,69,25,38,45,50,53,56,82,90,159,,,94.7,39
HILLSBOROUGH co FLA,1,55,19,16,111,39,18,19,28,31,34,36,38,48,,,,90.7,39
,1,56,25,10,80,33,13,18,22,27,31,32,38,44,68,,,95.0,39
,1,55 56,44,10,111,36,17,19,25,29,31,34,38,46,68,,,94.0,39
FULTON CO GEORGIA,1,55,7,39,60,48,41,41,44,46,49,49,,59,59,,,93.5,39
DENVER COUNTY COLO,1,55,20,9,77,34,10,18,19,21,29,36,41,59,,,,93.1,39
,1,,30,13,158,53,23,24,35,45,47,56,62,72,,,,94.2,39
,1,55 56,50,9,158,45,18,22,24,34,39,49,,71,77,,,91.3,39
SALT LAKE CQ UTAH,1,,,17,50,30,17,17,24,25,29,29,36,38,38,,,94.1,39
MULTNOMAH CNTY ORE,,55,5,19,73,46,19,19,38,38,51,51,59,59,78,,,94.2,39
GRAND TOTAL,,55 56,241,9,200,47,19,24,30,35,40,47,53,65,86,,,93.7,39
LITCHFIELO CNTY CONN,1,,,,36,19,8,14,is,ie,,,22,50,33,,,78.8,40
,1,,24,1,,23,7,9,,,,,27,,,,,95.4,40
,1,56,40,1,96,21,8,14,15,16,17,22,24,29,32,,,91.4,40
ACADIA NATNL PARK ME,1,57,18,9,39,19,10,13,17,18,19,20,21,21,29,,,92.7,40
MT MANSFIELD FRST VT,,57,7,8,17,10,7,7,8,8,8,8,9,16,16,,,93.0,40
WORCESTER COUNTY MWD,1,57,24,23,159,67,31,49,52,56,59,64,78,84,104,,,93.3,40
CAPE HATTERAS NC,1,57,8,25,133,41,25,26,26,27,27,28,29,29,33,,,95.0,40
SHENANDOAH PARK VA,1,57,25,,61,17,7,3,9,15,15,16,17,19,38,,,94.7,40
HOLLY RIVER PK W VA,1,57,25,8,26,18,8,14,15,16,17,18,23,24,26,,,93.2,40
GULF SHORES PARK ALA,1,37,15,,23,9,1,6,7,7,8,8,14,15,17,,,92.7,40
FLORIDA KEYS FLORIDA,1,57,14,,30,15,1,8,8,15,15,16,17,17,25,,,89.9,40
OATLAND ISLAND GA,1,57,16,10,158,38,17,19,22,25,29,32,33,,55,,,94.5,40
JACKSON COUNTY MISS,,57,20,8,32,20,8,15,15,16,17,23,24,29,31,,,95.1,40
FT DONELSON TENN,1,57,17,7,48,19,7,8,14,16,20,21,23,25,33,,,91.6,40
SANGAMON COUNTY Pet,1,57,16,9,73,28,,16,18,19,24,26,28,33,44,,,91.8,40
HURON COUNTY MICH,1,57,34,,34,is,7,8,8,14,15,16,17,19,28,,,91.1,40
PERRYS MEMORIAL OHIO,1,57,8,17,43,24,15,16,16,17,19,27,29,29,38,,,95.2,40
ELLIS COUNTY KANSAS,1,57,12,6,26,12,6,6,7,7,8,9,16,17,25,,,95.0,40
cooK COUNTY MINN,1,57,18,8,44,20,8,14,15,16,17,23,24,25,31,,,92.2,40
SHANNON COUNTY MO,1,37,18,,30,10,1,7,7,7,8,15,16,16,17,,,91.4,40
THOMAS COUNTY NEBR,1,,12,9,53,26,8,9,18,19,26,28,29,38,55,,,92.9,40
WARD COUNTY WN OD,1,57,13,,25,11,1,7,7,8,8,15,16,16,22,,,91.7,40
BLACK HILLS FRST S ODO,1,57,5,,20,12,1,1,10,10,11,11,19,19,22,,,90.7,40
CRATERS MOON 1DAHO,1,57,2,,,4,,,1,1,1,1,1,8,,,,90.9,40
YELLOWSTONE PARK wyo,1,57,5,8,43,,7,7,8,8,8,8,9,9,44,,,90.8,40
PT WORONZOF ALASKA,1,55,7,21,135,57,22,22,29,38,44,44,59,90,90,,,93.6,40
,1,56,42,4,124,24,4,6,8,9,11,22,25,38,57,,,94.2,40
,,57,6,,23,12,1,1,8,8,8,16,16,17,17,,,94.8,40
,,55 57,,,135,27,4,7,8,10,20,23,30,44,59,,,90.3,40
GRAND CANYON ARIZ,1,57,26,,,10,1,5,7,8,8,8,9,9,11,,,92.1,40
WAIMANOLO HAWAII,1,57,23,8,49,20,8,9,15,16,17,18,23,25,41,,,92.0,40
GRAND TOTAL,,55 57,473,,159,22,7,8,10,15,16,19,24,29,43,,,94.9,40
