Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
NEWARK N J,1,57,9,10,54,26,12,17,18,20,23,23,26,33,48,,,94.2,51
NEW YORK N Y,,53,,1,2,1,,,1,1,1,1,2,,2,,,90.9,51
,,54,36,,94,14,1,2,5,6,9,10,12,20,35,,,92.5,51
,,55,37,,29,6,,1,1,2,3,5,8,12,20,,,94.6,51
,,56,5,3,19,10,3,3,6,6,9,9,15,is,20,,,94.9,51
,,57,17,5,183,40,6,9,20,28,31,33,48,62,69,,,92.9,51
,,53 57,100,,183,14,,1,3,5,7,10,15,25,38,,,95.4,51
BINGHAMTON N Y,1,,17,3,41,15,6,9,12,13,14,15,18,20,23,,,91.9,51
BUFFALO N Y,2,57,15,2,62,20,2,6,9,i1,15,18,20,26,54,,,90.7,51
SCHENECTADY N Y,1,57,14,6,73,31,6,8,9,15,20,26,42,62,79,,,89.3,51
SYRACUSE N Y,1,57,,4,115,38,6,,8,12,20,42,59,64,88,,,92.3,51
UTICA N Y,1,,16,8,268,38,8,9,,12,14,18,20,42,34,,,85.1,51
PHILADELPHIA PA,,53,14,,13,3,,1,1,1,2,3,4,,15,,,93.4,51
,,54,100,,39,11,1,1,3,8,10,13,15,18,25,,,93.8,51
,,55,129,1,912,25,1,3,4,6,8,10,11,14,23,,,92.1,51
,,56,2,4,16,10,,,4,4,4,4,4,20,20,,,94.6,51
,,57,14,13,223,42,15,20,22,25,26,28,31,33,54,,,93.6,51
,,53 57,259,,912,19,1,2,3,6,9,11,14,18,26,,,94.6,51
PITTSBURGH PA,1,57,17,7,930,102,11,12,17,20,33,42,62,115,145,,,92.5,51
ALLENTOWN PA,1,57,16,4,79,19,5,8,9,12,14,17,20,23,33,,,93.6,51
JOHNSTOWN PA,1,,10,4,127,43,4,12,15,18,20,26,54,69,129,,,95.2,51
LANCASTER PA,,,10,9,468,100,9,18,20,26,33,38,42,54,391,,,94.9,51
SCRANTON PA,1,57,16,3,188,47,12,17,20,26,36,42,54,64,69,,,94.9,51
WASHINGTON OC,,53,10,1,6,2,,1,1,1,3,3,4,,5,,,94.9,51
,,54,33,,39,8,,1,1,2,4,5,8,,26,,,95.2,51
,,55,43,1,46,10,2,3,4,6,,9,11,15,26,,,90.3,51
,,56,34,6,93,26,,14,17,21,23,25,30,35,54,,,94.2,51
,,57,25,2,163,27,9,11,13,i4,16,19,24,30,54,,,90.8,51
,,53 57,145,,163,16,1,3,,7,10,14,,25,36,,,94.9,51
LOUISVILLE KY,,54,40,1,46,9,2,4,4,5,7,9,11,12,18,,,92.8,51
,,55,20,1,50,7,1,2,3,4,5,6,7,,12,,,95.6,51
,,56,3,17,28,23,,20,20,20,26,26,26,26,33,,,95.8,51
,,57,11,16,7268,140,18,20,33,42,62,69,88,145,391,,,93.3,51
,,54 57,74,1,728,29,2,4,5,6,8,10,14,20,590,,,90.7,51
BALTIMORE MO,1,57,23,4,148,31,11,14,16,17,19,23,30,42,64,,,94.6,51
CHARLOTTE NC,1,57,17,11,234,42,i1,12,15,18,23,26,42,54,69,,,91.4,51
WINSTON SALEM NC,1,57,17,6,109,28,9,12,14,17,20,22,25,30,33,,,95.6,51
SAN JUAN PUERTO,1,57,14,5,58,20,,,,,,,,,,,,84.0,52
NORFOLK VA,1,57,16,3,115,33,7,12,16,18,20,26,30,54,69,,,93.4,52
RICHMOND VA,1,57,17,6,243,54,16,17,19,26,31,33,54,101,113,,,95.2,52
CHARLESTON W VA,,53,6,,3,2,1,1,1,1,2,3,3,3,,,,93.1,52
,,54,36,,38,8,1,2,3,4,6,8,9,14,18,,,95.5,52
,,55,6,4,34,15,4,4,10,10,11,12,12,20,20,,,91.6,52
,,56,1,,,,,,,,1,1,1,1,,,,95.2,52
,,57,15,,323,45,8,9,15,20,24,26,38,42,69,,,94.8,52
,,53 57,64,,323,17,1,2,3,6,8,10,14,20,35,,,94.4,52
WHEELUNG W VA,1,57,15,,826,B2,1s,16,19,20,26,28,33,42,113,,,87.6,52
BIRMENGHAM ALA,1,57,14,6,234,56,6,14,15,26,42,48,59,64,1u6,,,92.1,52
TAMPA FLA,1,53,,,2,,,,1,1,1,1,1,1,,,,91.5,52
,1,54,44,,67,10,,1,1,3,5,7,10,ie,26,,,92.9,52
,1,55,39,,130,20,,2,3,4,6,11,15,23,54,,,90.2,52
,1,56,26,4,137,27,5,8,9,12,18,22,26,42,59,,,90.0,52
,,57,23,3,658,113,3,14,17,20,25,33,69,1153,464,,,93.4,52
,1,53 57,137,,658,33,1,2,3,6,10,14,20,33,64,,,93.5,52
MIAMI FLA,1,57,25,4,340,35,5,7,14,16,19,22,26,39,69,,,92.9,52
ATLANTA GA,,53,2,1,2,1,,,1,1,1,1,1,2,,,,95.3,52
,,54,49,,47,9,,1,4,5,7,8,10,13,26,,,95.1,52
,,55,27,1,533,46,3,5,6,8,15,23,31,42,101,,,94.0,52
,,56,4,3,,31,,3,3,26,26,26,48,48,54,,,95.5,52
,,57,,7,238,87,15,33,42,54,88,96,113,,212,,,94.3,52
,,53 57,97,,533,32,1,3,5,7,9,14,27,40,93,,,92.1,52
COLUMBUS GA,1,57,19,4,167,44,9,20,23,26,33,38,54,62,69,,,93.2,52
JACKSON MISS,1,57,16,3,562,116,11,i2,16,17,19,54,69,113,446,,,92.2,52
COLUMBIA sc,1,57,17,2,170,52,12,15,23,33,54,58,65,79,88,,,87.9,52
GREENVELLE sc,1,57,20,9,685,100,,18,25,28,33,42,62,79,305,,,92.4,52
CHATTANOOGA TENN,,55,45,,927,24,1,2,3,4,5,7,11,18,42,,,93.3,52
,,56,2,17,41,29,,,20,20,20,20,20,42,42,,,95.1,52
,,57,ig,2,731,113,16,19,20,33,54,64,88,101,186,,,91.0,52
,,55 57,65,,731,49,2,3,4,6,11,17,26,48,105,,,94.9,52
KNOXVILLE TENN,1,57,16,8,,210,9,11,14,is,26,33,48,79,,,,91.7,52
NASHVILLE TENN,1,57,19,7,145,33,8,12,15,22,25,26,31,42,64,,,94.6,52
CHICAGO PEL,,54,105,,58,11,1,2,3,5,7,10,14,18,24,,,92.2,52
,,55,83,1,669,29,2,3,4,5,7,9,15,24,39,,,94.6,52
,,56,5,9,56,34,9,9,30,30,33,33,54,54,69,,,94.3,52
,,57,1,29,29,29,,,,,33,33,33,33,33,,,89.8,52
,,54 57,194,,669,19,1,2,4,6,8,10,15,21,31,,,92.7,52
SPRINGFIELD ILL,1,57,15,4,721,90,9,11,18,20,24,26,54,113,238,,,88.5,52
EAST CHICAGO IND,,,12,,34,19,8,9,15,18,20,el,22,25,26,,,90.4,52
,,57,56,4,296,44,7,11,17,19,24,30,38,56,65,,,92.4,52
,,55 57,68,4,296,39,7,12,16,19,22,26,34,42,63,,,94.2,52
EVANSVILLE INO,1,57,17,3,148,32,6,14,16,17,19,19,26,54,62,,,93.6,52
FORT WAYNE INO,1,57,19,4,486,53,6,15,18,22,26,28,33,42,69,,,94.1,52
INOEANAPOLIES ENO,1,57,20,6,418,66,15,20,30,36,42,50,58,65,145,,,88.7,52
MICH,,53,33,,5,1,,,1,1,1,1,2,2,,,,92.6,52
,,54,,,11,2,,,1,1,1,2,3,4,,,,95.4,52
,,57,15,3,114,36,8,9,21,22,25,26,42,54,113,,,95.6,52
,,53 57,66,,114,9,,1,1,1,1,2,4,11,25,,,92.4,52
GRAND RAPIDS MICH,1,57,,3,40,19,8,9,il,12,22,22,24,26,33,,,90.5,52
KALAMAZOO MICH,1,57,16,6,706,74,8,9,12,13,15,18,20,33,42,,,93.6,52
LANSING MICH,1,57,17,10,179,33,10,11,12,14,20,28,31,48,54,,,94.4,52
FLINT MICH,1,57,17,9,362,46,14,15,18,20,28,31,38,46,50,,,93.8,52
CINCINNATI OHIO,,53,24,,107,2,,1,1,2,2,3,4,4,,,,90.1,52
,,54,250,,,6,,1,1,2,3,4,6,10,16,,,95.8,52
,,55,55,1,64,11,1,1,2,3,6,9,15,,30,,,94.8,52
,,56,40,6,67,20,8,11,14,16,18,20,22,25,33,,,94.9,52
,,57,,5,219,43,9,15,18,23,28,31,38,42,,,,94.8,52
,,53 57,387,,219,9,,1,2,3,4,6,10,16,23,,,95.7,52
YOUNGSTOWN OHIO,1,57,17,3,1067,108,6,7,11,14,20,23,30,42,145,,,94.4,52
CANTON OHIO,1,57,18,6,75,27,9,15,14,17,20,23,26,33,62,,,92.2,52
CLEVELAND OHIO,,57,18,,1050,85,15,20,22,25,28,31,38,42,59,,,90.6,52
COLUMBUS OHIO,,57,20,4,205,57,17,20,30,33,42,50,62,88,113,,,94.8,52
TOLEDO OHIO,1,57,16,4,501,56,12,13,14,15,23,33,38,48,54,,,93.9,52
LORAIN OHIO,1,57,17,38,1179,99,,,,,,,,,,,,90.9,53
MILWAUKEE wis,1,57,,3,493,63,6,11,12,18,26,36,42,54,129,,,93.1,53
RACINE wis,1,57,15,6,231,45,9,11,15,18,22,24,28,31,212,,,90.1,53
DES MOUNES IOWA,1,57,is,8,705,95,14,16,18,20,26,33,42,88,145,,,87.4,53
KANSAS city KANSAS,1,55 57,11,5,158,43,6,11,12,18,26,33,62,69,38,,,87.3,53
WICHITA KANSAS,1,57,17,5,3240,248,7,9,15,20,33,42,69,113,145,,,93.1,53
MINNEAPOLIS MIENN,1,93,9,,5,2,,1,1,1,2,2,2,4,,,,89.2,53
,1,54,47,,63,7,,1,1,2,4,6,9,12,14,,,93.6,53
,1,55,45,1,30,5,1,1,2,2,3,4,5,7,16,,,94.8,53
,1,56,43,4,92,17,7,9,10,11,14,16,18,20,36,,,94.8,53
,1,57,25,10,468,,10,11,12,14,18,22,38,48,69,,,90.9,53
,1,57,169,,468,15,1,2,3,5,9,11,,17,28,,,94.6,53
DULUTH MINS,1,57,23,2,199,46,5,11,14,16,20,26,38,88,145,,,89.3,53
KANSAS city MO,,53,8,,3,1,,1,1,1,1,2,3,3,,,,86.6,53
,,54,,,31,4,,1,1,1,3,4,5,7,,,,95.7,53
,,55,21,1,80,13,1,2,3,4,9,11,15,18,20,,,94.6,53
,,56,33,,117,27,10,12,13,15,22,26,30,36,54,,,95.1,53
,,57,26,4,634,66,11,14,18,23,30,38,54,88,113,,,95.1,53
,,53 57,1 26,,634,24,1,2,4,7,11,14,20,30,50,,,90.9,53
ST MOQ,,57,1b,8,,155,12,14,15,26,33,62,88,,305,,,88.5,53
OMAHA NEB,1,57,17,3,278,57,7,10,,18,26,30,54,88,145,,,91.5,53
LINCOLN NEB,1,57,17,2,223,43,6,9,1e,20,26,33,39,54,,,,92.9,53
BISMARCK NO,1,57,16,7,331,64,14,15,18,20,38,42,59,69,,,,88.8,53
FALLS,1,57,17,10,549,76,12,13,14,15,20,30,88,105,113,,,93.2,53
LITTLE ROCK ARK,,57,17,10,713,75,11,11,14,18,33,36,42,69,388,,,92.5,53
NEw ORLEANS LA,,54,54,,110,16,2,3,4,5,7,8,i1,23,48,,,90.2,53
,,,52,1,259,24,1,2,4,6,8,12,20,33,50,,,93.2,53
,,56,is,5,53,20,6,8,10,,,26,33,36,42,,,94.3,53
,,57,17,9,1427,151,11,12,15,20,23,25,62,88,391,,,94.4,53
,,54 57,13%,,1427,36,2,4,5,7,9,i3,23,33,54,,,91.4,53
BATON ROUGE LA,1,57,,83,124,49,9,21,22,25,33,50,69,79,101,,,93.8,53
ALBUQUERQUE NM,1,57,15,,S75,119,14,15,18,20,33,79,113,166,,,,92.3,53
TULSA OKLA,1,57,14,10,535,,,ai,11,20,33,38,88,113,145,,,91.2,53
FT WORTH TEXAS,1,53,3,1,,2,,1,1,1,2,2,2,2,,,,94.3,53
,1,54,39,1,44,14,1,4,6,9,11,i2,15,23,36,,,92.2,53
,1,55,45,,152,20,1,1,2,3,6,11,22,28,48,,,93.6,53
,1,56,42,3,127,23,5,8,13,15,i7,20,24,35,48,,,93.2,53
,1,53 56,129,,152,19,1,3,5,8,12,15,21,28,41,,,91.1,53
LAKEWORTH TEXAS,1,,1,2,2,2,,,,,2,2,2,2,,,,95.0,53
,1,54,32,,39,13,3,4,6,8,10,12,16,19,31,,,95.6,53
,1,55,29,1,126,17,2,2,3,4,6,10,14,23,48,,,95.3,53
,1,53 55,62,,126,15,2,3,4,6,9,11,15,20,36,,,94.6,53
HOUSTON TEXAS,,53,10,,4,2,,1,1,1,2,2,3,3,,,,93.7,53
,,54,,,57,12,1,2,3,4,6,8,18,26,33,,,94.8,53
,,55,32,1,196,27,3,5,9,12,13,15,22,31,54,,,92.6,53
,,56,3,5,19,14,,6,6,6,168,18,18,18,20,,,93.1,53
,,57,21,1,539,64,2,7,le,is,26,42,69,96,113,,,93.1,53
,,57,121,,539,24,1,2,4,6,9,14,21,30,54,,,93.4,53
BELLAIRE TEXAS,1,53,2,,1,,,,1,1,1,,1,1,,,,93.2,53
,1,54,22,,42,9,1,1,3,3,4,6,7,20,26,,,95.1,53
,1,,17,,61,8,1,1,2,3,4,4,9,11,12,,,95.2,53
,1,56,2,50,54,52,,,48,48,48,48,48,54,54,,,91.0,53
,1,53 56,43,,61,10,,1,2,3,4,6,9,14,33,,,95.2,53
DALLAS TEXAS,1,57,22,5,999,140,6,8,15,28,31,38,69,238,305,,,95.1,53
SAN ANTONIO TEXAS,1,57,19,8,1618,235,13,14,16,19,22,24,42,88,145,,,93.0,53
EL PASO TEXAS,1,57,19,9,1931,336,14,20,30,38,69,88,172,272,1353,,,93.9,53
CORPUS TEXAS,1,57,20,3,1494,117,9,13,14,15,18,20,26,54,238,,,94.9,53
DENVER COL,,54,26,3,63,18,6,7,9,10,12,14,17,26,33,,,94.8,53
,,55,33,1,339,21,1,2,2,3,6,11,16,20,39,,,93.4,53
,,56,22,1,216,,13,15,26,30,33,42,50,101,113,,,92.1,53
,,57,22,2,1592,225,11,14,18,20,30,54,145,238,642,,,92.7,53
,,54 57,1053,1,1592,70,2,5,9,13,17,22,31,49,129,,,93.5,53
BOISE,1,57,17,6,1423,152,7,14,18,26,33,38,88,134,145,,,93.7,53
HELENA MONTANA,1,37,,7,241,42,8,11,12,20,27,30,33,42,38,,,88.1,53
SALT LAKE ciTy UTAH,,,,,,,,,,,,,,,,,,77.2,54
,,55 4,ay,,170,24,,,,,10,1,1,2,33,,,88.6,54
,,,,,4255,295,,,,,20,3,42,5,391,,,89.0,54
,,56,,15,48,26,13,1,14,1,1,15,,42,54,,,93.2,54
,,57,lo,17,43 50,3068,20,,34,4,48,54,74,79,88,,,87.7,54
,,53 57,76,,564350,827,3,,,1,18,29,40,5,oS,,,84.9,54
CHEYENWE WYO,1,57,2,2,2337,300,2,1,24,3,50,69,,,3051353,,,87.3,54
ANCHORAGE ALASKA,,53,,,,,,,,,,,,,3,,,94.8,54
,,54,46,,110,8,,,,,,,,,12,,,95.4,54
,,55,2,,,5,,,,,,,,,12,,,91.8,54
,,57,29,3,,11,3,,,,,1,12,1,18,,,91.1,54
,,53,10,,11,8,,,,,,,,1,,,,88.0,54
PHOENIX ARIZ,1,57,,15,7319,670,20,2,,3,48,62,,,,,,90.5,54
LOS ANGELES CALIF,,54,ly,,,,,,,,,,,,9,,,82.3,54
,,57,1,6,27,44,12,1,1,2,24,26,3,4,a8,,,92.5,54
,,54 57,34,,,23,,,,,,15,,2,54,,,93.7,54
SAN FRANCISCO CALIF,,55,1,,,,,,,,,,,,,,,93.4,54
,,56,6,,,3,1,,,,,,,,,,,94.8,54
,,57,24,1,69,19,3,,,,1,,2,3,42,,,93.7,54
,,55 37,31,,69,16,1,,,,,1,1,2,42,,,91.7,54
,,,6,,,,,,,,,,,,,,,82.0,54
PASADENA CALIF,1,53,,,,2,1,,,,,,,,3,,,93.1,54
,1,54,25,,B82,,,,,,,,,,42,,,88.0,54
,1,55,36,2,60,8,2,,,,,,,1,18,,,92.1,54
,1,56,,26,43,35,26,2,3,3,38,38,42,4,54,,,90.4,54
,1,57,,2,5 6,24,6,1,1,1,20,,3,3,42,,,91.3,54
,1,53,90,,B82,13,1,,,,,,16,2,37,,,91.6,54
BERKELEY CALIF,1,54,32,,,9,,,,,,,1,2,33,,,90.9,54
,1,55,15,1,25,7,1,,,,,,,,2,,,87.4,54
,,54 55,47,,51,9,,,,,,,,1,24,,,90.4,54
SAWN JOSE CALIF,1,54,30,,110,12,,,,,,,,2,26,,,82.1,54
,1,55,32,1,16,5,1,,,,,,,,9,,,94.5,54
,1,56,16,3,B81,23,3,,,,18,264,,3,42,,,87.7,54
,1,57,,4,68,,7,,1,,164,,20,2,26,,,88.7,54
,1,54 57,95,,110,12,1,,,,,,14,2,29,,,92.4,54
SAAN LEAWDRO CALIF,1,,17,1,40,5,1,,,,,24,,,9,,,91.5,54
,1,56,Ze,,11,24,4,,1,1,,,,3,42,,,90.1,54
,1,55 56,,,112,16,1,,,,,1,,30,38,,,91.8,54
SAN VIEUO CALIF,1,57,,,86,26,10,1,1,1,14,19,264,4,62,,,89.2,54
BURBANK CALIF,1,57,19,3,,21,,1,1,1,,,25,3,39,,,91.5,54
SAN BERNARDIWO CALIF,1,57,16,8,350,233,16,1,1,2,39,464,,6,69,,,87.9,54
HONOLULU HAWAII,,56,23,4,48,18,4,,,,,1,,3,46,,,86.3,54
,,57,26,2,52,17,3,,,,1,2,24,28,33,,,88.5,54
,,56 37,49,2,52,18,4,,,,1,,24,3,42,,,92.3,54
LAS VEGAS NEVADA,,,1s,15,3800,436,18,2,,3,3,,,30,642,,,92.5,54
PORTLAWNO OREGON,,53,16,,,1,,,,,,,,,,,,80.0,54
,,54,,,18,14,,1,1,,,,1,1,42,,,94.5,54
,,55,26,1,,3,,,1,,,,,,,,,95.6,54
,,56,24,2,,26,2,,,10,,,,3,54,,,94.1,54
,,57,21,4,,14,,6,8,,,,,20,33,,,88.6,54
,,53 57,1 75,,138,13,,,1,,,,11,1 6,35,,,92.3,54
SEATTLE ASH,4,57,24,2,79,14,,,4,,9,12,16,19,30,,,90.8,54
