Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,1,,5,1,48,15,1,1,6,6,9,,,,54,,,95.5,51
,1,56,1,14,14,14,,,,,15,15,15,15,15,,,94.7,51
,1,55 56,6,1,48,15,1,1,6,6,9,14,14,,,,,93.1,51
HARTFORD CONN,1,57,21,5,490,50,6,13,14,15,26,30,33,39,,,,92.3,51
NEW HAVEN CONN,1,S7,23,9,169,36,10,11,15,18,23,33,37,40,54,,,90.9,51
STAMFORO CONN,1,57,20,1,304,62,9,11,14,17,20,30,54,68,145,,,90.8,51
PORTLAND MAINE,1,57,14,6,38,18,6,10,11,12,14,15,23,26,38,,,95.5,51
BOSTON MASS,1,55,16,,156,11,,,1,1,,2,2,,4,,,92.8,51
,1,56,14,1,33,9,1,5,5,6,6,7,9,12,20,,,95.3,51
,1,57,18,1,99,27,9,11,12,14,18,22,25,26,69,,,93.7,51
,,55 57,,,156,16,1,1,3,5,7,11,14,20,30,,,94.8,51
EVERETT MASS,1,,4,7,588,154,,7,7,11,11,11,12,12,642,,,92.9,51
,1,56,io,,19,8,1,3,6,7,8,8,9,,12,,,91.5,51
,1,55 56,14,,588,49,1,6,7,8,8,9,11,11,20,,,94.7,51
LAWRENCE MASS,1,57,17,9,83,28,9,11,15,17,i9,29,36,42,,,,93.4,51
LYNN MASS,1,57,17,9,320,583,9,11,13,15,20,30,42,54,113,,,91.9,51
SOMERVILLE MASS,1,57,,1,207,45,4,9,11,is,18,26,39,42,113,,,93.3,51
WORCESTER MASS,1,57,20,5,214,32,6,10,12,14,15,30,33,42,50,,,93.8,51
MANCHESTER N oH,1,57,11,6,140,41,6,8,9,15,20,26,42,69,129,,,90.1,51
PROVIDENCE R I,,53,14,1,14,4,1,2,2,3,3,4,4,,6,,,91.6,51
,,57,16,9,64,24,11,,13,14,15,20,30,33,54,,,91.2,51
,,55,32,1,64,15,2,3,4,6,12,13,i4,26,42,,,93.4,51
BURLINGTON VT,,57,16,5,188,28,,10,10,,14,18,23,26,42,,,93.4,51
WILMINGTON -DEL,1,57,20,,526,60,11,14,23,27,30,33,45,Si,38,,,92.1,51
CAMDEN N J,1,57,17,7,230,41,12,14,16,18,,20,39,54,69,,,94.3,51
JERSEY CITY N J,1,57,Lb,8,385,55,15,21,22,25,28,33,,54,,,,89.6,51
EAST ORANGE WN J,1,57,,9,740,126,8,9,15,20,30,33,48,69,,,,90.3,51
