Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
ST LOUIS MO,1,55 56,23,,20,4,1,1,2,2,2,3,4,6,9,,,87.4,207
NEW ORLEANS LA,1,54 55,26,,8,2,,,1,1,1,2,2,4,5,,,95.2,207
,2,54 55,24,,6,,,,,1,1,1,1,2,3,,,94.3,207
,,54,30,,8,1,,,1,1,1,1,2,3,4,,,92.1,207
FT WORTH TEXAS,1,54 55,29,,6,,,,,,,,,,,,,95.5,207
,,,,,,,,,,,1,1,2,1,2,,,90.8,207
LAKEWORTH TEXAS,1,54,4,,39,12,,1,1,3,3,3,6,,43,,,95.3,207
HOUSTON TEXAS,1,54,20,,6,1,,,1,1,1,1,2,3,5,,,95.6,207
,1,55,56,,7,2,,,1,1,2,2,3,3,4,,,93.8,207
,1,54 55,76,,7,1,,,1,,1,2,3,3,4,,,95.5,207
BELLAIRE TEXAS,1,54,20,,10,3,1,1,1,1,2,2,3,5,8,,,94.2,207
,1,55,14,2,10,3,2,3,3,4,4,5,5,6,9,,,93.5,207
,1,54 55,34,,10,4,1,1,2,2,3,4,5,6,9,,,95.5,207
DENVER,,,,,,,,,,,,,,,,,,62.0,207
COL,1,54 55,23,,7,3,1,2,2,2,3,3,3,4,6,,,91.9,207
SALT LAKE cigTy UTAH,2,54 55,31,,40,6,1,2,3,4,5,6,,8,190,,,87.8,207
ANCHORAGE ALASKA,1,54,40,,63,6,,1,1,1,2,3,,10,12,,,94.9,207
LOS ANGELES CALIF,,54,14,,110,10,,,,1,1,1,2,2,21,,,89.7,207
SAN FRANCISCO CALIF,1,55 56,32,,20,3,,,1,1,1,2,,5,8,,,94.5,207
PASADENA CALIF,1,54,18,,15,2,,,,1,1,1,,3,4,,,94.2,207
,,55,,,20,5,,1,3,4,,6,6,8,9,,,93.2,207
,,,,2,70,43,,2,2,47,47,47,so,590,77,,,92.0,207
,4,54 56,43,,70,7,,1,1,1,3,5,,8,15,,,91.3,207
BERKELEY CALIF,1,54,34,,30,4,,,1,1,1,2,4,,10,,,92.7,208
SAN JOSE CALIF,1,54,25,,14,2,,,,1,1,1,,4,7,,,93.2,208
,1,55,12,,,1,,,1,1,1,1,1,5,5,,,94.5,208
,1,56,20,2,11,5,2,3,3,4,4,5,6,7,,,,94.7,208
,1,54 56,57,,14,3,,,1,1,2,3,4,5,7,,,94.8,208
SAN LEANDRO CALIF,1,56,30,1,30,5,2,2,3,4,4,5,6,6,9,,,93.6,208
PORTLAND OREGON,1,54,20,,80,15,1,5,6,8,11,12,18,23,28,,,94.9,208
,1,55,19,6,80,31,10,19,20,21,31,32,39,42,59,,,92.7,208
,1,54 55,39,,80,23,5,7,10,13,20,21,29,38,43,,,95.8,208
,2,54,15,,24,7,1,2,3,4,6,8,9,12,18,,,95.6,208
,5,54,10,,28,13,1,1,12,13,13,14,15,18,21,,,93.9,208
,4,54,10,,13,3,,,1,1,1,2,2,4,12,,,95.8,208
,,34,55,,80,10,1,1,3,5,9,11,13,16,23,,,92.5,208
,,55,19,6,80,31,10,19,20,21,31,32,39,42,50,,,92.6,208
,,54 55,74,,80,16,1,2,5,9,11,14,19,24,39,,,94.0,208
SEATTLE WASH,1,57,20,,130,47,11,21,28,35,43,48,63,72,83,,,94.9,208
