Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,1,,14,30,100,72,29,32,43,77,83,89,94,96,101,,,94.4,206
,1,56,22,30,300,98,43,50,67,71,75,89,95,103,201,,,94.1,206
,1,55 56,36,30,300,88,32,47,65,70,77,90,94,99,103,,,94.8,206
BOSTON MASS,1,55,23,2,300,96,6,32,48,63,92,95,99,103,2053,,,92.6,206
EVERETT MASS,1,55,26,4,300,86,7,10,31,40,67,77,94,101,210,,,93.6,206
ELt2Z2aBETH N J,1,56,2i,,180,57,5,16,18,40,48,54,63,77,166,,,88.6,206
PAULSBORO N J,1,55 56,25,3,234,42,4,5,10,is,30,35,45,48,148,,,92.4,206
CAMDEN N J,1,55 56,2i,6,120,30,10,11,13,16,21,24,40,47,58,,,87.7,206
PERTH AMBOY N J,1,55 56,23,,120,29,3,8,11,12,18,24,40,50,77,,,94.5,206
TRENTON WN J,1,55 56,17,3,140,33,5,5,7,ait,18,26,37,54,58,,,92.5,206
JERSEY City N J,1,55 56,23,22,600,120,24,43,67,82,89,114,124,133,243,,,89.9,206
NEW YORK N Y,2,54 56,50,,572,210,18,63,83,142,182,249,281,325,478,,,92.8,206
,3,54,25,4,998,362,103,1 89,210,281i,314,350,433,578,720,,,92.1,206
,,54 56,76,,998,257,20,74,137,182,235,261,315,414,531,,,95.0,206
PHILADELPHIA PA,1,54,6,1,465,246,1,1,89,89,158,375,375,467,467,,,94.7,206
,1,55,94,6,260,57,13,23,30,36,41,49,61,T7,i111,,,89.5,206
,1,56,11,10,170,52,10,18,24,28,32,58,67,77,89,,,94.2,206
,1,54 56,111,1,465,66,13,23,30,36,42,,66,87,137,,,94.6,206
,,54,4,,242,64,,1,1,7,7,7,9,,243,,,94.4,206
,4,56,11,5,280,70,5,18,28,37,45,48,50,103,158,,,93.0,206
,5,56,9,4,46,20,4,5,8,18,21,21,23,24,37,,,95.3,206
,6,56,1i,20,160,71,21,28,32,37,67,77,108,114,119,,,89.8,206
,,56,11,,84,17,1,3,4,6,12,12,17,18,,,,94.6,206
,,54,io,,465,173,1,1,7,9,89,158,243,375,467,,,92.9,206
,,55,94,6,260,,13,23,30,36,41,49,61,77,111,,,95.1,206
,,56,53,,280,47,5,11,17,23,29,37,50,72,114,,,93.9,206
,,54 56,157,,465,61,10,17,25,31,39,47,61,85,119,,,93.9,206
ALTOONA PA,1,56,13,,3,1,,,1,1,1,1,1,2,2,,,93.9,206
BRISTOL PA,1,55 56,18,2,55,17,2,3,5,7,8,18,24,28,37,,,90.3,206
CHESTER PA,1,55 56,,4,160,25,7,8,10,11,12,15,21,28,43,,,94.8,206
ERIE PA,1,56,25,,2,,,,,,1,1,1,1,1,,,93.6,206
PITTSBURGH PA,1,56,21,,7,2,1,1,1,1,2,2,2,3,3,,,90.8,206
WELLIAMSPORT PA,2,55 56,23,,10,4,1,2,3,3,4,4,6,7,9,,,86.4,206
WASHINGTON oc,1,54,26,,27,3,,,,,1,1,1,6,15,,,88.8,206
,2,55 56,18,16,200,75,29,32,50,77,82,87,92,95,100,,,91.8,206
,,54 56,44,,200,33,,,1,1,10,21,,82,95,,,94.6,206
LOUISVILLE KY,,54,2i,,25,6,1,1,2,3,3,6,6,7,18,,,92.5,206
,1,55,21,,23,5,2,2,2,3,3,4,6,8,12,,,94.8,206
,1,54 55,42,,25,5,,32,2,3,3,4,6,7,17,,,89.6,206
,2,54,13,,3,,,,,1,1,1,1,2,3,,,91.3,206
,2,55,10,,4,,,1,1,2,2,3,3,3,4,,,94.8,206
,2,54 55,23,,4,1,,,1,1,1,2,2,3,3,,,93.6,206
,3,54,5,,2,,,,1,1,1,1,2,2,2,,,94.6,206
,,54,39,,25,3,,1,1,1,2,2,3,6,7,,,94.7,206
,,,31,,23,4,1,2,2,2,3,3,4,6,8,,,95.7,206
,,54 55,70,,25,4,,1,1,2,2,3,3,6,8,,,95.8,206
BALTIMORE MO,1,57,18,42,430,133,50,67,77,89,98,137,166,174,210,,,92.4,206
CHARLESTON W VA,1,54,,,60,11,,,1,1,2,2,7,9,9,,,93.9,206
,4,55,16,,20,7,1,2,4,5,6,9,9,10,10,,,95.4,206
,,54 55,23,,60,8,,1,2,4,6,8,9,10,20,,,94.4,206
TAMPA FLA,,54 55,27,,94,6,1,1,1,1,2,2,3,4,5,,,92.1,206
ATLANTA GA,1,54 56,19,,380,22,,1,1,1,2,2,2,3,6,,,94.8,206
CHATTANOOGA TENN,3,55,14,,40,4,,1,1,1,1,2,2,2,3,,,93.0,206
,4,55 56,18,,3,1,,1,1,1,1,1,2,2,2,,,94.1,206
,,55 56,32,,40,2,,1,1,1,1,1,2,2,3,,,93.5,206
CHICAGO PEE,1,54,,,,,,,,1,1,7,1,1,2,,,88.0,207
,1,55,28,,50,13,2,4,5,7,9,10,19,20,30,,,95.5,207
,1,54 55,32,,50,11,1,2,4,6,8,9,10,20,30,,,93.7,207
,2,54,30,,54,3,,,,,1,1,,1,9,,,95.3,207
,2,55,26,,90,18,1,2,4,8,9,10,10,32,43,,,92.9,207
,2,54 55,,,90,10,,,1,1,1,,9,10,32,,,92.6,207
,3,54,3,,,,,,,,,1,,,,,,89.5,207
,,,,,,1,,,1,,1,,,,4,,,91.5,207
,4,55,29,,10,4,1,,2,,,,7,,8,,,95.4,207
,,54,37,,54,2,,,,1,1,1,1,2,6,,,90.1,207
,,55,83,,90,11,1,2,3,5,,9,,18,31,,,93.4,207
,,54 55,120,,90,9,,1,1,2,4,7,9,10,21,,,91.2,207
EAST ST LOUIS MLL,1,55 56,15,,7,3,2,,2,3,3,3,4,,6,,,85.3,207
,2,56,14,,6,2,,1,1,2,,2,,,4,,,95.9,207
,,55 56,29,,7,2,1,1,2,,,,,4,4,,,90.5,207
EAST CHICAGO IND,1,55 56,19,,40,13,2,7,8,9,,10,10,20,30,,,92.7,207
,2,35 56,26,,100,19,1,1,3,,,12,20,32,47,,,93.2,207
,3,55 56,21,2,140,31,3,4,7,,10,20,43,48,67,,,91.9,207
,4,56,20,,40,10,1,1,2,,5,6,10,20,32,,,95.1,207
,,55 56,86,,140,18,1,2,5,,9,10,19,30,44,,,92.7,207
DETROIT MICH,1,5 3 54,25,,210,28,1,1,1,2,3,4,10,15,119,,,90.4,207
CINCINNATI OHIO,1,54,56,,10,,,,,,1,1,1,1,,,,90.4,207
,1,55,27,,154,7,1,1,1,2,2,2,2,3,3,,,90.8,207
,1,54,83,,154,2,,,,1,1,1,1,2,3,,,93.5,207
,2,,9,,15,3,,1,1,1,1,1,2,2,,,,91.7,207
,4,,7,,2,1,,,1,1,1,1,2,2,,,,95.4,207
,5,54,14,,10,3,,1,1,1,2,2,2,6,8,,,94.6,207
,,54,86,,15,,,,,1,1,1,1,2,5,,,93.9,207
,,55,27,,154,,1,1,1,2,2,2,2,3,3,,,94.2,207
,,54 55,113,,154,2,,,1,1,1,1,2,2,4,,,93.5,207
YOUNGSTOWN,1,57,12,,16,7,1,4,5,6,7,7,7,10,13,,,92.4,207
MICWAUKEE wis,1,57,19,5,48,20,6,8,9,10,13,18,21,39,43,,,90.7,207
MINNEAPOLIS MINN,1,54 55,33,,30,5,,1,1,1,2,4,6,7,10,,,93.7,207
KANSAS CITY MO,,54 56,23,,40,8,,1,2,3,5,6,10,10,21,,,93.0,207
,3,54,3,,6,2,,1,1,1,1,1,1,1,6,,,94.8,207
,4,55 56,9,,9,2,,1,1,1,1,1,2,2,4,,,93.9,207
,,54 56,35,,40,6,,1,1,2,3,4,6,10,15,,,95.2,207
