Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
,1,55,7,29,115,65,29,29,37,40,,55,76,114,114,,,95.4,11
,1,54 55,22,28,140,83,29,40,65,83,93,101,108,115,120,,,94.1,11
GRAND TOTAL,,53 56,723,,748,69,26,35,42,49,55,63,75,94,119,,,91.6,11
CNTY CONN,,,38,,1387,,24,26,,55,38,,,,,,,80.8,12
,1,,,9,,,,,,,,,,,,,,94.0,12
,1,56,28,9,208,46,21,24,29,34,39,42,45,47,a3,,,92.5,12
,1,54 56,71,8,208,43,21,24,29,33,38,41,45,51,63,,,92.6,12
ACADIA NATNL PARK ME,1,57,18,20,102,38,26,28,29,32,36,39,42,45,,,,92.6,12
MT MANSFIELD FRST VT,1,57,7,15,62,32,15,15,,25,32,32,34,47,47,,,86.9,12
WORCESTER COUNTY MOD,1,57,24,37,94,60,40,49,52,56,59,62,68,73,89,,,93.4,12
CAPE HATTERAS NC,1,57,7,18,74,43,i8,18,21,29,55,55,60,65,65,,,92.0,12
SHENANDOAH PARK VA,1,57,25,14,56,32,20,21,26,27,32,35,38,40,,,,95.1,12
HOLLY RIVER PK W VA,,57,25,13,76,34,18,20,26,27,28,34,42,47,60,,,93.5,12
GULF SHORES PARK ALA,1,57,13,15,71,35,is,,27,29,34,37,40,47,55,,,93.8,12
FLORIDA KEYS FLORIDA,1,57,14,10,47,26,10,13,18,,23,25,29,40,45,,,93.5,12
OATLAND ISLAND GA,1,57,16,22,130,46,29,32,36,38,42,45,47,52,55,,,91.5,12
JACKSON COUNTY MISS,1,57,20,16,223,43,18,25,26,28,29,34,42,47,65,,,92.9,12
FT DONELSON TENN,1,57,17,22,79,44,29,32,36,39,42,45,59,55,65,,,93.2,12
SANGAMON COUNTY PULL,1,57,16,34,122,66,37,40,56,58,61,64,65,89,105,,,91.8,12
HYRON COUNTY MICH,1,57,34,5,132,42,11,18,24,32,36,40,47,62,83,,,93.3,12
PERRYS MEMORIAL OHIO,1,57,8,23,90,51,25,34,34,42,45,47,55,55,89,,,90.3,12
ELLIS COUNTY KANSAS,1,57,11,18,103,45,18,,25,27,37,40,55,65,a9,,,92.4,12
cooK COUNTY MINN,1,57,18,17,202,67,19,21,23,32,42,47,97,105,145,,,92.2,12
SHANNON COUNTY MO,1,57,18,13,75,35,21,24,25,28,31,34,44,47,60,,,93.9,12
THOMAS CO NEBR,,57,12,12,96,33,12,13,15,17,18,21,23,55,97,,,89.1,12
WARD COUNTY N OD,1,57,153,12,460,52,12,13,15,16,17,18,21,25,40,,,86.9,12
BLACK HILLS FRST,1,57,,11,28,17,11,11,15,15,17,17,18,18,29,,,94.4,12
YELLOWSTONE PARK WYO,1,57,5,4,15,,,,,,,,,,15,,,89.4,12
PT WORONZOF ALASKA,1,55,11,17,295,90,17,18,29,40,76,89,114,123,171,,,94.1,12
,1,56,46,5,133,26,,11,13,15,17,22,24,29,,,,93.5,12
,1,57,6,13,39,22,13,13,17,17,18,2i,21,29,29,,,91.0,12
,1,55 57,63,5,295,37,,12,15,17,20,24,28,47,89,,,92.8,12
GRAND CANYON ARIZ,1,57,26,3,61,16,,,,10,13,17,18,21,29,,,93.5,12
WAILMANOLO HAWATI,1,57,23,23,85,41,25,28,30,33,36,37,39,47,80,,,89.9,12
GRAND TOTAL,,54,,3,460,40,13,18,23,27,33,38,45,54,72,,,93.3,12
