Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,,,22,,,,1,2,2,,3,4,5,6,,,,93.0,70
,1,,,1,,3,,1,1,,2,2,3,6,9,,,95.4,70
,1,55 56,36,1,13,4,,1,1,,2,3,4,6,9,,,94.3,70
BOSTON MASS,1,55,23,,6,3,,1,2,2,3,3,3,4,5,,,95.3,70
EVERETT MASS,1,55,26,,34,3,,1,1,1,2,2,3,3,4,,,91.9,70
ELIZABETH N J,1,56,,,6,1,,,1,1,1,1,2,3,5,,,93.6,70
PAULSBORO WN J,1,55 56,25,,16,2,,,,1,1,1,1,1,5,,,90.8,70
CAMDEN W J,1,55 56,21,,7,1,,,,1,1,1,1,2,3,,,93.1,70
PERTH AMBOY WN J,1,56,23,,4,,,,,,1,1,1,1,2,,,91.5,70
TRENTON WN J,1,55 56,17,,6,2,,1,1,2,2,3,3,3,4,,,91.1,70
JERSEY CITY N J,1,56,23,,8,1,,,,1,1,1,1,1,2,,,90.7,70
NEW YORK WN Y,2,54,18,4,92,19,4,5,8,10,,15,17,19,34,,,93.3,70
,2,55,21,2,43,12,2,2,3,4,6,8,9,27,34,,,92.1,70
,2,56,3,6,57,30,,6,6,6,30,30,30,30,61,,,93.6,70
,2,54 56,42,2,92,16,2,3,5,6,9,11,16,29,368,,,93.9,70
,3,54 55,1a,1,3,1,,,,1,1,1,1,2,2,,,91.9,70
,,54,19,1,92,18,3,4,8,10,11,13,16,19,34,,,95.2,70
,,55,38,1,43,7,,1,1,2,2,3,,8,27,,,93.5,70
,,56,3,6,57,30,,6,6,6,30,30,30,30,61,,,92.1,70
,,54 56,60,1,92,132,1,1,2,3,4,8,10,17,32,,,91.9,70
PHILADELPHIA PA,1,54,65,,21,4,1,,2,2,3,3,4,6,13,,,93.5,70
,1,55,281,,30,3,,1,1,2,2,2,3,4,6,,,94.8,70
,1,54 56,347,,30,3,,1,1,2,2,3,3,4,6,,,95.6,70
ALTOONA PA,,56,13,1,6,3,1,2,2,2,3,3,3,4,5,,,95.4,70
BRISTOL PA,,55 56,18,,3,1,,,,,1,1,2,2,2,,,92.4,70
CHESTER PA,,55 56,18,,9,1,,,,1,1,1,1,2,4,,,94.7,70
ERtE PA,1,56,25,,7,1,,1,1,2,1,1,2,2,3,,,92.4,70
PIETTSBURGH PA,1,56,21,1,11,2,1,1,2,,2,3,3,3,4,,,91.5,70
WILL EAMSPORT PA,2,56,23,1,5,2,,1,1,2,2,2,3,3,4,,,89.1,70
WASHINGTON OC,1,54,16,1,19,8,4,4,5,5,7,8,9,11,12,,,94.2,70
