Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
AX I MUM,,,,4,3,5,3,3,4,2,17,,,,,89.6,152
VE R AGE,,,,4,2,5,3,2,3,2,14,,,,,95.7,152
IN I MUM,,,,4,2,5,3,1,2,2,12,,,,,84.5,152
WA UKEE wi s,57,,,,,,,,,,,,,,,69.2,152
UM B ER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,94.6,152
Ax I MUM,,8,19,6,10,4,4,61,5,,3,,,,,88.8,152
VE R AGE,,5,12,4,7,3,4,32,4,14,3,,,,,89.8,152
MIN 1 MUM,,3,5,,5,2,,3,4,13,3,,,,,87.6,152
NNE A POLIS MINN,54 55,,,,,,,,,,,,,,,90.5,152
NUM B ER OF SAMPLES,,8,4,5,3,5,2,,,4,10,4,8,,,95.2,152
MA X,,1,4,4,5,4,3,,5,4,3,2,1,,,93.3,152
AVE RAGE,,8,6,,5,10,4,,14,6,16,6,8,,,95.8,152
MIN 1MUM,,8,1,5,3,3,1,,2,3,8,2,8,,,88.0,152
A NSAS cITy MO,54 56,,,,,,,,,,,,,,,86.0,152
NUMBER OF SAMPLES,,4,3,8,,5,3,2,4,1,1,1,1,,,94.9,152
MAXIMUM,,19,12,15,10,19,21,6,14,3,8,12,is,,,91.5,152
AVERAGE,,10,8,8,6,7,11,4,9,3,8,12,is,,,92.8,152
MINIMUM,,2,4,4,,1,,2,2,3,,12,15,,,89.1,152
Louts moO,5S 56,,,,,,,,,,,,,,,82.0,153
NUMBER OF SAMPLES,,2,2,,2,3,2,2,3,1,,3,2,,,94.8,153
MAX MUM,,7,23,,4,6,19,8,19,7,,12,11,,,94.4,153
AVERAGE,,6,14,,4,5,13,6,17,7,,10,9,,,92.6,153
MiNi moe,,5,5,,4,4,8,5,15,7,6,8,7,,,81.9,153
NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,92.2,153
NUMBER OF SAMPLES,,2,3,3,4,6,6,6,4,4,4 5,5,3,,,93.8,153
MAXIMUM,,3,11,2,2,25,15,4,3,3,,6,22,,,94.7,153
AVERAGE,,2,6,2,2,6,6,2,2,2,4,2,11,,,94.5,153
Mini MUM,,3,3,2,2,1,2,1,1,1,3,1,4,,,82.1,153
FT WORTH TEXAS,54,,,,,,,,,,,,,,,95.0,153
NUMBER OF SAMPLES,,2,3,4,4,5,2,2,2,2,2,2,2,,,95.5,153
MAXIMUM,,4,,19,9,20,7,3,3,4,,12,23,,,92.5,153
AVERAGE,,4,3,7,5,7,7,2,3,2,,8,13,,,93.4,153
MtnNti MUM,,4,2,2,2,1,7,2,3,1,3,,3,,,88.8,153
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,95.0,153
NUMBER OF SAMPLES,,1,7,9,,,14,7,3,6,,9,7,,,92.9,153
MAXIMUM,,13,57,69,16,71,130,130,100,170,52,14,69,,,92.9,153
AVERAGE,,13,27,31,14,38,31,39,48,109,19,7,21,,,94.6,153
MUM,,13,7,6,12,11,2,7,10,2,,3,4,,,88.6,153
BELLAIRE TEXAS,54 ss,,,,,,,,,,,,,,,88.2,153
NUMBER OF SAMPLES,,3,3,4,2,3,3,2,3,3,,2,3,,,95.4,153
MAXIMUM,,28,13,9,2,8,,,14,20,a7,28,84,,,92.8,153
AVERAGE,,16,6,7,1,4,4,9,12,13,13,20,36,,,92.3,153
Mihi MUM,,9,1,4,1,2,3,8,11,9,5,13,11,,,84.1,153
DENVER COL,54,,,,,,,,,,,,,,,91.3,153
NUMBER OF SAMPLES,,2,2,2,2,2,5,2,2,2,2,1,2,,,93.7,153
MAXIMUM,,11,8,39,9,17,12,16,24,22,31,34,27,,,90.8,153
AVERAGE,,7,6,29,9,16,6,18,20,16,21,34,24,,,94.1,153
MikiMuUM,,4,5,20,9,16,3,18,16,10,12,34,22,,,89.2,153
SALT LAKE CITY UTAH,54,,,,,,,,,,,,,,,74.8,153
NUMBER OF SAMPLES,,3,3,2,2,2,6,2,2,2,2,2,3,,,95.4,153
MAXIMUM,,21,42,43,33,14,19,16,14,14,15,47,37,,,92.5,153
AVERAGE,,15,33,26,19,12,9,13,13,13,12,30,24,,,92.6,153
Mint Mul,,,18,10,,11,1,10,13,13,10,14,17,,,81.5,153
ANCHORAGE ALASKA,54 55,,,,,,,,,,,,,,,90.5,153
NUMBER OF SAMPLES,,1,4,4,8,4,7,1,3,3,3,1,3,,,91.6,153
MAXIMUM,,21,57,19,32,11,8,9,8,20,49,1,18,,,89.8,153
AVERAGE,,21,29,8,13,5,3,9,6,16,21,1,10,,,92.7,153
MINIMUM,,21,6,,,1,1,9,3,10,3,1,2,,,89.8,153
LOS AWGELES CALIF,54,,,,,,,2,,,,,,,,80.2,153
NUMBER OF SAMPLES,,,1,4,4,6,2,,,,,,,,,94.8,153
MAXIMUM,,,32,58,141,25,32,46,,,,,,,,91.6,153
AVERAGE,,,32,45,70,13,23,36,,,,,,,,92.0,153
MiENIMUM,,,32,25,22,,14,26,,,,,,,,86.0,153
SAN FRANCISCO CALIF,55 56,,,,,,,,,,,,,,,94.6,153
NUMBER OF SAMPLES,,3,2,2,1,3,2,5,2,3,3,5,1,,,91.1,153
,,3,3,1,2,3,2,1,1,1,2,3,2,,,94.2,153
AVERAGE,,2,2,,2,1,1,,,,1,1,2,,,93.8,153
MiNi Muu,,1,1,,2,,,,,,1,,2,,,77.0,153
PASADENA CALIF,54,,,,,,,,,,,,,,,90.0,153
NUMBER OF SAMPLES,,4,6,3,6,5,5,7,2,4,6,,,,,92.7,153
MAXIMUM,,16,32,42,28,27,40,90,66,132,266,,,,,94.4,153
AVERAGE,,10,19,29,16,9,20,35,57,52,83,,,,,93.7,153
Miki MUM,,6,2,10,4,1,1,8,49,5,3,,,,,86.3,153
BERKELEY CALIF,54,,,,,,,,,,,,,,,95.0,153
NUMBER OF SAMPLES,,3,5,,2,2,2,3,2,3,4,5,4,,,88.8,153
MAXIMUM,,30,si,,10,13,25,12,7,51,60,122,193,,,92.5,153
AVERAGE,,ai,33,,7,10,13,10,6,37,25,39,80,,,92.3,153
MINIMUM,,11,25,,5,7,2,8,6,14,5,8,15,,,89.8,153
SAN JOSE CALIF,54 56,,,,,,,,,,,,,,,83.8,153
NUMBER OF SAMPLES,,4,6,4,2,5,5,5,5,6,4,7,6,,,94.3,153
MAXIMUM,,32,18,9,6,6,9,12,7,16,18,43,44,,,95.0,153
AVERAGE,,16,10,5,5,4,3,5,5,10,12,12,18,,,95.0,153
,,8,3,1,5,3,1,2,4,6,7,3,4,,,93.1,153
SAN LEANDRO CALIF,56,,,,,,,,,,,,,,,92.0,153
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,90.5,153
MAXIMUM,,17,6,17,5,13,a4,14,19,14,15,21,6,,,87.2,153
AVERAGE,,12,6,11,5,13,18,,16,14,12,14,6,,,95.3,153
MINT MUM,,7,6,6,5,13,13,7,132,14,9,6,6,,,80.9,153
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,92.5,153
NUMBER OF SAMPLES,,1,32,9,4,3,,2,7,5,21,20,,,,89.2,153
MAXIMUM,,22,12,19,14,19,,,16,16,71,65,,,,86.9,153
AVERAGE,,22,11,9,6,13,,9,10,10,23,33,,,,93.1,153
MINIMUM,,22,10,1,2,4,,7,6,4,5,6,,,,90.1,153
SEATTLE WASH,57,,,,,,,,,,,,,,,95.3,153
BRUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,3,1,,,,,90.4,153
MAXIMUM,,10,5,8,4,12,5,8,,16,12,,,,,95.0,153
AVERAGE,,9,4,8,2,7,3,6,3,8,12,,,,,95.5,153
MINIMUM,,8,3,8,1,4,2,4,2,4,12,,,,,93.5,153
SUBURBAN,,,,,,,,,,,,,,,,95.0,154
MIOOLESEX CNTY MASS,55,,,,,,,,,,,,,,,80.2,154
NUMBER OF SAMPLES,,2,1,2,,1,,2,,,1,2,3,,,94.6,154
MAX1MUM,,5,3,7,,1,,5,1,9,2,2,2,,,93.4,154
AVERAGE,,3,3,4,,1,,3,,,2,1,1,,,95.9,154
MtNiMUM,,1,3,1,,1,,1,,,2,1,1,,,89.6,154
LA KEHURST AN J,55 56,,,,,,,,,,,,,,,82.7,154
NUMBER OF SAMPLES,,2,1,3,3,2,,1,,2,1,2,1,,,95.4,154
MAX1MUM,,2,,1,3,1,,1,,2,1,3,1,,,95.0,154
AVERAGE,,1,,,1,,,1,,1,1,2,1,,,93.4,154
MINIMUM,,1,,,1,,,1,,1,1,1,1,,,95.1,154
KA NAWHA CO w VA,54 55,,,,,,,,,,,,,,,82.1,154
NUMBER OF SAMPLES,,1,3,2,1,5,,3,1,,2,1,1,,,92.8,154
MAXIMUM,,,2,9,3,7,45,,,,2,,2,,,90.2,154
AVERAGE,,,1,5,3,3,16,,,,1,,2,,,95.5,154
MtNIMUM,,,,1,3,1,,,,,,,2,,,87.2,154
HA MILTON COUNTY OHIO,54 55,,,,,,,,,,,,,,,85.8,154
NUMBER OF SAMPLES,,,1,4,2,5,,4,4,4,4,3,2,,,94.8,154
,,,6,13,18,12,,17,2,5,5,,11,,,95.6,154
AVERAGE,,,6,9,10,7,,7,,1,2,2,7,,,93.4,154
MINIMUM,,,6,3,2,5,,1,,,,,4,,,92.3,154
DE NVER COUNTY cOoLo,54,,,,,,,,,,,,,,,85.6,154
NUMBER OF SAMPLES,,,1,1,4,,,1,,2,2,1,1,,,91.6,154
MAXIMUM,,,2,,,,,1,,7,2,4,,,,87.8,154
AVERAGE,,,2,,,,,1,,4,1,4,,,,96.2,154
MINIMUM,,,2,,,,,1,,1,1,4,,,,94.0,154
NONURBAN,,,,,,,,,,,,,,,,91.0,154
PT WORONZOF ALASKA,55 56,,,,,,,,,,,,,,,91.8,154
NUMBER OF SAMPLES,,1,,1,1,2,,1,2,1,1,1,1,,,90.1,154
MUM,,11,,3,1,5,,1,2,1,3,2,10,,,93.7,154
AVERAGE,,11,,3,1,2,,1,2,1,3,2,10,,,95.0,154
MINIMUM,,11,,3,1,,,1,1,1,3,2,10,,,91.7,154
