Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
,3,54,5,,14,,1,1,2,2,2,2,9,9,15,,,95.0,159
,,54,40,,21,5,1,2,2,3,4,5,6,8,11,,,93.4,159
,,55,31,1,15,4,1,2,2,3,4,5,5,7,9,,,94.2,159
,,54 55,71,,21,5,1,2,2,3,4,5,5,8,10,,,93.4,159
BALTIMORE MD,1,57,18,4,33,9,4,5,5,5,6,8,9,11,16,,,90.6,159
CHARLESTON W VA,,54 55,26,,120,32,1,1,6,8,17,29,43,69,88,,,93.7,159
TAMPA FLA,1,54,30,,16,1,,,,1,1,1,1,2,3,,,94.8,159
ATLANTA GA,1,54 596,25,,30,9,1,2,3,4,7,8,14,15,24,,,92.9,159
CHATTANOOGA TENN,3,s5,14,,76,13,,1,1,2,3,,19,20,27,,,90.4,159
,4,55 56,18,,300,47,2,3,8,10,11,48,58,61,88,,,94.1,159
,,55 56,32,,300,32,1,1,3,8,11,19,21,58,78,,,94.6,159
CHICAGO ee,1,54 55,30,,20,5,,1,2,3,4,5,6,7,11,,,89.8,159
,2,54,30,4,53,27,7,12,21,26,28,29,34,38,46,,,94.9,159
,2,55,26,,30,13,3,4,5,7,10,19,20,21,27,,,95.9,159
,2,54 55,56,,53,20,4,6,9,14,20,26,28,30,38,,,95.4,159
,4,55,29,,60,14,1,1,4,5,8,9,11,21,43,,,93.9,159
,,54,36,,53,23,6,8,12,15,26,28,30,37,43,,,94.5,159
,,55,82,,60,11,1,2,3,4,6,8,10,20,27,,,95.5,159
,,54 55,118,,60,14,1,3,4,6,9,12,20,27,35,,,95.0,159
EAST ST LOUIS,1,,15,,20,8,,,,,,,,,,,,92.3,160
,2,595 56,14,,10,5,1,2,2,5,5,6,6,7,8,,,90.9,160
,,,,,,,,,5,6,6,7,,,10,,,95.4,160
,,55 56,29,,20,6,1,4,,,,,8,,,,,92.6,160
EAST CHICAGO IND,1,55 56,18,,70,23,1,8,8,10,20,21,39,41,43,,,94.0,160
,2,55 56,26,2,120,19,3,5,8,12,14,17,20,29,30,,,94.6,160
,3,55 56,,,24,10,2,3,7,7,9,10,15,17,20,,,94.8,160
,4,55 56,20,,35,10,1,2,4,5,6,8,11,20,24,,,94.3,160
,,55 56,85,,120,16,2,4,7,8,10,15,20,23,36,,,93.1,160
DETROIT MICH,1,53 54,31,8,264,69,15,2i,30,40,46,,78,88,179,,,90.1,160
OHIO,1,54,68,,114,17,3,5,6,8,11,16,21,,37,,,89.9,160
,,595,27,,929,48,1,2,4,6,7,9,18,21,58,,,93.3,160
,1,54 55,95,,929,26,2,4,6,7,10,14,20,27,43,,,95.3,160
,2,54,19,,129,27,2,6,11,,16,16,29,34,69,,,95.5,160
,4,54,20,1,183,23,1,5,6,9,12,19,21,29,30,,,93.3,160
,5,54,24,3,232,35,4,8,14,23,24,25,27,36,88,,,94.0,160
,,54,131,,232,23,3,5,7,10,14,20,25,29,43,,,95.3,160
,,55,27,,929,48,1,2,4,6,7,9,18,21,58,,,94.5,160
,,54 55,158,,929,27,2,5,6,9,,18,24,29,46,,,95.5,160
YOUNGSTOWN OHIO,1,57,12,9,90,42,9,13,18,19,38,48,54,69,88,,,94.0,160
MILWAUKEE Wis,,57,19,,25,5,1,2,3,3,4,4,5,6,7,,,88.6,160
MINNEAPOLIS MINN,,54,16,2,24,7,3,3,4,6,6,7,7,10,11,,,94.4,160
,1,,17,1,8,4,1,2,2,3,3,4,5,6,7,,,94.1,160
,,54 55,33,1,24,5,2,2,3,3,5,6,6,7,10,,,93.9,160
KANSAS ciTy MO,2,54 56,24,,41,5,1,2,2,3,3,4,4,5,10,,,92.1,160
,3,54,5,,32,10,1,1,1,1,6,6,13,13,34,,,94.4,160
,4,55 56,9,,8,2,,,1,1,1,1,2,3,6,,,95.1,160
,,54,,,41,9,,1,1,1,5,6,6,13,34,,,95.2,160
,,55,19,,10,3,,1,2,2,3,3,4,5,8,,,94.6,160
,,56,8,,6,2,1,1,1,2,3,3,4,4,5,,,94.7,160
,,54 56,38,,41,,,1,1,"2,",3,4,5,6,10,,,94.7,160
LouIsS MO,1,55 56,23,,30,5,1,1,2,2,3,5,6,7,10,,,91.5,160
NEW ORLEANS LA,1,54 55,26,,10,1,,,,1,1,1,1,2,3,,,94.7,160
,2,54,24,,9,2,,1,1,1,,2,3,4,5,,,94.2,160
,,54,50,,10,1,,,1,1,1,1,2,3,4,,,92.4,160
FT WORTH TEXAS,1,54,16,,283,19,,,1,1,1,2,2,4,5,,,94.3,160
,1,,14,,4,,,,,1,1,1,1,1,4,,,94.6,160
,1,54 55,30,,283,10,,,1,1,1,1,2,3,4,,,94.5,160
LAKEWORTH TEXAS,1,54,5,2,19,10,2,2,5,5,13,13,15,15,19,,,93.9,160
HOUSTON TEXAS,1,54,25,,140,13,,1,1,1,2,2,5,11,30,,,91.5,160
,1,55,55,,90,12,1,2,2,3,4,5,17,20,34,,,92.8,160
,1,54 55,80,,140,12,,1,2,2,3,4,10,19,30,,,91.2,160
BELLAIRE TEXAS,1,54 55,34,,57,6,,1,1,2,2,3,4,4,20,,,93.9,160
DENVER COL,1,54 55,23,,20,5,1,2,2,3,4,4,5,7,10,,,93.9,160
,,54 55,26,,20,4,1,1,2,3,4,4,5,8,9,,,95.6,160
SALT LAKE CITY UTAH,2,54 55,31,,8,3,1,1,2,2,3,3,4,5,6,,,94.3,160
ANCHORAGE ALASKA,1,54 55,37,,374,23,,1,1,3,12,15,18,24,34,,,94.6,160
LOS ANGELES CALIF,,,18,,186,27,1,9,10,14,15,19,21,30,43,,,93.8,160
SAN FRANCISCO CALIF,1,553,15,,,,,,,,1,1,1,1,1,,,91.7,160
,1,56,,,3,1,,,1,1,1,1,1,2,3,,,94.1,160
,1,56,30,,3,,,,,,1,1,1,1,2,,,94.9,160
PASADENA CALIF,1,54,20,,32,11,,1,4,8,9,12,15,17,29,,,93.9,160
,1,55,21,,19,2,,,,1,1,1,2,4,9,,,94.2,160
,1,54 56,45,,32,6,,,1,1,1,4,9,12,19,,,95.2,160
BERKELEY CALIF,1,54 55,34,1,35,10,1,4,6,9,11,,13,14,16,,,94.9,160
SAN JOSE CALIF,1,54,26,,17,9,1,2,6,8,10,11,12,13,15,,,95.4,160
,1,,12,,i1,5,,,1,1,6,7,7,10,10,,,93.9,160
,1,55,20,,7,1,,,1,1,1,1,2,2,4,,,94.8,160
,1,54 56,58,,17,5,,1,1,2,4,6,9,41,13,,,92.4,160
SAN LEANDRO CALNE,1,55 56,30,,,2,,1,1,,2,,3,,,,,87.1,161
PORTLAND OREGON,1,54,20,,90,34,4,,19,27,34,40,43,,58,,,95.5,161
,1,55,19,,40,15,1,6,9,10,1i,19,20,21,29,,,93.6,161
,1,54,39,,90,25,4,7,10,19,20,27,32,41,51,,,92.6,161
,2,54,15,2,89,40,il,19,24,27,43,48,56,58,61,,,92.7,161
,5,54,10,10,37,32,10,,15,21,27,38,43,48,58,,,91.8,161
,4,,10,6,33,20,6,8,,19,20,20,21,30,32,,,95.4,161
,,54,95,,90,32,8,11,19,23,31,38,43,52,58,,,93.1,161
,,55,19,,40,15,1,6,9,10,11,19,20,21,29,,,92.4,161
,,54,74,,90,28,6,10,14,20,23,29,39,45,57,,,94.8,161
SEATTLE WASH,1,57,20,2,24,7,2,3,4,,5,,7,12,17,,,93.5,161
