Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
,,56,72,1,72,15,1,3,6,i0,11,15,20,25,36,,,94.4,81
,,S7,2,10,19,14,,,10,10,10,10,10,19,19,,,93.1,81
,,54 57,420,,83,19,6,9,11,14,16,19,22,26,32,,,95.4,81
ALTOONA PA,1,56,15,4,16,7,4,4,5,5,7,7,7,8,13,,,94.4,81
BRISTOL PA,1,55 56,18,4,12,7,,6,6,7,7,8,8,8,,,,93.6,81
CHESTER PA,1,55 56,18,2,20,10,3,6,7,7,8,10,12,13,17,,,94.8,81
ERIE PA,1,56,25,2,14,6,3,5,5,6,6,7,7,8,10,,,95.6,81
PITTSBURGH PA,1,56,21,3,29,7,3,4,4,5,5,6,7,9,12,,,92.1,81
WILLIAMSPORT PA,1,55 56,23,3,29,10,4,7,8,8,10,11,12,13,17,,,94.8,81
WASHINGTON OC,1,54,16,7,77,33,14,15,21,22,31,39,41,46,52,,,95.1,81
,2,55 56,20,1,93,17,4,6,7,8,9,9,12,19,46,,,95.6,81
,,54 56,36,1,93,24,6,7,9,10,15,21,31,43,49,,,95.7,81
LOUISVILLE KY,1,54,17,8,37,17,9,9,13,16,18,18,19,23,24,,,93.6,81
,1,55,21,9,47,23,12,14,16,17,21,24,28,34,36,,,93.5,81
,1,54 55,38,8,47,20,9,14,15,17,18,21,23,25,35,,,93.2,81
,2,54,13,4,27,,4,7,7,8,121,12,13,14,25,,,90.4,81
,2,55,10,3,30,13,3,6,7,9,10,12,18,,19,,,94.1,81
,2,54,23,3,30,12,4,7,7,9,11,12,14,18,25,,,93.9,81
,4,57,2,7,15,11,,,7,7,7,7,7,15,15,,,91.9,81
,,54,31,4,37,15,7,8,9,ii,14,16,18,22,24,,,92.9,81
,,,31,3,47,20,7,10,14,16,18,20,24,32,35,,,94.2,81
,,57,2,7,15,11,,,7,7,7,7,7,15,15,,,92.4,81
,,54 57,64,3,47,17,7,9,11,14,16,18,20,24,33,,,94.8,81
BALTIMORE MO,1,57,19,13,42,24,14,16,18,21,24,25,29,32,36,,,93.6,81
CHARLOTTE WNC,1,,25,5,37,14,7,8,11,11,14,15,18,20,22,,,92.4,81
NORFOLK VA,1,57,23,4,112,22,9,11,13,15,16,17,19,27,,,,94.4,82
CHARLESTON W VA,4,55 57,17,1,50,10,2,2,5,6,7,7,10,12,19,,,88.6,82
TAMPA FLA,1,55 57,25,3,35,13,5,7,8,9,,14,17,18,24,,,94.8,82
ATLANTA GA,1,55 56,16,2,60,13,2,5,6,7,,,12,17,22,,,94.8,82
CHATTANOOGA TENN,3,55 57,16,5,40,16,8,10,12,14,15,16,17,19,27,,,91.0,82
,4,55 56,18,5,35,17,9,10,10,11,13,20,21,22,32,,,93.6,82
,,57,34,5,40,17,8,10,11,13,15,16,20,22,32,,,94.6,82
NASHVILLE TENN,1,57,23,,140,30,10,19,22,23,25,30,32,34,39,,,94.9,82
CHICAGO PEL,1,55,28,5,46,15,6,8,10,il,13,14,17,19,25,,,91.7,82
,2,54,24,25,200,75,28,48,52,61,65,72,90,95,124,,,94.7,82
,2,55,25,4,163,33,9,10,13,15,25,28,31,36,92,,,93.1,82
,2,54 55,49,4,200,53,10,15,26,30,46,56,65,B89,97,,,94.0,82
,4,55,29,6,74,21,7,9,11,15,17,20,22,28,41,,,91.9,82
,5,57,2,6,15,10,,,6,6,6,6,6,15,15,,,95.3,82
,,54,24,25,200,75,28,48,52,61,65,72,90,95,124,,,93.6,82
,,55,B82,4,163,23,6,9,11,13,15,19,23,30,44,,,92.8,82
,,57,2,6,15,10,,,6,6,6,6,6,15,15,,,95.2,82
,,54 57,108,4,200,34,7,10,12,15,21,27,38,52,88,,,92.7,82
EAST ST LOUIS ILL,1,55 56,15,5,36,18,5,10,12,13,17,18,27,28,34,,,89.6,82
,2,55 56,14,7,28,12,6,7,9,1141,11,12,14,15,19,,,92.2,82
,,55 56,29,5,36,15,6,9,10,12,13,15,17,19,28,,,93.8,82
EAST CHICAGO IND,,56,19,4,58,25,10,14,16,17,19,25,32,41,46,,,94.6,82
,,55 56,26,10,67,25,12,13,14,17,21,25,26,36,44,,,91.5,82
,,55 56,21,5,59,17,7,7,8,8,14,17,2i,22,32,,,93.0,82
,4,55 56,20,4,56,19,6,9,10,1i,,18,22,29,32,,,91.1,82
,,55 56,86,4,67,22,8,10,12,15,17,,26,31,42,,,93.6,82
INDIANAPOLIS IND,1,57,25,12,55,24,13,14,16,19,22,25,28,32,39,,,91.9,82
CINCINNATI OHIO,1,54,36,1,205,31,5,7,10,,19,25,34,43,56,,,94.3,82
,1,55,27,4,81,15,4,5,6,7,8,9,11,22,32,,,94.7,82
,1,54 55,63,1,205,24,,5,7,9,12,18,25,35,54,,,92.9,82
YOUNGSTOWN,1,57,25,6,36,20,il,13,16,17,20,21,25,28,32,,,94.2,82
CLEVELAND OHIO,1,57,26,5,590,25,6,8,,13,19,36,42,44,46,,,93.7,82
MILWAUKEE WIS,1,57,19,7,62,22,7,10,12,16,18,19,22,32,41,,,92.5,82
DES MOINES tOWA,1,57,26,3,,18,6,9,11,13,14,,23,25,28,,,90.2,82
WICHITA KANSAS,1,57,25,7,25,16,8,9,13,14,15,19,20,21,23,,,93.6,82
MINNEAPOLIS MINN,1,54 55,21,2,30,11,2,2,6,6,8,9,12,19,28,,,89.4,82
KANSAS cCiTY MO,2,55 56,19,2,43,15,5,9,,12,13,14,15,22,25,,,91.1,82
,4,55 56,9,1,14,6,1,2,4,5,,5,7,8,12,,,92.5,82
,,55 56,28,1,43,12,2,5,6,9,11,13,14,15,24,,,93.4,82
ST LOUIS MO,1,55 56,25,4,38,11,5,7,8,9,11,12,13,13,19,,,89.9,82
BISMARCK NO,1,57,23,5,17,10,5,8,10,10,11,12,12,13,14,,,92.5,82
NEW ORLEANS LA,1,54 55,23,,38,13,1,3,,7,9,13,15,22,31,,,94.8,82
,2,54 55,22,,38,11,1,4,7,7,8,,13,19,22,,,93.9,82
,3,57,5,12,22,18,12,12,19,19,20,20,21,21,22,,,93.5,82
,,54 57,50,,38,,1,5,6,7,,13,19,ei,25,,,88.6,82
TULSA OKLA,1,57,19,8,35,17,10,11,14,16,18,18,19,22,27,,,95.1,82
FT WORTH TEXAS,1,54 55,28,2,27,10,2,3,4,5,9,10,14,15,22,,,94.2,82
HOUSTON TEXAS,1,54,15,,27,12,4,5,7,9,10,12,18,19,27,,,95.2,82
,1,55,36,2,83,21,9,10,il,14,18,,24,27,32,,,89.6,82
,1,54 55,71,,83,19,7,9,10,12,17,19,23,26,31,,,93.7,82
,3,57,4,8,67,38,,8,8,32,32,32,52,52,67,,,90.9,82
,,54 57,75,,83,20,7,9,10,12,1,20,24,27,36,,,95.1,82
BELLAIRE TEXAS,1,54,17,5,20,10,5,5,8,9,10,10,11,12,19,,,94.4,82
,1,55,24,2,30,13,2,6,10,13,14,16,18,20,21,,,91.7,82
,1,54 35,41,2,30,12,4,6,9,10,11,14,16,19,21,,,92.6,82
DENVER COL,1,54 55,26,2,30,13,4,7,8,41,12,13,14,,24,,,92.3,83
SALT LAKE CITY UTAH,,54,26,5,110,24,6,9,,14,16,19,21,25,32,,,94.6,83
CHEYENNE 1,1,57,26,5,18,10,7,7,8,10,11,il,12,13,14,,,87.5,83
ANCHORAGE ALASKA,1,54 55,26,,33,8,,1,1,3,,8,,15,17,,,95.6,83
LOS ANGELES CALIF,,54,,122,202,154,,124,124,124,140,140,140,140,202,,,94.1,83
,,57,,13,248,81,19,25,41,81,88,91,94,97,124,,,90.8,83
,,54 57,24,13,248,90,19,32,79,86,89,92,97,117,140,,,94.9,83
SAN FRANCISCO CALIF,,55,17,2,27,7,2,3,4,4,,5,7,12,16,,,94.1,83
,1,56,15,2,34,,2,3,5,6,10,10,22,24,28,,,93.2,83
,1,56,32,2,34,10,2,3,4,5,6,7,10,17,25,,,93.5,83
,2,57,,2,39,20,,2,2,2,22,22,22,22,41,,,94.8,83
,,55,17,2,27,7,2,3,4,4,,5,7,12,16,,,95.3,83
,,54,15,2,34,12,2,3,5,6,10,10,22,24,28,,,94.4,83
,,57,,2,39,20,,2,2,2,22,22,22,22,41,,,94.2,83
,,55 57,35,2,39,11,2,3,4,,6,8,13,21,27,,,93.9,83
PASADENA CALIF,1,54,15,40,404,141,67,76,83,B6,124,132,146,152,373,,,91.8,83
,1,,35,4,480,43,7,10,12,14,21,24,39,46,104,,,94.9,83
,1,54,,21,40,30,,,22,25,25,25,39,39,41,,,95.1,83
,1,54 56,54,,480,69,9,12,17,24,37,44,76,106,146,,,94.5,83
BERKELEY CALIF,1,54 55,28,,183,47,3,9,16,22,25,46,52,67,97,,,91.2,83
SAN JOSE CALIF,1,54,20,2,124,38,9,11,12,15,28,,,,,,,91.8,83
,,,,,,,,,,,,36,46,T2,86,,,87.8,83
,1,55,12,7,178,,7,,10,22,25,41,46,76,169,,,89.5,83
,1,56,20,,104,37,12,18,25,30,36,39,44,54,57,,,95.1,83
,1,54 56,,,178,,9,ai,18,25,32,39,45,57,86,,,92.0,83
SAN LEANDRO CALIF,1,55 56,30,,78,30,7,14,19,25,28,32,34,46,57,,,91.2,83
HONOLULU HAWATEI,1,57,26,3,32,7,2,,4,4,5,5,,,13,,,90.6,83
PORTLAND OREGON,1,54,11,6,160,60,6,13,13,25,49,52,92,97,140,,,94.9,83
,1,,19,1,54,20,2,8,10,13,19,22,25,30,44,,,94.9,83
,1,54 55,30,1,160,35,6,8,12,18,23,28,36,49,92,,,95.2,83
,2,54,10,10,107,50,10,15,25,28,34,36,46,1014,106,,,92.7,83
,5,54,10,20,114,78,22,56,59,70,73,76,104,110,117,,,92.4,83
,4,54,10,43,134,77,46,49,52,59,63,67,76,117,124,,,94.2,83
,,54,41,6,160,66,13,25,36,49,59,72,97,107,121,,,92.8,83
,,,19,1,54,20,2,,10,13,19,22,25,30,44,,,90.1,83
,,54 55,60,,160,,8,13,23,30,44,,67,97,114,,,94.3,83
SEATTLE WASH,1,57,20,,37,19,7,11,,14,20,21,24,28,32,,,93.6,83
