Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
,3,55 56,21,3,100,26,4,7,10,ii,20,,22,48,62,,,91.2,169
,4,55 56,20,1,40,12,3,4,5,5,6,,,22,29,,,95.1,169
,,55 56,86,1,i100,18,4,5,7,9,10,19,21,28,31,,,91.8,169
CINCINNATI OHIO,1,55,23,,99,13,4,5,6,9,10,10,10,,20,,,94.9,169
YOUNGSTOWN OHIO,1,57,12,16,53,35,16,22,26,31,34,37,44,49,52,,,94.2,169
MILWAUKEE Wis,1,57,19,11,70,29,15,17,19,20,22,24,31,41,57,,,91.2,169
MINNEAPOLIS MINN,1,54 55,21,2,60,8,2,3,4,4,5,5,6,10,11,,,91.4,169
KANSAS CITY MO,,55 56,18,4,30,10,5,6,6,7,9,10,,13,18,,,93.6,169
,4,36,,,,3,,1,1,1,4,4,,,5,,,93.0,169
,,55 56,27,,30,8,1,3,4,5,7,8,10,11,17,,,90.3,169
ST LOUIS MO,,55 56,235,4,50,13,4,7,,8,9,10,11,20,22,,,88.2,169
NEW ORLEANS LA,,54 55,24,,,2,,1,1,2,2,3,3,,6,,,93.6,169
,,54 55,22,,,2,,1,1,1,2,2,2,,,,,93.7,169
,,54 55,46,,,2,,1,1,2,2,2,3,3,,,,90.5,169
FT WORTH TEXAS,,54 55,24,1,10,3,1,1,2,2,3,3,4,5,7,,,92.5,169
HOUSTON TEXAS,,54 55,6 4,,60,3,,1,1,2,2,2,3,4,6,,,91.1,169
BELLAIRE TEXAS,1,54,17,,,1,,,1,1,1,1,2,2,3,,,93.7,169
,1,55,14,,10,2,,,1,1,1,2,3,4,6,,,92.1,169
,,54 55,31,,10,1,,,1,1,1,2,2,3,,,,94.9,169
DENVER CoOL,,54 35,23,,20,4,,1,1,1,2,3,5,6,11,,,90.3,169
SALT LAKE city UTAH,2,54 55,26,1,30,11,5,6,6,7,9,10,11,19,22,,,89.8,169
ANCHORAGE ALASKA,,54 55,13,,120,17,1,4,5,7,10,10,,11,22,,,94.5,169
SAN FRANCISCO CALIF,,55 56,32,,30,8,2,2,3,4,5,6,8,11,21,,,94.6,169
PASADENA CALIF,1,55 56,20,,100,30,5,10,11,16,20,22,28,31,93,,,95.1,169
SAN JOSE CALIF,1,55 56,25,4,40,16,5,6,9,10,11,19,21,22,37,,,93.6,169
SAN LEANORO CALIF,1,55 56,30,5,90,17,7,9,10,10,i1,18,20,21,29,,,92.9,169
PORTLAND OREGON,1,54 55,20,20,100,65,28,31,44,52,62,74,88,93,99,,,94.7,169
SEATTLE WASH,1,57,20,22,180,78,23,26,52,66,74,83,"96,",110,123,,,92.2,169
