Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,1,55,14,10,2800,229,10,11,19,22,29,31,4,,62,,,93.4,168
,1,56,22,9,100,39,18,19,20,21,22,31,42,62,93,,,92.8,168
,1,56,36,9,2800,113,11,19,20,21,22,39,44,55,88,,,93.5,168
BOSTON MASS,1,55,23,5,300,42,10,11,20,22,29,31,,44,62,,,93.7,168
EVERETT MASS,1,55,26,3,80,26,4,7,10,il,20,27,29,44,62,,,94.0,168
ELIZABETH N J,1,55 56,20,3,59,19,6,9,10,,15,17,24,29,37,,,93.7,168
PAULSBORO N J,1,55 56,23,3,,17,4,5,8,10,14,16,20,24,37,,,93.4,168
CAMOEN N oJ,1,55 56,19,7,95,25,9,190,413,17,22,23,26,29,31,,,88.0,168
PERTH AMBOY N J,1,55 56,2i,3,53,,5,6,,12,16,1,2,26,44,,,91.1,168
TRENTON WN J,1,55 56,16,,45,16,3,4,,,11,1,20,31,37,,,89.2,168
JERSEY CiTY WN J,1,55 56,21,9,150,43,18,21,2,29,37,4,44,52,74,,,89.2,168
NEW YORK N Y,2,55 56,20,1,210,54,18,22,3,37,44,5,,74,96,,,92.1,168
,,,,,,,,58,,,,,,,,,,64.0,168
,3,54 55,18,29,137,78,31,,5,62,,91,964,99,104,,,92.9,168
,,54 56,38,1,210,65,22,31,41,34,59,6,88,94,,,,89.7,168
PHILADELPHIA PA,1,55,94,5,120,27,9,12,,18,20,2,2,38,50,,,90.9,168
,1,54,11,7,69,23,7,9,11,15,18,2,3,34,37,,,94.0,168
,1,55 56,105,5,120,26,9,12,,17,2,23,29,37,50,,,95.6,168
,4,56,1i,5,130,30,5,13,16,18,2,,,31,,,,94.6,168
,5,56,,7,20,13,7,,1,12,1,13,16,,20,,,91.5,168
,6,54,11,7,98,37,7,1,1,18,3,4,49,52,62,,,91.9,168
,7,56,11,1,83,22,1,,,,1,1,29,31,52,,,92.9,168
,,55,94,5,120,,9,,1,,2,2,29,3,50,,,92.5,168
,,55 546,53,1,130,26,7,1,1,,1,2,,3,52,,,92.5,168
,,56,147,1,130,26,8,1,1,,1,2,26,3,590,,,90.2,168
ALTOONA PA,1,56,13,,10,6,1,,,,,,,,10,,,94.4,168
BRISTOL PA,1,55 56,18,,17,7,1,,,,,,,1,17,,,91.6,168
CHESTER PA,1,55 56,18,,98,16,5,,,,,1,1,1,18,,,94.8,168
ERIE PA,1,56,25,,20,5,1,,,,,,,,11,,,93.1,168
PITTSBURGH PA,1,56,21,,100,14,1,,,,1,1,1,1,22,,,88.4,168
WILLLAMSPORT PA,1,55 56,23,,200,16,1,,,,,,,1,21,,,83.8,168
WASHINGTON DC,2,55 56,17,8,40,24,10,1,1,,2,2,,3,39,,,94.4,168
LOUISVILLE KY,1,54,17,3,32,,3,,,,,,,1,21,,,92.3,168
,1,55,21,,13,5,1,,,,,,,,10,,,95.3,168
,1,54 55,38,,32,7,2,,,,,,,,16,,,92.9,168
,2,54,13,,BO,8,,,,,,,,,9,,,88.8,168
,2,55,10,2,8 6,21,2,,,,1,1,,2,31,,,89.2,168
,2,54 55,23,,86,14,1,,,,,,,1,31,,,92.7,168
,,54,31,,,9,1,,,,,,,1,,,,95.6,168
,,55,31,,86,10,1,,,,,,,1,22,,,92.4,168
,,54 55,62,,86,10,1,,,,,,,1,21,,,92.9,168
BALTIMORE MO,1,57,18,i7,84,41,19,2,2,,3,4,54,5,74,,,93.1,168
CHARLESTON W VA,4,55,16,,10,12,2,,,,,,,1,11,,,88.5,168
TAMPA FLA,1,55,21,2,,6,,,,,,,,,19,,,92.2,168
ATLANTA GA,1,55 56,16,3,,10,,,,,,,,1,,,,93.4,168
CHATTANOOGA TENN,3,55,14,,,4,,,,,,,,,6,,,95.0,168
,4,55 56,18,,,6,,,,,,,,,9,,,92.8,168
,,55 56,32,,,5,1,,,,,,,,9,,,93.8,168
CHICAGO PLL,1,,268,3,10,17,4,,,,,,,2,31,,,88.7,168
,2,55,20,4,10,27,,,1,,2,2,24,4,,,,94.2,168
,4,55,29,,,13,4,,,,1,1,1,2,29,,,95.0,168
,,55,77,,10,18,4,,,,1,1,2,2,39,,,92.4,168
EAST ST LOUIS PEL,1,55 56,,5,,31,,,1,,1,1,24,3,62,,,89.7,168
,2,56,,2,50,,,,,,,,,,9,,,88.4,168
,,55 56,29,2,200,20,,4,,,,,1,2,48,,,92.1,168
EAST CHICAGO 1NO,,55 56,19,,,15s,6,8,10,10,,11,20,22,29,,,91.0,169
,2,55 56,26,2,60,17,4,5,6,8,11,19,,29,31,,,94.4,169
