Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
,4,54 55,51,69,B91,272,119,148,171,191,215,236,305,386,,,,90.3,24
,,53,25,53,1430,456,175,219,266,305,355,386,473,776,916,,,94.8,24
,,54,,21,B91,238,97,124,150,172,202,233,270,326,437,,,92.2,24
,,,49,70,735,258,131,162,187,207,226,240,305,366,425,,,95.3,24
,,53 55,332,21,1430,258,101,132,160,185,215,242,284,356,460,,,93.4,24
KANSAS CITY KANSAS,1,55,13,113,388,213,125,175,180,186,196,202,207,244,340,,,92.6,24
MINNEAPOLIS MUNN,1,53,9,66,675,220,76,90,106,137,148,148,244,288,340,,,91.5,24
,1,54,468,50,376,148,70,82,95,114,129,148,186,216,244,,,88.5,24
,1,55,25,75,494,179,73,,98,106,155,168,244,273,371,,,94.4,24
,1,53 55,82,50,675,166,71,,98,114,134,158,199,240,283,,,92.0,24
KANSAS CITY MO,1,53 54,9,44,424,167,46,90,106,125,137,137,148,175,340,,,95.2,25
,2,54 55,30,80,458,191,101,129,140,153,170,186,202,259,314,,,93.2,25
,3,53 54,23,22,223,114,46,68,76,90,112,1325,140,162,196,,,93.1,25
,4,,11,16,109,56,17,24,33,39,54,70,76,90,106,,,92.6,25
,,53 55,73,16,458,143,46,74,92,109,131,146,168,193,273,,,93.1,25
NEW ORLEANS LA,1,54,26,96,4253,163,106,119,131,137,145,159,170,191,207,,,93.8,25
,1,55,18,41,357,196,59,90,133,1486,207,244,266,277,340,,,90.1,25
,1,54 55,44,41,423,177,90,119,131,142,153,171,201,251,288,,,93.4,25
,2,54,29,48,541,130,si,57,70,85,98,106,137,162,288,,,91.6,25
,2,55,24,14,233,113,64,76,82,90,98,106,133,148,207,,,91.7,25
,2,54 55,53,14,541,122,52,66,78,87,98,111,134,157,226,,,92.2,25
,3,55,5,101,269,160,106,106,137,137,148,148,175,175,268,,,94.2,25
,,54,55,48,,146,57,81,99,114,132,143,160,175,273,,,92.5,25
,,55,47,14,357,150,64,78,90,106,134,145,175,235,270,,,94.1,25
,,54 55,102,14,541,148,59,79,95,,131,144,163,202,272,,,91.5,25
FT WORTH TEXAS,1,53,3,133,392,224,,137,137,137,148,148,148,148,401,,,93.9,25
,1,54,40,32,370,143,61,83,96,110,125,143,175,207,237,,,94.7,25
,1,55,30,16,292,136,59,,90,125,142,159,175,194,226,,,94.1,25
,1,53 55,73,16,392,1453,60,81,97,116,135,151,175,200,239,,,92.8,25
LAKEWORTH TEXAS,1,53,,98,98,98,,,,,106,106,106,106,106,,,94.2,25
,1,54,32,34,366,112,44,51,66,72,83,112,133,175,199,,,93.3,25
,1,,25,,134,72,28,46,59,66,72,76,87,1il,125,,,92.3,25
,1,53 55,56,,366,94,41,,62,69,75,88,114,130,175,,,93.2,25
HOUSTON TEXAS,1,53,11,53,1150,342,54,125,175,207,244,288,371,401,658,,,93.8,25
,1,54,56,,619,177,70,83,101,125,158,179,196,266,323,,,94.6,25
,1,55,30,26,573,174,76,95,112,133,155,175,194,226,288,,,94.9,25
,1,53,97,,1150,195,72,90,109,140,165,164,205,268,350,,,92.4,25
BELLAIRE TEXAS,1,53,2,62,317,189,,,64,64,64,64,64,340,340,,,94.7,25
,1,54,22,56,311,138,70,90,102,112,125,,148,186,207,,,94.7,25
,1,55.,17,44,216,114,64,68,76,106,125,130,139,148,162,,,94.4,25
,1,,41,44,317,130,64,74,93,106,125,135,145,168,207,,,93.4,25
DENVER COL,1,54,49,65,440,170,83,103,125,139,159,179,196,219,259,,,88.9,25
SALT LAKE CITY UTAH,2,53,2,158,270,214,,,175,175,175,175,175,288,288,,,93.5,25
,2,54,29,790,932,261,90,,142,162,181,194,244,371,608,,,91.9,25
,2,,22,103,929,300,116,130,143,175,207,,314,404,717,,,93.7,25
,2,53 55,53,70,932,275,101,130,143,162,189,244,298,360,658,,,90.7,25
ANCHORAGE ALASKA,1,53,10,,670,3886,207,305,323,340,371,401,437,473,558,,,92.2,25
,1,54,48,40,1000,253,114,131,152,171,189,207,244,288,,,,93.9,25
,1,55,25,39,466,193,90,116,140,153,166,175,199,244,3681,,,92.3,25
,1,53 55,83,39,1000,251,110,132,154,171,191,213,277,350,459,,,93.9,25
Los ANGELES CALIF,,54,20,161,1433,531,226,288,401,449,487,516,544,717,916,,,92.1,25
PASADENA CALIF,1,,,361,1730,861,371,371,401,473,658,658,916,1642,642,,,94.2,25
,1,54,25,210,1429,575,314,353,389,437,516,558,633,717,276,,,91.3,25
,1,55,23,150,1177,358,166,216,235,266,340,401,422,442,473,,,93.0,25
,1,53,55,150,1730,S21,219,266,347,381,423,459,541,638,179,,,90.7,25
BERKELEY CALIF,,54 55,60,41,1030,242,76,112,130,143,163,199,244,340,475,,,94.4,25
SAN JOSE CALIF,1,54 55,50,32,849,165,64,83,110,128,145,i160,175,219,340,,,90.5,25
SAN LEANDRO CALIF,1,55,11,94,206,149,106,416,125,133,148,162,175,186,196,,,92.6,25
PORTLAND OREGON,1,53,16,38,1020,401,54,125,244,340,381,425,449,658,717,,,94.7,25
,1,54,36,65,1132,336,116,140,168,196,229,273,340,455,776,,,94.7,25
,1,55,13,74,433,208,76,90,1486,183,199,207,266,268,340,,,92.3,25
,1,53 55,65,38,1132,3236,85,134,175,202,244,298,386,446,737,,,91.1,25
,2,54,30,82,966,3329,98,140,191,216,244,286,360,437,,,,93.1,25
,2,55,16,72,434,1721,90,106,119,125,i140,186,196,226,244,,,91.1,25
,2,54 55,46,732,966,274,95,119,140,,207,236,288,381,473,,,92.9,25
,3,53,1,40,1040f,040,,,,,81,,081,1081,,,,90.7,25
,3,54,6,10,146,66,10,10,17,17,26,76,76,137,137,,,93.5,25
,3,53 54,7,10,1040,205,10,10,17,28s,76,76,137,148,148,,,91.8,25
,4,54,10,277,235,418,268,401,473,276,506,937,,223,348,,,90.5,25
,5,54,10,253,1026,559,as9,273,268,340,401,688,776,916,999,,,89.9,25
,,53,17,38,1040,439,54,125,,360,401,425,473,717,7176,,,92.5,25
,,54,92,10,2356,458,90,139,189,228,266,330,422,737,,,,92.9,25
,,,29,72,434,188,81,106,125,142,164,193,207,266,323,,,90.2,25
,,53 55,138,10,2356,399,84,130,168,205,248,305,394,473,971,,,93.5,25
