Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
SUBURBAN,,,,,,,,,,,,,,,,,,95.0,73
MIDOLESEX CNTY MASS,,55,23,,,2,1,1,,2,2,2,2,,4,,,94.4,73
LAKEHURST N J,,55 56,19,,,,,,,1,2,,3,,4,,,93.6,73
KANAWHA c oO WwW VA,,55,17,,,,,1,,1,2,,3,,4,,,81.5,73
HAMILTON COUNTY OHIO,,54 55,21,,22,,1,1,,2,3,3,4,,6,,,93.9,73
DENVER COUNTY COLO,,54 55,10,,,,,,,1,1,2,2,,3,,,90.1,73
MULTNOMAH CNTY ORE,,54,10,,10,,,1,,2,3,4,,,7,,,92.0,73
GRAND TOTAL,,54 56,100,,22,,,1,,1,2,2,,,5,,,94.5,73
NONURBAN,,,,,,,,,,,,,,,,,,91.0,73
PT WORONZ OF. ALASKA,,55 56,le,,,,,,,,,1,,,,,,85.8,73
