Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,,55,14,,,10,,5,6,8,9,9,10,11,21,,,93.5,128
,,56,22,,70,13,5,6,7,9,10,10,11,20,22,,,91.3,128
,1,55 56,36,,70,12,5,6,7,8,9,10,11,19,21,,,91.8,128
BOSTON MASS,1,,23,34,450,123,37,52,59,,104,117,146,164,243,,,92.9,128
EVERETT MASS,1,55,26,10,550,124,29,44,49,52,70,83,93,140,342,,,94.6,128
ELIZABETH WN J,1,55 56,21,,510,67,5,10,16,29,39,44,55,62,104,,,91.7,128
PAULSBORO WN J,1,55 56,25,,168,57,20,24,35,41,52,62,78,,104,,,93.6,128
CAMDEN N J -,1,55 56,21,13,1500,118,18,22,29,39,44,49,,74,104,,,87.9,128
PERTH AMBOY N J,1,55 56,23,17,120,61,24,29,31,44,60,66,74,96,114,,,94.5,128
TRENTON N J,1,55 56,17,18,550,73,26,28,31,34,37,41,52,68,74,,,92.7,128
JERSEY CETY WNW J,1,55 56,23,14,1200,115,20,28,31,41,52,62,68,74,173,,,84.6,128
NEW YORK NY,2,54 56,50,,102,21,1,6,7,10,13,19,22,33,44,,,89.5,128
,3,54 35,24,,76,17,2,9,10,11,13,16,20,21,31,,,91.5,128
,,54 56,,,102,20,2,7,9,10,13,18,21,29,42,,,92.8,128
PHILADELPHIA PA,1,54,6,49,242,139,52,52,88,88,123,173,173,205,205,,,91.9,128
,1,55,94,,16,4,,1,2,3,4,5,5,6,8,,,95.2,128
,1,56,11,,14,4,1,1,2,2,3,5,5,6,9,,,94.4,128
,1,54 56,1 11,,242,11,1,1,2,3,4,,5,6,9,,,94.3,128
,3,54,4,40,321,125,,44,44,68,68,68,74,74,342,,,94.1,128
,4,56,11,,58,17,,1,1,2,6,16,31,34,37,,,92.4,128
,5,56,9,,28,4,,1,1,1,1,1,2,2,2,,,93.8,128
,6,56,11,,,2,,1,1,2,2,3,3,4,4,,,94.8,128
,7,56,ii,,70,i1,1,1,2,4,5,6,8,9,16,,,90.9,128
,,,10,40,321,133,44,52,68,T4,88,123,173,205,243,,,91.6,128
,,55,94,,16,,,1,2,3,4,5,5,6,8,,,95.7,128
,,56,53,,70,8,,1,1,2,3,4,5,8,2.9,,,94.3,128
,,54 56,157,,321,13,,1,2,3,4,5,6,7,16,,,95.0,128
ALTOONA PA,1,56,13,90,2300,763,104,2 66,288,482,572,626,679,1047,2254,,,94.7,128
