Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
SUBURBAN,,,,,,,,,,,,,,,,,,95.0,141
MIDOLESEX CNTY MASS,1,55,23,,14,3,,1,1,1,2,3,4,4,,,,87.7,141
LAKEHURST WN J,1,55 56,19,,21,2,,,,1,1,1,1,1,,,,91.3,141
KANAWHA CO W VA,1,54 55,23,,51,12,,1,1,1,4,7,9,32,47,,,92.7,141
HILLSBOROUGH CO FLA,1,54,,20,36,30,,21,21,32,32,32,35,35,37,,,92.3,141
FULTON CO GEORGIA,,54,,10,45,29,10,10,26,28,30,30,32,37,37,,,95.2,141
HAMILTON COUNTY OHIO,1,54 55,36,4,75,26,,7,10,12,15,24,35,47,55,,,92.8,141
TONKA BAY MINN,1,54,,32,84,46,30,32,37,40,43,43,47,50,67,,,94.8,141
DENVER COUNTY COLO,,54 5.5,10,3,25,14,,5,6,12,16,17,17,18,21,,,93.1,141
SALT LAKE CO UTAH,1,54,,1,47,30,,1,32,32,37,,43,43,50,,,92.1,141
MULTNOMAH CANTY ORE,1,54,12,2,47,27,,13,20,21,29,31,32,40,43,,,91.7,141
GRAND TOTAL,,54 56,148,,84,19,,1,3,6,12,19,30,37,49,,,94.6,141
NONURBAN,,,,,,,,,,,,,,,,,,90.0,141
PT WORONZOF ALASKA,1,55 56,12,2,23,7,,2,2,5,5,6,8,9,13,,,93.1,141
