Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
LAKEHURST N oJ,,55,2,,1,1,,,1,1,1,1,1,1,1,,,88.8,186
KANAWHA co W VA,1,54,4,,10,3,,1,1,,1,1,4,4,10,,,88.1,186
cO FLA,1,54,2,,7,4,,,2,2,2,2,2,7,7,,,93.9,186
FULTON CoO GEORGIA,1,54,3,,,9,,4,4,4,10,10,10,10,14,,,92.3,186
HAMILTON COUNTY OHIO,1,54,29,,16,1,,,,1,1,1,1,1,4,,,91.4,186
,1,,1,,1,1,,,,,1,1,1,1,1,,,95.6,186
,1,54 55,30,,16,1,,,,,1,1,1,1,4,,,94.1,186
TONKA BAY MINN,1,54,8,,,,,,,,1,1,1,1,1,,,91.2,186
SALT LAKE co UTAH,1,54,5,,29,8,,,1,1,1,1,12,12,30,,,92.8,186
MULTNOMAH CNTY ORE,1,54,12,,2,,,,,,1,1,1,1,1,,,95.2,186
GRAND TOTAL,,54 55,66,,29,2,,,,1,,1,1,2,7,,,94.3,186
