Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Avg_Confidence,Page_Num
=== TABLE 1: Pages 1-8 ===,,,,,,,,,,,,,,,,,,,,,,
,,56,6%,79,720,269,111,145,175,208,257,303,349,392,439,,,,,,89.9,5
,,57,80,,978,233,105,141,171,189,,236,267,300,366,,,,,,94.9,5
,,35 57,228,55,978,252,110,144,171,197,,260,299,346,,,,,,,88.8,5
EVANSVILLE IND,1,57,25,13,170,97,65,69,76,89,97,102,125,130,141,,,,,,91.1,5
FORT WAYNE IND,1,57,26,70,304,138,80,94,105,116,126,136,145,161,219,,,,,,93.1,5
INO,1,57,26,87,260,149,109,116,126,132,142,155,166,183,195,,,,,,90.0,5
DETROIT MICH,1,53,33,137,716,344,154,186,219,290,342,385,453,487,533,,,,,,93.9,5
,,54,19,173,743,334,186,201,264,288,307,317,356,408,453,,,,,,94.7,5
,1,53 54,,137,743,340,171,190,247,289,316,356,408,476,533,,,,,,93.7,5
,2,56,30,89,344,169,110,123,136,148,155,163,171,215,236,,,,,,90.8,5
,3,56,33,23,257,106,40,52,58,76,97,105,123,158,219,,,,,,94.2,5
,4,57,23,48,303,148,89,105,112,119,138,154,171,201,236,,,,,,93.4,5
,,53,33,137,716,344,154,186,219,290,342,385,453,487,533,,,,,,94.4,5
,,54,19,173,743,334,186,201,264,288,307,317,356,408,453,,,,,,95.2,5
,,56,63,23,344,136,50,76,98,113,134,151,162,201,228,,,,,,94.2,5
,,57,23,438,303,148,89,105,,119,138,154,171,201,236,,,,,,92.3,5
,,53 57,1 36,23,743,215,76,107,,152,170,206,248,314,430,,,,,,93.1,5
GRAND RAPIDS MICH,1,57,18,86,355,154,85,93,97,105,117,145,171,219,278,,,,,,88.4,5
KALAMAZOO MICH,1,57,25,37,181,83,44,47,55,62,76,89,99,105,158,,,,,,91.3,5
LANSING MiCH,1,57,26,34,152,91,52,60,72,79,86,105,110,118,123,,,,,,91.5,5
FLINT MICH,1,57,26,70,235,134,85,97,110,115,123,136,145,171,,,,,,,93.0,5
CINCIENWATI OHIO,1,53,,109,444,217,117,129,134,145,171,201,236,327,305,,,,,,87.2,5
,1,54,89,,656,1535,89,108,119,130,144,156,169,187,224,,,,,,90.6,5
,1,55,46,106,430,193,120,131,145,155,168,195,219,250,278,,,,,,93.2,5
,,56,44,71,,190,100,125,135,154,179,194,216,236,294,,,,,,92.4,5
,1,,26,72,237,134,85,94,110,119,134,148,155,165,171,,,,,,93.1,5
,1,53 57,223,,656,172,98,115,127,140,153,168,187,215,270,,,,,,94.5,5
,2,53,4,32,328,149,,34,34,123,123,123,145,145,,,,,,,95.6,5
,2,54,59,39,534,120,60,73,80,87,102,115,,154,191,,,,,,92.0,5
,2,55,5,94,196,151,105,105,,123,171,171,186,186,201,,,,,,92.0,5
,2,53 55,66,32,534,124,60,74,81,89,107,,140,160,195,,,,,,92.3,5
,3,53,3,80,249,139,,83,83,83,89,89,89,89,278,,,,,,92.1,5
,3,54,70,32,364,97,55,,69,77,86,96,105,,152,,,,,,92.1,5
,3,55,le,26,175,101,29,51,76,93,97,101,105,162,171,,,,,,89.0,5
,3,53 55,85,26,364,99,52,61,721,79,89,97,107,127,,,,,,,93.7,5
,4,54,42,17,570,176,76,96,111,134,154,1721,201,230,327,,,,,,91.8,5
,4,55,10,,296,134,55,76,83,89,97,105,171,201,236,,,,,,92.3,5
,4,54,,17,570,168,71,91,101,123,149,167,195,226,311,,,,,,94.6,5
,,53,25,32,444,196,89,114,127,136,158,186,236,327,335,,,,,,93.0,5
,,54,260,17,656,135,62,77,90,103,117,134,153,175,220,,,,,,94.2,5
,,55,73,26,430,167,83,105,123,142,157,169,191,221,,,,,,,93.5,5
,,56,44,71,507,190,100,125,135,154,179,194,216,236,,,,,,,93.2,5
,,57,26,72,237,134,85,94,110,119,134,148,155,165,171,,,,,,92.8,5
,,53 57,426,17,656,149,69,86,102,117,133,150,168,195,esi,,,,,,92.0,5
YOUNGSTOWN OHIO,1,56,20,,651,233,105,112,119,134,181,201,303,385,430,,,,,,91.0,5
,1,57,26,63,406,180,76,94,123,132,145,191,213,,,,,,,,90.5,5
,1,56 57,490,65,651,,89,105,120,132,171,196,236,303,,,,,,,86.7,5
CANTON OHIO,1,,26,70,304,182,110,119,134,145,171,208,222,250,278,,,,,,93.6,5
CLEVELAND OHIO,1,37,26,87,314,1385,111,123,145,152,177,195,213,250,278,,,,,,89.0,5
COLUMBUS OHIO,1,57,2g,77,310,186,123,136,15 2,171,186,196,215,236,,,,,,,89.2,5
TOLEDO OHIO,1,,26,,311,124,65,71,80,,105,134,150,166,201,,,,,,94.1,5
LORAIN OHIO,1,57,26,,398,156,72,83,109,116,127,141,158,236,,,,,,,92.9,5
MILWAUKEE wil Ss,1,,25,64,367,162,89,105,116,123,140,154,166,219,278,,,,,,84.7,5
RACINE wis,1,57,23,56,273,143,62,89,111,123,140,154,171,186,250,,,,,,91.9,5
DES MOINES 1OWA,1,57,26,,458,176,94,105,123,150,166,181,igi,210,227,,,,,,90.5,6
KANSAS CITY KANSAS,1,55,24,100,470,222,130,176,186,201,213,,250,278,315,,,,,,91.4,6
,1,37,8,93,299,157,105,123,123,130,138,145,171,171,201,,,,,,92.1,6
,1,55 57,32,93,470,206,123,134,171,184,197,215,230,278,307,,,,,,93.3,6
,2,56,25,30,463,115,51,58,65,76,89,94,102,145,278,,,,,,93.2,6
,,55,24,100,470,222,130,176,186,201,213,224,250,278,315,,,,,,93.9,6
,,56,25,30,463,115,51,58,65,76,89,94,102,145,278,,,,,,90.9,6
,,57,8,93,299,157,105,123,123,130,138,145,ivi,171,201,,,,,,93.4,6
,,55 57,57,30,470,166,60,80,97,126,145,180,207,247,298,,,,,,92.9,6
WICHITA KANSAS,1,57,26,41,332,103,85,63,72,80,94,109,116,130,145,,,,,,94.0,6
MINNEAPOLIS MINN,1,53,9,77,282,160,83,,114,123,145,145,186,201,278,,,,,,91.9,6
,1,54,48,45,272,110,58,72,83,94,107,117,129,140,161,,,,,,92.6,6
,1,55,95,41,292,124,68,B83,96,105,115,,140,158,191i,,,,,,87.8,6
,1,54,46,46,223,107,63,71,90,96,102,111,,136,162,,,,,,94.7,6
,1,57,27,42,722,147,,76,89,99,114,129,145,181,201,,,,,,93.4,6
,1,53 57,225,41,722,122,63,77,91,100,110,i120,135,153,188,,,,,,90.4,6
DULUTH MINN,1,57,25,25,401,126,55,71,,86,114,127,141,158,219,,,,,,93.3,6
KANSAS CITY MO,1,53,6,27,61,49,29,29,49,49,51,53,53,55,55,,,,,,91.0,6
,1,54,3,48,90,72,,55,55,55,89,89,89,89,105,,,,,,93.4,6
,1,53 5 4,9,27,90,56,29,49,50,52,53,53,55,65,89,,,,,,90.3,6
,2,54,17,57,237,145,94,i100,110,119,152,158,171,191,201,,,,,,92.2,6
,2,55,31,44,528,217,,127,141,162,207,224,247,278,327,,,,,,93.7,6
,2,54,33,107,541,258,123,165,186,207,230,264,327,371,426,,,,,,94.3,6
,2,57,26,70,436,173,105,127,138,145,171,182,190,201,236,,,,,,93.1,6
,2,54 57,107,44,,208,180,125,145,165,185,203,229,270,371,,,,,,94.5,6
,3,53,4,48,73,66,,55,55,65,65,65,83,85,89,,,,,,92.4,6
,3,54,19,52,188,99,65,69,74,89,95,99,105,138,158,,,,,,94.9,6
,3,53 54,23,48,188,94,55,67,72,76,89,95,102,130,158,,,,,,94.0,6
,4,55,33,12,374,110,41,47,55,71,85,105,145,165,201,,,,,,94.1,6
,4,56,16,42,490,151,60,65,72,76,97,123,171,201,303,,,,,,94.5,6
,,55 56,49,12,490,123,44,52,67,74,89,105,150,177,236,,,,,,94.1,6
,,53,10,27,79,,,49,50,52,53,55,60,65,83,,,,,,92.9,6
,,54,39,48,237,117,65,74,91,98,105,119,145,162,166,,,,,,93.4,6
,,55,64,i2,528,162,45,68,89,119,141,164,201,231,303,,,,,,93.4,6
,,56,49,42,S41,223,72,110,150,176,201,224,278,342,412,,,,,,91.4,6
,,57,26,70,436,173,105,127,138,145,171,182,190,201,236,,,,,,93.2,6
,,53 57,,12,541,164,,74,97,119,145,169,193,227,309,,,,,,94.2,6
8 T MO,1,55,27,105,352,200,123,154,174,184,194,201,222,250,278,,,,,,85.3,6
,1,56,43,118,800,250,145,178,191,207,236,251,267,286,327,,,,,,91.9,6
,1,57,25,95,332,182,114,129,145,162,181,,210,227,264,,,,,,94.9,6
,1,55 57,95,95,800,218,129,154,176,187,200,220,243,266,309,,,,,,94.1,6
,2,55,25,99,375,,114,129,145,1721,,,226,236,268,,,,,,94.2,6
,2,54,42,111,430,224,127,145,171,191,208,222,236,303,346,,,,,,90.7,6
,2,55 56,67,99,430,212,123,138,160,184,205,2i7,232,,319,,,,,,93.1,6
,,55,,99,375,196,111,136,166,isi,194,207,,242,272,,,,,,91.2,6
,,546,65,,800,237,137,161,183,199,219,236,265,294,346,,,,,,87.1,6
,,57,25,95,332,182,114,i129,145,i162,181,191,210,227,264,,,,,,89.9,6
,,57,162,95,800,215,124,145,172,186,201,219,236,267,313,,,,,,93.2,6
BRENTWOOD MO,1,55,15,46,203,115,65,71,97,105,114,119,134,145,201,,,,,,90.9,6
,1,546,17,62,157,96,69,72,79,84,89,94,105,117,123,,,,,,92.2,6
,1,55 56,32,46,203,105,65,72,81,89,99,108,115,130,158,,,,,,92.1,6
BRECKENRIDGE MO,1,55,11,50,265,135,51,55,76,89,134,145,171,201,257,,,,,,90.3,6
,1,56,15,70,398,205,,1 17,145,181,201,219,250,264,327,,,,,,94.3,6
,1,56,26,50,398,175,71,Bg,117,130,171,194,219,253,270,,,,,,93.6,6
OMAHA NEB,1,57,26,77,194,122,89,94,100,105,114,123,134,154,171,,,,,,93.4,6
LENCOLN NEB,1,57,26,65,248,132,76,89,101,111,127,138,145,181,201,,,,,,92.1,6
BISMARCK ND,1,537,24,,220,109,55,69,74,94,105,117,132,141,171,,,,,,90.0,6
S1O0UxX FALLS SO,1,57,26,51,169,87,53,58,69,76,82,87,94,111,123,,,,,,87.1,6
LITTLE ROCK ARK,1,57,26,34,170,83,42,47,60,63,76,86,97,123,134,,,,,,92.1,6
NEW ORLEANS LA,,54,26,44,775,107,51,57,63,,80,87,92,100,105,,,,,,91.4,6
,1,55,19,38,159,91,60,68,73,79,84,86,105,117,145,,,,,,94.3,6
,1,54,45,38,775,100,55,61,69,76,82,87,96,105,145,,,,,,92.9,6
,2,54,29,16,155,57,27,32,36,40,47,55,68,76,105,,,,,,92.7,6
,2,55,44,,115,62,36,44,49,55,59,63,76,82,89,,,,,,93.9,6
,2,56,20,34,96,58,42,45,48,,54,58,65,72,83,,,,,,94.6,6
,2,54 56,93,16,155,59,33,39,45,50,56,62,69,79,89,,,,,,92.1,6
,3,55,31,49,167,97,65,76,81,86,93,,105,116,134,,,,,,92.6,6
,3,56,,62,249,128,65,76,89,105,130,145,158,171,201,,,,,,94.0,6
,3,57,26,52,239,108,62,76,84,89,97,105,114,134,171,,,,,,94.7,6
,3,55 57,78,49,249,109,63,77,83,90,98,107,120,139,167,,,,,,93.6,6
,,54,55,16,775,80,32,39,47,56,65,74,84,94,,,,,,,92.0,6
,,55,94,26,167,79,42,53,60,69,78,83,89,101,119,,,,,,93.0,6
,,,41,34,249,94,45,,57,65,76,89,114,145,,,,,,,93.8,6
,,57,26,52,239,108,62,76,84,89,97,105,114,134,171,,,,,,93.4,6
,,5 4 57,216,16,775,86,41,51,59,67,77,85,94,107,137,,,,,,89.2,6
BATON ROUGE LA,1,57,24,,316,170,76,114,130,149,156,164,186,236,303,,,,,,94.4,7
ALBUQUERQUE NM,1,57,22,114,375,201,123,145,161,171,183,195,213,257,327,,,,,,94.2,7
TULSA OKLA,1,57,20,22,268,87,40,49,52,55,72,83,97,123,145,,,,,,93.4,7
FT WORTH TEXAS,1,53,3,79,154,117,,B89,89,89,123,123,123,123,171,,,,,,92.8,7
,1,54,40,35,2928,183,55,76,86,95,103,126,139,154,171,,,,,,94.1,7
,1,55,58,71,559,133,73,85,94,105,114,123,138,is5,189,,,,,,90.1,7
,1,56,46,55,1292,155,71,76,89,100,112,125,150,186,236,,,,,,91.5,7
,1,53 56,,35,2928,153,71,79,90,101,112,125,140,162,201,,,,,,93.5,7
LAKEWORTH TEXAS,1,53,1,98,98,98,,,,,105,105,105,105,105,,,,,,94.1,7
,1,54,32,10,513,136,47,60,a3,97,110,123,150,171,236,,,,,,92.7,7
,1,55,35,32,608,145,47,62,85,110,126,136,152,171,278,,,,,,94.9,7
,1,53 55,68,10,608,140,47,63,81,100,116,133,151,168,236,,,,,,94.3,7
HOUSTON TEXAS,1,53,11,38,301,168,40,76,105,145,181,191,201,236,278,,,,,,94.4,7
,1,54,56,53,399,133,66,72,84,95,108,123,141,201,236,,,,,,93.1,7
,1,55,61,56,292,138,77,86,96,107,118,130,145,186,250,,,,,,94.8,7
,,56,36,45,635,126,65,76,89,99,110,119,130,155,1721,,,,,,93.8,7
,1,53 56,164,38,635,136,68,80,91,103,114,126,147,184,236,,,,,,93.6,7
,2,57,26,14,252,135,60,89,110,119,132,145,158,179,194,,,,,,93.9,7
,,53 57,190,14,635,136,67,80,93,105,116,130,150,182,233,,,,,,94.2,7
BELLAIRE TEXAS,1,53,2,74,241,157,,,76,76,76,76,76,278,278,,,,,,94.5,7
,1,54,22,36,246,136,B3,97,110,115,120,145,155,171,219,,,,,,93.1,7
,1,55,34,56,341,146,83,101,110,119,129,145,162,179,257,,,,,,95.1,7
,,56,7,67,508,195,71,71,76,89,105,105,171,385,385,,,,,,91.0,7
,1,53 56,65,36,508,148,79,94,107,115,123,147,162,183,257,,,,,,90.8,7
DALLAS TEXAS,1,57,25,18,243,119,44,71,93,101,114,123,152,165,201,,,,,,93.1,7
SAN ANTONIO TEXAS,1,57,26,28,630,135,60,68,76,97,114,130,145,171,201,,,,,,94.5,7
EL PASO TEXAS,1,57,28,82,613,215,105,119,134,158,181,219,278,298,327,,,,,,92.6,7
CORPUS CHRISTI TEXAS,1,57,26,35,173,68,42,47,55,,63,69,74,83,,,,,,,93.9,7
DENVER COL,,54,26,52,215,119,65,853,95,102,114,126,132,142,186,,,,,,90.1,7
,1,55,52,37,,158,76,91,101,116,140,157,171,227,303,,,,,,93.4,7
IDF,1,56,40,37,593,18121,89,114,127,145,166,186,207,230,294,,,,,,89.1,7
,1,57,25,15,264,134,83,94,109,116,127,136,154,,219,,,,,,94.8,7
,1,54 57,1435,15,593,153,76,94,107,119,135,151,173,206,257,,,,,,92.8,7
BOISE IDAHO,,,34,48,207,118,68,79,89,102,110,118,132,145,191,,,,,,88.6,7
HELENA MONTANA,1,57,25,17,466,109,25,34,40,62,85,105,129,140,236,,,,,,94.2,7
SALT LAKE CITY UTAH,2,53,2,99,207,153,,,105,105,105,105,105,236,236,,,,,,92.8,7
,2,54,29,54,1070,196,69,83,94,102,117,134,181,303,419,,,,,,94.5,7
,2,,45,74,425,195,117,134,151,162,176,187,201,278,327,,,,,,92.8,7
,2,56,29,80,395,163,95,105,114,123,136,145,165,201,327,,,,,,93.7,7
,2,57,24,68,267,132,80,94,105,119,127,136,150,161,186,,,,,,93.5,7
,2,53 57,129,54,1070,176,87,101,115,130,146,163,183,215,321,,,,,,94.7,7
CHEYENNE WYO,1,57,27,22,130,56,29,32,47,,55,58,63,71,76,,,,,,93.6,7
ANCHORAGE ALASKA,1,53,10,54,15914,358,55,123,130,138,145,201,236,278,737,,,,,,92.6,7
,1,34,48,38,3112,345,63,105,145,176,201,261,366,436,627,,,,,,92.4,7
,1,55,34,22,703,237,44,71,89,105,145,257,327,385,655,,,,,,94.1,7
,1,57,23,40,338,182,40,62,76,154,213,236,264,294,346,,,,,,94.1,7
,1,53 57,115,22,3112,282,57,76,117,152,194,247,306,379,627,,,,,,93.5,7
,2,55,5,106,184,142,114,114,123,123,145,145,186,186,201,,,,,,94.8,7
,2,57,,45,306,151,47,47,65,105,145,145,171,303,303,,,,,,91.0,7
,2,57,12,45,306,147,47,65,114,123,134,145,171,201,303,,,,,,93.9,7
,,53,10,54,1591,358,55,123,130,138,145,201,236,278,737,,,,,,91.9,7
,,54,48,38,3112,345,63,105,145,176,201,261,366,436,627,,,,,,94.9,7
,,55,39,22,703,224,47,76,97,117,145,191,294,366,533,,,,,,94.9,7
,,57,30,40,338,175,47,60,76,145,165,224,264,298,327,,,,,,95.4,7
,,53 57,127,22,3112,269,57,76,112,145,183,236,289,366,513,,,,,,94.1,7
PHOENIX ARIZ,1,57,26,119,488,246,134,150,166,201,227,257,278,327,419,,,,,,91.6,7
LOS ANGELES CALIF,1,54,17,157,372,284,201,213,236,264,290,303,327,350,362,,,,,,93.5,7
,2,54,,109,162,134,,123,123,123,145,145,145,145,,,,,,,94.7,7
,3,57,24,89,361,218,97,134,158,191,219,250,288,307,346,,,,,,92.7,7
,,54,20,109,372,262,145,171,213,236,264,290,315,339,362,,,,,,93.9,7
,,57,24,89,361,218,97,134,158,191,219,250,288,307,346,,,,,,94.8,7
,,54 57,44,89,372,238,114,152,179,215,243,271,300,322,356,,,,,,93.3,7
SAN FRANCISCO CALIF,1,55,18,30,142,73,32,40,47,55,65,80,89,97,130,,,,,,93.1,7
,1,56,31,11,177,66,21,34,45,si,65,73,81,89,114,,,,,,90.2,7
,1,55 56,49,11,177,69,29,37,47,54,65,74,83,93,123,,,,,,92.8,7
,2,,31,42,211,719,44,48,52,58,69,79,89,105,145,,,,,,93.8,7
,,55 57,80,11,211,73,33,44,50,55,65,76,85,98,127,,,,,,92.5,7
PASADENA CALIF,1,53,7,,991,364,76,76,145,278,327,327,385,453,453,,,,,,94.1,8
,1,54,27,41,598,2is,89,105,152,171,189,201,227,264,385,,,,,,91.3,8
,1,55,41,,387,154,65,100,116,129,142,165,189,210,227,,,,,,92.6,8
,1,56,46,42,574,195,94,i23,145,158,175,194,213,257,327,,,,,,93.1,8
,1,57,24,64,269,143,80,105,112,123,145,158,176,186,201,,,,,,94.4,8
,1,53 57,145,41,991,187,83,108,129,146,166,184,203,229,315,,,,,,93.9,8
BERKELEY CALIF,1,54,32,31,298,93,41,45,51,58,71,B81,89,123,236,,,,,,92.2,8
,1,55,49,36,247,95,47,59,67,76,83,89,105,132,162,,,,,,94.6,8
,1,54 55,81,31,298,94,44,51,60,69,80,87,103,130,171,,,,,,92.9,8
SAN JOSE CALIF,1,54,30,37,231,108,44,65,80,93,105,113,120,138,186,,,,,,95.3,8
,1,55,50,25,299,119,47,73,82,89,102,123,152,171,201,,,,,,94.3,8
,1,56,43,21,356,156,76,108,118,129,145,162,181,201,236,,,,,,94.6,8
,1,57,25,27,221,118,34,93,105,110,118,123,145,162,201,,,,,,94.4,8
,1,57,148,,356,127,55,79,93,106,117,133,154,177,210,,,,,,92.3,8
SAN LEANDRO CALIF,1,55,74,52,623,166,89,111,120,134,147,,174,198,268,,,,,,92.6,8
,1,56,41,34,286,137,35,97,112,127,145,157,168,184,201,,,,,,90.7,8
,1,55 56,1215,34,623,156,B6,107,119,132,146,158,171,192,236,,,,,,93.1,8
SAN DIEGO CALIF,1,57,26,32,24i,100,52,60,76,80,87,97,105,145,162,,,,,,93.4,8
BURBANK CALIF,1,,26,41,433,180,89,100,123,145,165,183,195,236,311,,,,,,93.8,8
SAN BERNARDINO CALIF,,57,23,35,470,235,B89,134,158,181,257,286,303,319,,,,,,,92.9,8
HONOLULU HAWAII,1,56,23,23,82,38,25,28,30,31,33,36,39,44,55,,,,,,94.1,8
,1,57,28,30,87,45,31,33,35,36,38,40,47,55,76,,,,,,94.9,8
,1,56 57,,23,87,42,28,30,32,34,37,39,43,51,71,,,,,,92.9,8
,2,56,ii,20,37,28,21,25,26,26,28,28,29,32,34,,,,,,92.5,8
,,56,34,20,82,34,24,26,27,29,31,32,35,39,,,,,,,92.8,8
,,57,28,30,87,45,31,33,35,36,38,40,47,55,76,,,,,,91.4,8
,,56 57,62,20,87,39,26,28,31,32,34,37,39,47,65,,,,,,95.6,8
LAS VEGAS NEVADA,1,57,27,54,468,164,114,123,131,140,149,156,167,191,250,,,,,,93.2,8
PORTLAND OREGON,1,53,17,35,349,150,55,65,89,105,123,158,186,257,278,,,,,,94.4,8
,1,54,36,34,377,136,55,76,89,97,,145,156,171,201,,,,,,95.1,8
,1,55,67,26,210,105,57,69,81,92,101,110,,140,175,,,,,,94.9,8
,1,56,30,27,343,i2e2,40,60,76,93,105,114,123,171,224,,,,,,93.4,8
,1,57,26,32,315,98,38,42,60,68,76,105,117,1364,145,,,,,,90.6,8
,1,53 57,176,26,377,118,46,66,79,91,102,115,,162,197,,,,,,92.5,8
,2,54,30,65,428,176,89,97,105,,145,171,194,236,327,,,,,,92.6,8
,2,55,26,68,205,134,76,95,105,123,145,154,159,168,,,,,,,94.7,8
,2,56,13,58,384,145,60,69,72,76,123,134,145,236,278,,,,,,94.3,8
,2,54 56,69,58,428,154,71,92,102,125,141,154,169,197,257,,,,,,93.6,8
,3,33,1,249,249,249,,,,,278,278,278,278,278,,,,,,92.7,8
,3,54,6,35,166,74,37,37,40,40,47,76,76,105,105,,,,,,94.3,8
,3,53 54,7,35,249,99,37,37,40,47,76,76,105,171,171,,,,,,94.8,8
,4,54,,147,632,382,171,,236,327,419,453,480,506,533,,,,,,92.5,8
,5,54,10,188,418,267,177,83,189,195,201,303,327,356,,,,,,,93.1,8
,6,55,6,58,151,97,60,60,65,65,76,89,a9,158,158,,,,,,87.5,8
,,53,18,35,349,156,,83,89,105,123,171,201,250,278,,,,,,93.6,8
,,54,92,34,632,186,67,89,101,129,154,173,194,294,396,,,,,,94.4,8
,,,99,26,210,112,61,73,86,97,106,119,137,156,,,,,,,93.4,8
,,56,43,27,384,129,47,65,74,89,108,118,138,201,257,,,,,,94.4,8
,,57,26,32,315,98,38,42,60,68,76,105,117,134,145,,,,,,93.8,8
,,53,278,26,632,141,56,721,87,99,114,,160,187,266,,,,,,92.5,8
SEATTLE WASH,1,57,25,41,446,124,51,60,,108,117,123,140,154,201,,,,,,92.3,8
=== TABLE 2: Pages 9-10 ===,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT T OTAL,,163,,454,143,,82,97,110,127,143,173,,243,,,,,,,93.0,9
MAINE TOTAL,57,18,46,265,121,47,,85,97,114,130,145,154,171,,,,,,,92.1,9
MASSACHUSETS TOT AL,4 57,372,20,472,117,52,70,83,94,106,121,i38,159,195,,,,,,,89.8,9
NEW HAMPSHRE TOT AL,57,17,,152,70,44,47,52,58,65,68,73,97,105,,,,,,,92.9,9
HODE ISL A NO TOT AL,54 57,73,17,289,97,34,47,69,80,88,103,117,132,171,,,,,,,93.0,9
ERMONT T 0 TAL,57,26,24,83,,34,36,40,44,49,55,65,72,76,,,,,,,93.5,9
ELAWARE T OTAL,57,28,77,481,188,94,1 10,119,138,162,186,236,264,311,,,,,,,92.9,9
Ew JERSE Y TOTAL,57,422,26,971,144,66,,96,111,126,141,163,,40,,,,,,,92.1,9
Ew YORK T OTA L,53 57,376,38,642,175,72,94,115,138,160,183,211,243,305,,,,,,,91.1,9
ENNSYLVA N 1A TOT AL,53 57,570,25,,206,85,1 13,138,159,182,207,233,273,343,,,,,,,92.2,9
Is COLUM 8 LA TOT AL,53 57,154,41,459,140,76,95,106,120,131,142,159,180,2109,,,,,,,88.7,9
ENTUCKY T OTA,54 57,129,43,384,166,94,1 09,i23,137,153,170,168,213,262,,,,,,,92.9,9
ARYLAND T OTA,56 57,54,77,729,200,100,1 17,130,145,167,188,222,268,327,,,,,,,92.3,9
CcAROLt N A OTA,57,51,,322,111,58,65,79,91,101,114,,142,171,,,,,,,87.9,9
VERTO Rt c 0 T OTA,57,21,45,132,73,49,52,55,62,69,74,79,86,105,,,,,,,88.0,9
IRGt WIA T OTA,57,,50,232,106,65,76,a9,96,105,112,119,130,150,,,,,,,85.6,9
4 EST VERG t nan TOT AL,53 57,163,44,793,246,79,1,125,153,186,244,320,305,400,,,,,,,89.4,9
LABA MA T 0 TAL,57,25,50,285,129,65,81,89,100,117,145,161,171,201,,,,,,,92.1,9
LORI DA T 0 TAL,53 57,182,31,377,87,50,58,66,73,80,90,99,111,133,,,,,,,92.8,9
EORG LA T 0 TAL,5 3 57,,31,421,130,70,89,98,107,120,133,,168,208,,,,,,,89.1,9
P T OTA,57,24,15,198,76,21,49,53,60,65,76,86,105,145,,,,,,,91.9,9
CA ROLIN A T OTA,57,53,46,285,109,59,76,83,90,97,103,129,142,171,,,,,,,90.3,9
ENNE SSEE TOT AL,54 57,260,25,644,166,68,89,109,128,148,169,196,236,292,,,,,,,91.7,9
1 LL InOIS T OTAL,54 57,476,14,865,,77,1,141,170,199,234,268,313,388,,,,,,,82.9,9
ND 1A nan T 0 TAL,55 57,307,13,978,220,93,1 17,137,162,189,220,261,312,389,,,,,,,90.7,9
1c HI GAN T OTAL,53 57,240,23,743,173,56,84,101,115,136,158,189,234,340,,,,,,,87.7,9
0 Hd 0 TOTA,53 57,607,17,656,157,72,90,108,123,139,157,179,211,270,,,,,,,90.1,9
is CONSIN TOT AL,57,48,56,367,153,71,1 00,112,123,137,154,176,196,253,,,,,,,89.5,9
Ow A TOTAL,57,26,77,458,176,94,1,123,150,166,181,191,210,227,,,,,,,94.1,9
AN SA s TO TAL,55 57,83,30,470,146,58,72,89,101,123,141,175,213,2988,,,,,,,86.7,9
IN NE SOTA TOT AL,53 57,254,25,722,122,61,77,90,100,110,121,135,,100,,,,,,,91.9,9
a so URI TOTAL,53 57,414,12,800,181,70,98,120,143,170,190,214,245,301,,,,,,,87.3,9
NEB RA SKA TOTAL,57,52,65,248,127,81,92,101,109,119,130,141,166,191,,,,,,,89.7,9
NOR TH DAK OTA TOTAL,57,24,51,220,109,535,69,74,94,105,117,132,141,171,,,,,,,93.2,9
SOU TH DAK OTA TOTAL,57,26,51,169,87,53,58,69,76,B82,87,94,111,123,,,,,,,89.2,9
ARK AN SAS TOTAL,57,26,34,170,83,42,47,60,63,76,86,97,123,134,,,,,,,93.9,9
LOU LANA TOT AL,54 57,240,16,775,94,42,53,61,71,81,89,101,120,159,,,,,,,91.8,9
NEW MEXICO TOTAL,57,22,114,375,201,123,1 45,161,171,183,195,213,257,327,,,,,,,94.5,9
OKL AHOMA TOTAL,57,20,22,268,87,40,49,52,55,72,83,97,123,145,,,,,,,91.2,9
TEX AS TOT AL,53 57,575,10,2928,142,64,76,90,104,115,130,150,175,233,,,,,,,95.1,9
COL OR ADO TOTAL,54 57,1435,15,593,153,76,94,107,119,135,151,173,206,,,,,,,,91.4,9
HO TOT AL,57,34,48,207,118,68,79,89,102,110,118,132,145,191,,,,,,,93.2,9
MON TA nan T OTAL,57,25,17,466,109,25,34,40,62,,105,129,140,236,,,,,,,93.6,9
UTA H TOTAL,53 57,129,54,107,176,87,1 O21,115,130,146,163,183,215,321,,,,,,,90.3,9
WYOMING TOTAL,57,27,22,130,5 6,29,32,47,51,55,58,63,71,76,,,,,,,89.9,9
ALA SKA TOTAL,93 57,127,,3112,240,45,63,89,123,158,198,264,333,473,,,,,,,90.7,9
ARI ZONA TOTAL,57,26,119,488,246,134,1,166,201,227,257,278,327,419,,,,,,,93.6,9
CAL TOTAL,53 57,690,11,991,146,S2,74,90,109,127,149,171,200,266,,,,,,,93.2,9
HAW All TOTAL,56 57,62,20,87,39,26,28,31,32,34,37,39,47,65,,,,,,,95.5,9
NEVADA TOTAL,57,27,54,468,164,114,1253,131,140,149,156,167,191,250,,,,,,,91.2,9
OREGON TOTAL,53 57,278,26,632,141,"5 6,",71,87,99,114,135,160,187,266,,,,,,,91.4,9
