Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
WATERBURY CONN,1,,10,38,262,138,38,44,51,120,159,171,183,197,211,,,90.3,31
,1,56,45,,281,113,43,,71,B84,104,123,138,155,,,,91.2,31
,1,55 56,55,12,281,118,45,54,71,87,112,129,149,175,211,,,92.3,31
HARTFORD CONN,1,57,26,26,440,108,48,53,59,65,84,107,,120,,,,88.5,31
NEW HAVEN CONN,1,57,23,27,,89,38,Si,55,59,78,90,,138,171,,,90.6,31
STAMFORD CONN,1,57,26,17,217,79,44,49,55,59,66,75,90,104,129,,,93.7,31
PORTLAND MAINE,1,57,13,15,290,98,29,51,55,68,82,90,138,149,171,,,89.2,31
BOSTON MASS,1,55,26,61,179,122,84,94,1 04,109,115,125,134,159,169,,,94.1,31
,1,56,46,35,615,137,68,74,86,109,117,131,152,178,222,,,95.0,31
,1,57,26,44,182,99,53,57,65,73,90,104,126,145,is9,,,93.8,31
,,95 57,98,35,615,123,61,73,65,104,113,123,138,161,179,,,90.3,31
PITTSFIELD MASS,,935,7,20,117,63,22,22,38,64,68,68,73,78,78,,,92.2,31
,,56,18,10,50,30,11,ei,22,29,31,33,40,42,44,,,92.8,31
,,55 56,25,10,117,39,17,21,29,31,38,40,44,Si,73,,,90.3,31
EVERETT MASS,1,55,26,24,318,103,44,51,64,68,Be,97,120,149,,,,93.3,31
,1,56,43,36,291,101,48,60,64,68,,95,104,129,197,,,93.2,31
,1,55 56,69,24,318,102,46,,64,70,83,94,109,135,197,,,93.5,31
LAWRENCE MASS,1,57,26,17,123,47,18,21,27,29,36,42,62,73,34,,,92.1,31
LYNN MASS,1,57,,21,333,101,33,51,59,68,76,84,120,138,2i1,,,90.9,31
SOMERVILLE MASS,1,57,26,17,120,57,31,38,46,49,55,61,66,73,78,,,92.5,31
WORCESTER MASS,1,57,,20,137,69,25,38,,61,68,78,8s,90,112,,,93.8,31
MANCHESTER N H,,57,17,16,107,52,25,30,33,38,44,Si,59,78,97,,,91.7,31
PROVIDENCE R,1,57,27,33,700,111,,,65,75,86,97,110,120,159,,,91.9,31
BURLINGTON VT,1,57,26,8,45,24,14,16,22,23,24,25,30,32,35,,,88.9,31
WILMINGTON OEL,1,57,,38,410,125,55,65,80,88,97,109,129,159,232,,,88.1,31
N J,1,55,19,27,284,,29,65,78,90,115,120,129,138,262,,,94.6,31
,1,56,14,35,128,69,38,46,48,,64,68,84,90,120,,,94.2,31
,1,55 56,33,27,284,99,38,49,63,68,84,104,116,127,ig3,,,93.2,31
PAULSBORO N,,55,22,23,160,80,44,51,57,68,78,84,90,112,120,,,92.7,31
,1,56,19,39,183,80,41,44,55,64,73,78,97,112,129,,,95.1,31
,1,55 56,44,23,183,80,42,49,55,62,76,85,99,112,129,,,92.9,31
CAMOEN N J,1,55,21,30,321,106,44,59,68,93,101,109,120,132,149,,,92.6,31
,1,56,18,55,234,123,68,75,78,97,104,129,159,167,,,,93.6,31
,1,37,26,44,245,115,59,78,84,88,97,112,,159,211,,,92.9,31
,1,55 57,65,30,321,114,57,71,85,93,101,112,130,151,211,,,91.5,31
PERTH AMBOY,,55,19,45,184,89,47,50,59,65,78,84,108,116,1359,,,91.1,31
,,56,17,29,194,82,44,46,,59,B81,84,90,112,120,,,89.6,31
,1,55 56,36,29,194,86,46,48,54,62,78,B6,104,115,149,,,93.2,31
TRENTON N J,1,55,14,18,318,89,19,38,44,55,59,81,87,90,,,,90.4,31
,1,56,1s,29,302,78,40,44,46,51,56,61,66,68,138,,,91.1,31
,1,55 56,32,1a,318,83,36,41,48,53,57,64,78,90,197,,,92.2,31
JERSEY CITY N J,1,55,22,67,225,113,71,78,90,95,99,104,120,159,183,,,92.5,31
,1,56,,48,467,124,59,68,78,90,104,120,132,138,159,,,93.9,31
,1,57,25,49,238,118,68,B61,90,97,109,120,134,149,211,,,92.3,31
,1,57,65,4a,467,118,66,78,87,95,103,115,130,146,192,,,91.3,31
EAST ORANGE,1,57,21,16,358,87,18,19,25,31,73,84,104,152,,,,93.0,31
NEWARK N J,1,57,,47,378,102,49,59,62,68,72,76,90,104,138,,,92.8,31
NEW YORK N Y,1,57,25,48,239,117,68,72,78,104,120,127,138,149,211,,,93.4,31
,2,55,16,37,402,134,44,48,59,68,104,138,171,211,262,,,94.1,31
,2,536,33,17,344,108,51,68,80,88,99,115,125,135,159,,,91.5,31
,2,55 56,49,17,402,116,46,62,73,85,101,120,131,149,197,,,94.2,31
,3,55,15,,164,80,33,51,59,62,68,82,90,104,171,,,92.7,31
,3,56,24,18,311,83,24,33,44,68,73,78,90,120,138,,,94.6,31
,3,55 56,39,18,,82,25,38,55,64,73,80,68,112,138,,,91.2,31
,4,55,9,26,85,55,29,33,51,55,59,,64,68,u4,,,90.7,31
,,55,40,24,402,96,33,48,54,61,67,83,97,138,,,,94.0,31
,,56,57,17,344,97,33,54,69,717,86,101,120,131,149,,,92.7,31
,,57,25,,239,117,68,72,78,104,120,127,138,149,z11,,,91.8,31
,,55 57,122,17,402,101,38,54,64,74,85,102,122,136,175,,,93.7,31
BINGHAMTON N Y,1,57,26,32,173,68,38,41,46,,64,68,73,84,104,,,92.2,31
BUFFALYU N Y,1,57,6,22,123,,22,22,29,29,38,,,78,78,,,89.9,31
,2,57,15,34,343,,48,51,82,86,108,,120,138,183,,,92.9,31
,,57,21,22,343,95,29,38,49,73,,108,116,129,159,,,93.5,31
SCHENECTADY N Y,1,57,22,19,236,49,24,26,31,34,37,44,48,54,,,,94.5,31
SYRACUSE N Y,1,57,26,30,283,79,38,45,49,51,64,73,90,109,120,,,92.6,31
UTICA WN Y,1,57,24,26,139,65,29,37,,,51,56,84,,120,,,89.3,32
PHILADELPHIA PA,1,55,158,16,428,133,64,79,89,102,113,127,149,177,243,,,93.1,32
,1,56,307,34,731,1421,66,BO,93,108,120,131,149,192,226,,,90.5,32
,1,55 56,465,16,731,138,65,80,92,106,118,130,149,180,234,,,92.6,32
,4,,20,123,469,215,138,159,169,178,188,197,206,262,347,,,95.4,32
,4,56,231,34,829,189,86,112,128,144,160,182,205,245,332,,,94.8,32
,4,57,25,48,277,133,68,81,90,125,138,146,159,183,204,,,90.9,32
,4,55 57,276,34,829,186,84,112,129,144,160,181,201,239,322,,,93.3,32
,5,55,16,24,229,87,30,31,33,41,59,65,68,138,222,,,94.0,32
,5,56,41,23,459,111,33,46,53,68,82,97,120,159,227,,,92.7,32
,5,55 56,57,23,459,104,31,36,49,,73,90,115,159,224,,,92.3,32
,6,55,12,64,195,124,68,73,104,120,126,132,138,171,,,,92.9,32
,6,56,42,42,616,127,59,69,77,90,101,125,142,164,183,,,91.5,32
,6,55 56,54,42,616,126,61,71,77,95,109,128,145,162,1u3,,,92.4,32
,7,55,6,129,308,199,138,138,159,,183,211,211,280,280,,,92.7,32
,7,56,38,37,730,176,65,78,90,104,126,159,192,222,322,,,92.7,32
,7,55 56,44,37,730,179,65,B2,97,120,138,165,197,232,322,,,94.0,32
,,55,212,16,469,139,60,76,92,107,120,136,163,192,250,,,94.1,32
,,56,659,23,B29,157,65,,100,116,130,147,173,204,268,,,94.8,32
,,57,25,48,277,133,68,81,90,125,138,146,159,1383,204,,,91.9,32
,,57,896,16,829,152,64,81,97,1153,128,145,170,200,260,,,90.7,32
ALTOONA PA,1,,3,112,179,142,,120,120,120,138,138,138,138,,,,94.9,32
,1,56,24,35,490,115,38,48,59,73,84,104,132,,211,,,94.6,32
,1,55 56,27,35,490,118,41,48,64,78,104,120,134,171,197,,,93.9,32
BRESTOL PA,1,55,22,7,158,69,17,33,51,55,59,73,90,101,120,,,90.6,32
,1,56,12,18,224,63,19,35,38,51,54,56,,73,78,,,94.9,32
,1,55 56,34,7,224,67,19,36,44,53,57,64,76,94,120,,,94.1,32
CHESTER PA,1,55,23,34,350,91,40,44,53,56,68,82,90,112,183,,,94.1,32
,1,56,13,23,209,81,24,33,51,64,78,95,99,104,120,,,93.1,32
,1,55 56,36,23,350,87,38,43,53,57,68,86,97,,,,,94.8,32
ERIE PA,1,55,1,90,90,90,,,,,90,90,90,90,90,,,94.1,32
,1,56,48,8,106,46,23,25,30,38,43,,59,64,75,,,93.5,32
,1,55 56,49,8,106,47,23,25,31,39,44,51,59,65,78,,,95.1,32
PA,1,56,71,10,322,116,41,62,85,95,104,120,134,159,204,,,93.8,32
,2,,23,21,361,1053,29,51,59,72,78,90,115,129,227,,,93.1,32
,,56,95,10,361,412,41,57,76,90,101,114,130,152,211,,,90.3,32
WELLIAMSPORT PA,1,,6,74,360,215,78,78,159,159,197,211,211,322,322,,,91.4,32
,1,,40,44,414,156,95,108,116,125,135,151,188,206,235,,,94.5,32
,4,55 56,46,44,414,164,95,108,118,128,142,159,194,211,243,,,93.1,32
ALLENTOWN PA,1,57,19,21,97,59,29,44,48,51,61,64,68,75,84,,,92.8,32
,,,,,,107,,,,,,,,,,,,95.0,32
JOHNSTOWN PA,1,57,11,138,235,,19,51,59,71,78,120,159,183,211,,,89.4,32
LANCASTER PA,1,57,11,43,233,80,41,44,59,64,71,73,76,78,90,,,94.2,32
SCRANTON PA,1,S7,26,24,301,123,38,48,56,68,78,120,is9,227,,,,91.3,32
WASHINGTON O c,2,55,25,41,365,148,68,90,114,120,145,159,183,197,227,,,92.8,32
,2,56,22,34,550,160,59,78,101,120,132,159,175,211,243,,,93.5,32
,2,55 56,47,34,550,154,68,90,107,120,138,159,179,,227,,,92.6,32
,3,56,14,19,251,109,19,Si,55,90,97,104,149,159,211,,,92.8,32
,3,57,26,9,162,64,30,33,37,41,47,51,59,90,145,,,93.7,32
,3,56 57,40,9,251,80,30,35,41,48,53,73,97,142,159,,,95.2,32
,,55,25,41,365,148,68,90,114,120,145,159,183,197,227,,,92.9,32
,,56,36,19,550,140,,59,92,99,125,145,165,192,227,,,90.2,32
,,57,26,9,162,64,30,33,37,41,47,,59,90,145,,,95.2,32
,,55 57,87,9,550,119,36,46,59,87,109,130,152,177,207,,,91.3,32
LOUISVILLE KY,1,55,20,30,706,168,51,68,78,93,98,104,211,243,491,,,92.8,32
,1,56,23,43,198,95,54,61,64,68,,97,120,132,,,,92.9,32
,,57,1,110,110,110,,,,,120,120,120,120,120,,,95.1,32
,1,55 57,44,30,,138,,63,68,82,94,102,132,183,371,,,90.5,32
,2,55,14,29,276,138,29,,68,112,120,138,183,227,262,,,94.9,32
,2,56,5,58,146,100,59,59,68,68,104,104,138,138,159,,,92.6,32
,2,55 56,19,29,276,128,44,59,68,104,120,129,149,185,243,,,94.2,32
,4,57,15,15,268,109,55,59,B81,84,90,97,120,171,211,,,91.9,32
,,55,34,29,706,167,44,65,78,97,104,138,211,235,371,,,93.2,32
,,56,28,48,198,96,55,61,64,68,84,99,125,134,159,,,94.9,32
,,57,16,15,268,109,55,59,81,B4,90,104,112,171,183,,,91.1,32
,,55 57,78,15,706,130,52,62,68,85,96,110,138,177,243,,,94.3,32
BALTIMORE MOD,1,56,27,85,952,220,85,90,120,134,152,183,227,260,,,,92.8,32
,1,57,26,25,336,,54,,82,90,98,112,126,159,175,,,94.8,32
,1,56 57,53,25,952,167,59,B4,92,102,125,138,165,202,371,,,94.4,32
CHARLOTTE NC,1,57,25,23,531,132,41,46,51,73,109,120,159,175,200,,,92.8,32
WINSTON SALEM NC,1,57,26,12,298,84,22,38,49,52,56,68,78,138,,,,93.7,32
SAN JUAN PUERTO RICO,1,57,21,16,118,48,16,22,33,41,49,,61,64,66,,,93.6,33
NORFOLK VA,1,57,25,33,163,85,38,53,59,64,78,86,109,120,154,,,93.4,33
