Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
MINIMUM,,5,5,5,4,4,3,4,5,,5,,7,,,94.5,86
CA MOEN N J,55 56,,,,,,,,,,,,,,,88.7,86
NUMBER OF SAMPLES,,2,3,3,2,,1,1,2,3,2,,2,,,94.8,86
MAXIMUM,,9,12,66,59,,4,5,5,7,6,,7,,,95.1,86
AVERAGE,,7,7,26,32,,4,5,3,6,5,,6,,,95.1,86
MiENITMUM,,6,5,5,5,,4,5,2,6,4,,6,,,87.2,86
PERTH AMBOY N J,55 56,,,,,,,,,,,,,,,88.3,86
NUMBER OF SAMPLES,,3,1,4,5,,,1,2,,2,3,2,,,94.1,86
MAXIMUM,,10,4,49,48,,,5,5,,8,10,11,,,93.9,86
AVERAGE,,6,4,17,,,,5,4,,6,9,10,,,94.0,86
MINIEMUM,,4,4,5,2,,,5,4,,5,8,9,,,86.2,86
TRENTON N J,55 56,,,,,,,,,,,,,,,90.6,86
NUMBER OF SAMPLES,,3,2,1,1,,1,2,1,,1,1,3,,,94.2,86
MAXIMUM,,23,21,5,46,7,5,7,6,,22,18,18,,,88.9,86
AVERAGE,,14,18,5,46,7,5,7,6,,22,18,15,,,94.8,86
MINIMUM,,7,15,5,46,7,5,7,6,,22,18,13,,,93.8,86
JERSEY CITY N J,55 56,,,,,,,,,,,,,,,91.3,86
NUMBER OF SAMPLES,,2,3,4,4,,2,2,2,1,,1,2,,,94.2,86
MAXIMUM,,12,20,67,64,,5,11,14,5,,13,17,,,93.0,86
AVERAGE,,8,13,24,22,,4,9,9,5,,13,14,,,94.5,86
,,,9,5,3,,4,8,5,5,,13,12,,,93.4,86
NEW YORK WN Y,54 57,,,,,,,,,,,,,,,90.3,86
NUMBER OF SAMPLES,,4,5,4,4,1,9,7,5,6,6,7,7,,,93.8,86
MAXIMUM,,47,27,43,19,1,29,36,23,35,74,27,26,,,95.4,86
AVERAGE,,30,10,18,8,1,11,18,13,18,36,13,8,,,95.3,86
MINIMUM,,15,2,2,3,1,1,7,8,6,1,1,2,,,89.5,86
BUFFALO N Y,,,,,,,,,,,,,,,,83.0,86
NUMBER OF SAMPLES,,2,2,2,2,1,3,1,1,2,1,1,1,,,95.3,86
MAXIMUM,,25,31,35,33,7,33,35,19,7,33,20,,,,94.9,86
AVERAGE,,16,23,21,18,7,23,35,19,5,33,20,21,,,94.5,86
MiNIMUM,,,15,7,4,7,16,35,19,4,33,20,21,,,93.2,86
PHILADELPHIA PA,54 57,,,,,,,,,,,,,,,94.2,86
NUMBER OF SAMPLES,,24,29,34,30,26,27,35,35,41,39,47,53,,,95.1,86
MAXIMUM,,79,83,65,35,38,28,24,26,453,72,64,60,,,90.4,86
AVERAGE,,25,28,20,12,10,13,12,15,18,24,20,21,,,95.2,86
MIN MUM,,1,2,2,2,,3,,2,7,6,2,3,,,85.5,86
ALTOONA PA,56,,,,,,,,,,,,,,,92.3,86
NUMBER OF SAMPLES,,,1,1,2,3,,,1,2,2,,,,,94.6,86
MAXIMUM,,,6,5,4,8,,,8,5,16,13,,,,93.0,86
AVERAGE,,,6,5,4,7,,,8,5,ii,13,,,,88.7,86
MINIMUM,,,6,5,4,7,,,8,,7,13,,,,93.8,86
BRISTOL PA,55 56,,,,,,,,,,,,,,,94.0,86
NUMBER OF SAMPLES,,,1,1,1,2,,2,1,4,2,2,2,,,93.9,86
,,,9,5,7,8,,7,8,10,8,12,9,,,93.4,86
AVERAGE,,,9,5,7,,,7,8,8,7,10,6,,,93.4,86
MINIMUM,,,9,5,7,7,,7,8,7,7,9,4,,,89.6,86
CHESTER PA,55 56,,,,,,,,,,,,,,,91.8,86
NUMBER OF SAMPLES,,,1,,2,2,2,2,3,4,1,,1,,,95.0,86
MAXIMUM,,,12,,20,8,8,16,13,18,6,,8,,,94.8,86
AVERAGE,,,12,,18,6,7,9,8,12,6,,8,,,94.7,86
MINIMUM,,,12,,16,5,7,2,3,8,6,,8,,,91.7,86
ERIE PA,56,,,,,,,,,,,,,,,95.7,87
NUMBER OF SAMPLES,,3,1,2,3,2,1,1,,3,4,2,3,,,92.9,87
MAXIMUM,,10,6,7,,6,7,8,,12,14,10,8,,,95.3,87
AVERAGE,,6,6,5,4,5,7,8,,9,8,8,6,,,95.4,87
MINIMUM,,,6,3,2,5,7,8,,7,6,7,6,,,94.1,87
Pt TTSBURGH PA,56,,,,,,,,,,,,,,,89.8,87
NUMBER OF SAMPLES,,3,3,3,,,3,2,,2,2,2,1,,,93.7,87
MAXIMUM,,10,9,11,,,14,7,,29,6,6,5,,,92.8,87
AVERAGE,,7,5,6,,,9,6,,16,5,5,5,,,95.2,87
MINIMUM,,5,3,4,,,5,6,,4,4,4,5,,,94.8,87
wi LLIAMSPORT PA,55,,,,,,,,,,,,,,,81.5,87
NUMBER OF SAMPLES,,,3,1,2,3,2,1,1,3,2,3,2,,,95.5,87
MAXIMUM,,,16,9,16,21,17,8,8,29,11,7,9,,,92.5,87
AVERAGE,,,13,9,11,13,12,8,8,17,11,4,7,,,95.0,87
MINIMUM,,,10,9,7,,8,8,8,11,11,3,5,,,91.9,87
WA SHINGTON OC,54 56,,,,,,,,,,,,,,,80.8,87
NUMBER OF SAMPLES,,1,5,,1,3,5,4,7,6,3,1,,,,95.4,87
MAXIMUM,,18,93,,9,14,41,32,47,77,62,7,,,,91.6,87
AVERAGE,,18,41,,9,9,16,23,18,33,38,,,,,95.0,87
MiNi MUM,,18,9,,,6,4,7,1,9,9,7,,,,82.2,87
LOUISVILLE K,54 57,,,,,,,,,,,,,,,85.8,87
NUMBER OF SAMPLES,,2,3,2,2,1,3,13,13,12,6,1,6,,,94.6,87
MAX I MUM,,19,36,33,22,14,23,39,35,47,2%,15,24,,,93.0,87
AVERAGE,,17,33,20,18,14,16,14,16,18,is,15,19,,,94.0,87
MIN 1 MUM,,16,30,7,15,14,7,4,7,3,7,15,8,,,88.9,87
BALTIMORE MD,57,,,,,,,,,,,,,,,91.3,87
NUMBER OF SAMPLES,,2,2,2,3,1,3,2,3,1,,,,,,95.7,87
MAX I MUM,,31,16,42,42,14,29,23,36,26,,,,,,89.4,87
AVERAGE,,253,14,28,30,14,24,20,30,26,,,,,,92.9,87
MIN MUM,,16,13,15,20,14,21,18,19,26,,,,,,93.2,87
CHARLOTTE WNC,57,,,,,,,,,,,,,,,82.7,87
NUMBER OF SAMPLES,,2,2,2,2,2,3,2,2,2,1,2,3,,,95.8,87
MAX 1 MUM,,22,8,12,14,,18,17,20,20,25,14,37,,,89.2,87
AVERAGE,,20,8,11,11,9,13,15,16,14,25,12,23,,,95.4,87
MIN I MUM,,18,8,11,8,8,5,14,12,8,25,11,12,,,90.4,87
NORFOLK VA,57,,,,,,,,,,,,,,,95.3,87
NUMBER OF SAMPLES,,2,2,3,1,2,2,3,1,1,1,3,2,,,94.5,87
MAX I MUM,,17,19,112,26,41,13,18,35,27,16,17,26,,,87.7,87
AVERAGE,,10,14,46,26,34,12,15,35,27,16,15,19,,,95.5,87
MIN MUM,,4,9,12,26,27,11,10,35,27,16,14,12,,,95.1,87
CHARLESTON W VA,55 57,,,,,,,,,,,,,,,93.4,87
HUMBER OF SAMPLES,,,1,2,,2,2,2,1,1,3,2,1,,,94.5,87
MAX MUM,,,7,22,,11,2,4,8,5,11,10,50,,,91.8,87
AVERAGE,,,7,20,,8,2,2,8,5,8,8,50,,,95.3,87
MIN t MUM,,,7,19,,5,2,1,8,,7,6,50,,,88.6,87
TAMPA FLA,55 57,,,,,,,,,,,,,,,93.8,87
NUMBER OF SAMPLES,,3,2,2,4,2,1,2,2,3,1,2,1,,,95.1,87
MAX MUM,,19,24,18,15,16,il,9,9,20,16,25,35,,,93.6,87
AVERAGE,,15,19,10,9,12,11,8,7,11,16,18,35,,,94.2,87
MIN t MUM,,9,15s,3,5,9,11,8,6,3,16,12,35,,,88.3,87
ATLANTA GA,55 56,,,,,,,,,,,,,,,95.5,87
NUMBER OF SAMPLES,,1,1,3,2,1,1,3,1,,1,1,1,,,92.8,87
MAX 1 MUM,,20,5,12,16,2,7,9,8,,26,60,17,,,86.9,87
AVERAGE,,20,5,8,12,2,7,6,8,,26,60,17,,,95.8,87
MUM,,20,5,2,9,2,7,5,8,,26,60,17,,,94.9,87
CHATTANOOGA TENN,55,,,,,,,,,,,,,,,78.7,87
NUMBER OF SAMPLES,,3,5,3,2,2,,1,4,4,5,3,2,,,95.6,87
WAX I MUM,,27,17,24,16,40,,35,12,20,32,11,33,,,90.6,87
AVERAGE,,,13,18,10,30,,35,9,16,18,10,24,,,94.4,87
MIN MUM,,12,8,13,5,20,,35,5,12,9,10,15,,,94.6,87
NASHY LLE TENN,S7,,,,,,,,,,,,,,,64.8,87
NUMBER OF SAMPLES,,4,2,2,2,3,2,2,2,3,1,,,,,88.2,87
MAX MUM,,36,39,29,33,23,25,25,39,140,10,,,,,94.7,87
AVERAGE,,32,31,21,20,19,22,22,36,63,10,,,,,95.1,87
MUM,,29,24,14,7,12,20,20,33,19,10,,,,,95.2,87
CHICAGO MEE,54 57,,,,,,,,,,,,7,,,76.6,87
NUMBER OF SAMPLES,,4,7,7,3,8,12,14,9,8,16,13,,,,95.5,87
MAX MUM,,61,163,44,13,,52,125,66,87,200,115,97,,,94.5,87
AVERAGE,,24,64,14,9,13,23,37,28,45,43,39,44,,,95.5,87
MIN J MUM,,11,10,6,6,6,6,6,4,20,7,7,22,,,87.9,87
East Louis HLL,55 56,,,,,,,,,,,,,,,73.2,87
NUMBER OF SAMPLES,,4,2,2,2,2,3,1,4,3,1,2,,,,95.4,87
MAX t MUM,,17,10,11,28,16,29,36,27,17,7,12,34,,,94.0,87
AVERAGE,,13,8,8,16,14,20,36,17,11,,11,26,,,93.2,87
MIN I MU i,,12,7,5,5,135,15,36,10,7,7,,18,,,84.0,87
EAST CHICAGO 1D,55 56,,,,,,,,,,,,,,,78.2,87
NUMBER OF SAMPLES,,6,5,14,7,4,6,10,5,7,6,8,,,,95.2,87
MAX 1 MUM,,41,22,31,39,690,58,67,59,22,35,29,44,,,87.6,87
AVERAGE,,16,13,17,23,28,29,28,36,13,20,16,27,,,95.8,87
MIN 1 MUM,,4,6,7,11,10,8,4,11,8,11,8,11,,,89.9,87
INDIANAPOLIS 1ND,,,,,,,,,,2,,,,,,61.7,88
NUMBER OF SAMPLES,,1,2,1,2,3,2,2,2,,4,2,2,,,94.4,88
MAX t MUM,,12,27,23,14,37,27,55,38,41,29,20,14,,,94.9,88
AVERAGE,,12,22,23,13,24,22,45,35,30,24,16,13,,,95.6,88
MIN I MUM,,12,17,23,13,14,17,36,32,19,21,13,13,,,89.9,88
Ct NCItNNATI OHIO,55,,,,,,,,,,,,,,,62.5,88
NUMBER OF SAMPLES,,3,3,2,2,2,5,8,9,12,,3,6,,,94.2,88
MAX I MUM,,31,81,27,6,20,39,17,35,205,57,33,104,,,91.3,88
AVERAGE,,15,,15,5,14,20,9,9,42,23,14,40,,,94.5,88
MIN 1 MUM,,5,35,4,5,9,6,3,1,5,3,4,8,,,90.7,88
YOUNGSTOWN OHIO,57,,,,,,,,,,,,,,,95.3,88
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,2,3,2,,,94.8,88
MAX I MUM,,11,31,24,25,29,13,29,35,28,22,36,19,,,91.1,88
AVERAGE,,11,25,18,20,22,13,28,28,22,19,23,12,,,95.3,88
MIN I MUM,,11,20,12,15,15,13,28,22,16,16,16,6,,,90.8,88
CLEVELAND OHIO,57,,,,,,,,,,,,,,,82.0,88
NUMBER OF SAMPLES,,2,3,2,1,3,2,2,2,2,2,3,2,,,95.5,88
MAX 1 MUM,,16,50,11,9,38,14,43,50,50,35,44,8,,,90.4,88
AVERAGE,,12,33,8,9,21,9,43,47,32,28,36,7,,,95.6,88
MIN 1 MUM,,6,8,,9,13,5,43,45,14,21,22,7,,,89.6,88
MILWAUKEE Wis,57,,,,,,,,,,,,,,,71.7,88
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,1,,,,,95.1,88
MAX I MUM,,23,14,19,62,16,12,48,30,21,18,,,,,92.2,88
AVERAGE,,22,10,18,35,13,12,43,19,16,18,,,,,95.3,88
MIN MUM,,,7,17,7,10,12,38,8,11,18,,,,,86.8,88
DES MOINES,57,,,,,,,,,,,,,,,95.0,88
NUMBER OF SAMPLES,,2,2,2,2,3,2,2,2,2,2,2,3,,,95.2,88
MAX I MUM,,52,30,24,21,26,19,,34,11,23,23,15,,,92.0,88
AVERAGE,,33,20,18,17,16,16,26,21,7,14,21,10,,,92.5,88
MIN I MUM,,15,10,12,13,9,13,25,9,3,5,20,6,,,90.5,88
wi CHITA KANSAS,57,,,,,,,,,,,,,,,93.2,88
NUMBER OF SAMPLES,,2,3,1,3,1,3,2,2,1,2,3,2,,,95.1,88
MAX 1 MUM,,21,24,11,18,9,13,25,20,20,24,is,22,,,90.2,88
AVERAGE,,21,16,i1,15,9,9,22,17,20,19,12,21,,,94.3,88
MIN I MUM,,21,9,11,13,9,8,20,15,20,14,7,20,,,89.0,88
wl NNEAPOLIS MINN,54 55,,,,,,,,,,,,,,,79.0,88
NUMBER OF SAMPLES,,1,1,1,1,,2,,5,4,3,2,1,,,94.8,88
MAX MUM,,30,17,6,12,,7,,29,,26,4,6,,,95.7,88
AVERAGE,,30,17,6,12,,4,,10,10,19,3,6,,,95.8,88
MIN MUM,,30,17,6,12,,2,,2,7,7,2,6,,,92.4,88
KANSAS MO,55 56,,,,,,,,,,,,,,,85.8,88
NUMBER OF SAMPLES,,4,2,3,4,3,2,2,4,1,1,1,1,,,94.8,88
MAX I MUM,,15,12,23,14,23,13,10,30,7,2,11,43,,,89.9,88
AVERAGE,,12,9,19,8,13,9,5,14,7,2,12,45,,,92.8,88
MIN t MUM,,8,6,15,2,5,5,1,5,7,2,11,43,,,90.0,88
ST LOUIS MO,55 56,,,,,,,,,,,,,,,82.4,88
NUMBER OF SAMPLES,,2,2,,3,3,2,2,3,1,2,3,2,,,95.9,88
MAX I MUM,,9,25,,13,11,11,15,13,9,7,8,38,,,89.7,88
AVERAGE,,8,21,,12,10,9,10,11,9,6,5,27,,,95.3,88
MIN I MUM,,8,18,,11,10,8,6,8,9,5,4,16,,,88.2,88
Bl SMARCK ND,57,,,,,,,,,,,,,,,81.5,88
NUMBER OF SAMPLES,,2,2,1,2,2,2,2,3,1,3,2,1,,,95.9,88
MAX i MUM,,6,17,7,15,15,15,14,11,10,12,14,153,,,88.4,88
AVERAGE,,5,14,7,10,13,10,12,9,10,11,13,13,,,95.2,88
MIN 1 MUM,,5,11,7,5,13,8,11,8,10,11,12,13,,,90.1,88
NEW ORLEANS LA,54 57,,,,,,,,,,,,,,,95.6,88
NUMBER OF SAMPLES,,3,5,5,4,4,4,6,4,4,3,5,3,,,95.5,88
MAX MUM,,31,24,20,13,22,13,21,19,5,31,30,38,,,92.3,88
AVERAGE,,22,21,9,11,14,9,10,8,2,11,14,30,,,94.5,88
MIN MUM,,15,19,1,7,7,7,,3,1,,5,15,,,91.2,88
TULSA OKLA,57,,,,,,,,,,,,,,,94.3,88
NUMBER OF SAMPLES,,3,,2,1,2,1,,3,1,2,2,2,,,93.9,88
MAX I MUM,,35,,26,18,16,14,,24,8,26,11,21,,,90.2,88
AVERAGE,,23,,22,18,13,14,,19,8,21,10,16,,,95.6,88
MIN MUM,,is,,19,18,10,14,,14,8,16,10,12,,,88.2,88
FT WORTH TEXAS,54 55,,,,,,,,,,,,,,,95.0,88
NUMBER OF SAMPLES,,2,3,3,2,2,2,2,2,2,3,2,3,,,95.8,88
MAX MUM,,27,20,24,19,11,5,10,10,6,14,10,27,,,95.6,88
AVERAGE,,20,16,10,15,8,3,10,7,4,8,6,11,,,95.2,88
MIN I MUM,,14,14,2,12,5,2,10,4,3,2,2,2,,,90.9,88
HOUSTON TEXAS,54 57,,,,,,,,,,,,,,,88.0,88
NUMBER OF SAMPLES,,2,5,6,6,5,13,7,3,6,6,9,7,,,95.0,88
MAX MUM,,67,20,15,48,26,30,26,31,40,83,17,61,,,93.6,88
AVERAGE,,37,12,7,27,15,18,12,19,26,36,11,31,,,94.8,88
MIN I MUM,,8,7,2,16,9,,5,9,,4,10,12,,,91.2,88
BELLA I RE TEXAS,54 55,,,,,,,,,,,,,,,84.0,88
NUMBER OF SAMPLES,,3,2,3,2,3,3,4,7,5,4,2,3,,,95.5,88
MAX MUM,,30,14,10,22,21,20,13,22,19,12,10,20,,,94.1,88
AVERAGE,,14,11,4,20,19,17,11,14,11,8,10,11,,,94.5,88
MiNIMUN,,4,8,2,18,17,15,9,6,3,5,10,5,,,90.8,88
DENVER COL,55,,,,,,,,,,,,,,,96.0,89
NUMBER OF SAMPLES,,2,2,2,2,2,5,2,2,2,2,1,2,,,94.3,89
MAX I MUM,,11,23,22,7,14,28,13,14,12,8,12,30,,,90.9,89
AVERAGE,,11,12,18,5,12,16,12,13,9,8,12,26,,,95.2,89
MIN I MUM,,11,2,is,3,11,4,12,13,7,8,12,22,,,90.5,89
SALT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,89.8,89
NUMBER OF SAMPLES,,3,2,2,2,2,2,2,2,2,,2,3,,,95.7,89
MAX I MUM,,74,82,23,15,18,20,9,14,14,28,22,110,,,91.2,89
AVERAGE,,40,53,17,13,14,16,7,9,9,22,21,45,,,94.4,89
MIN I MUM,,18,2s,12,12,10,12,6,5,5,16,20,9,,,82.9,89
CHEYENNE WYO,57,,,,,,,,,,,,,,,91.3,89
NUMBER OF SAMPLES,,2,2,2,3,1,3,3,2,2,1,2,3,,,95.5,89
MAX MUM,,15,15,14,13,12,18,15,11,10,7,8,11,,,95.0,89
AVERAGE,,13,12,11,12,12,14,12,9,8,7,7,8,,,93.4,89
Mi1N I MUM,,11,9,8,10,12,12,11,7,7,7,7,5,,,86.9,89
ANCHORAGE ALASKA,54 55,,,,,,,,,,,,,,,95.8,89
NUMBER OF SAMPLES,,1,2,2,2,,5,1,3,3,3,1,3,,,95.7,89
MAX MUM,,33,28,6,17,,13,18,11,16,4,1,8,,,95.7,89
AVERAGE,,33,14,3,10,,5,18,6,14,2,1,3,,,95.1,89
MIN I MUM,,33,1,1,3,,1,18,1,12,,1,,,,85.4,89
Los ANGELES CALIF,54 57,,,,,,,,,,,,,,,88.8,89
NUMBER OF SAMPLES,,2,2,2,,2,3,4,2,1,2,2,1,,,95.2,89
MAX MUM,,19,90,86,41,77,122,202,97,97,117,248,125,,,92.1,89
AVERAGE,,16,87,55,41,54,101,131,93,97,103,135,125,,,94.6,89
MIN,,13,84,25,41,32,89,80,89,97,89,22,125,,,92.2,89
SAN FRANCISCO CALIF,55 57,,,,,,,,,,,,,,,94.0,89
NUMBER OF SAMPLES,,4,3,3,1,3,2,5,2,3,3,5,1,,,95.5,89
MAX I MUM,,39,20,10,13,25,34,5,5,6,8,27,17,,,89.3,89
AVERAGE,,24,15,4,13,11,18,4,5,4,5,13,17,,,94.1,89
MIN I MUM,,10,6,2,13,3,2,2,5,2,4,5,17,,,91.2,89
PASADENA CALIF,54 56,,,,,,,,,,,,,,,92.2,89
NUMBER OF SAMPLES,,5,6,5,4,4,9,8,3,4,6,,,,,95.2,89
MAX I MUM,,48,480,99,24,46,146,137,85,142,404,,,,,92.5,89
AVERAGE,,39,133,33,21,25,,53,59,60,174,,,,,94.3,89
MIN I MUN,,21,iil,11,15,4,5,12,7,18,7,,,,,78.0,89
BERKELEY CALIF,54 55,,,,,,,,,,,,,,,95.0,89
NUMBER OF SAMPLES,,,3,,,,2,3,2,2,4,5,,,,95.8,89
MAX 1MUM,,73,183,,,,92,26,3,49,49,164,66,,,91.0,89
AVERAGE,,58,147,,,,52,21,2,37,23,39,44,,,94.0,89
MIN 1MUM,,44,84,,,,12,16,2,25,3,3,16,,,89.1,89
SAN JOSE CALIF,54 56,,,,,,,,,,,,,,,94.4,89
NUMBER OF SAMPLES,,4,6,2,,3,4,5,5,6,4,7,,,,95.3,89
MAX I MUM,,178,160,14,,59,41,75,55,104,84,124,91,,,89.7,89
AVERAGE,,73,56,13,,44,33,40,33,49,51,30,23,,,93.8,89
MIN 1 MUM,,31,8,12,,32,19,9,23,10,28,2,7,,,91.4,89
SAN LEANDRO CALIF,,,,,,,,,,,,,,,,93.0,89
NUMBER OF SAMPLES,,3,1,2,1,1,2,4,4,1,3,7,1,,,94.7,89
MAX 1 MUM,,18,6,29,24,31,78,60,53,20,58,33,7,,,92.0,89
AVERAGE,,14,6,17,24,31,60,40,33,20,54,24,7,,,95.8,89
MIN MUM,,11,6,6,24,31,43,32,13,20,47,15,7,,,94.3,89
HONOLULU HAWAII,57,,,,,,,,,,,,,,,81.0,89
NUMBER OF SAMPLES,,2,2,2,3,2,1,3,3,2,1,3,2,,,95.3,89
MAX MUM,,5,13,15,14,32,6,3,4,5,6,9,5,,,94.8,89
AVERAGE,,5,10,11,8,17,6,3,3,5,6,6,4,,,96.0,89
MIN MUM,,5,7,8,6,3,6,3,3,5,6,,3,,,94.8,89
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,93.8,89
NUMBER OF SAMPLES,,1,,3,1,,,2,7,5,21,20,,,,91.7,89
MAX I MUM,,13,,54,1,,,25,30,42,134,160,,,,90.6,89
AVERAGE,,13,,38,1,,,24,15,23,59,73,,,,95.4,89
MIN MUM,,13,,19,1,,,24,2,10,8,6,,,,95.4,89
SEATTLE WASH,57,,,,,,,,,,,,,,,87.7,89
NUMBER OF SAMPLES,,2,2,1,2,3,2,2,2,3,1,,,,,94.7,89
MAX MUM,,20,15,14,9,22,14,37,30,33,28,,,,,95.7,89
AVERAGE,,15,13,14,6,20,10,25,27,29,28,,,,,95.7,89
MIN J MUM,,11,11,14,3,20,7,13,25,25,28,,,,,88.3,89
MIDDLESEX CNTY MASS,55,,,,,,,,,,,,,,,85.8,90
NUMBER OF SAMPLES,,2,1,2,,1,3,2,3,3,1,2,3,,,91.9,90
MAXIMUM,,16,10,11,,3,5,5,9,9,4,7,4,,,93.2,90
AVERAGE,,10,10,7,,3,2,4,,7,4,6,3,,,95.7,90
MINIMUM,,5,10,4,,3,1,4,2,6,4,6,2,,,94.2,90
LA KEHURST N J,55 56,,,,,,,,,,,,,,,91.7,90
NUMBER OF SAMPLES,,2,1,3,3,2,1,1,,2,1,2,1,,,95.5,90
MAXIMUM,,6,8,55,53,4,2,2,,8,7,10,10,,,93.0,90
AVERAGE,,4,8,23,22,3,2,2,,6,7,9,10,,,95.2,90
MINIMUM,,3,8,8,6,2,2,2,,5,7,8,10,,,93.2,90
KA NAWHA CO W SAMPLES,55,,,,,,,,,,,,,,,88.2,90
NUMBER OF,,,,,,2,1,3,1,,2,1,1,,,94.2,90
MAX1MUM,,11,14,13,,8,1,5,6,,5,4,9,,,93.9,90
AVERAGE,,11,,12,,8,1,3,6,,3,4,9,,,93.9,90
MINIMUM,,,6,12,,8,1,2,6,,1,4,9,,,95.6,90
HA MILTON COUNTY OHIO,54 55,,,,,,,,,,,,,,,93.8,90
NUMBER wok SAMPLES,,,,,,,,4,4,4,4,3,2,,,84.9,90
,,,43,,,,,8,10,it,7,7,52,,,92.6,90
AVERAGE,,,43,,,,,6,6,9,4,5,32,,,95.2,90
MINIMUM,,,43,,,,,4,3,7,,3,13,,,94.4,90
DENVER COUNTY coOLoO,34 55,,,,,,,,,,,,,,,74.2,90
NUMBER OF SAMPLES,,,,,1,,,1,,2,2,1,1,,,94.6,90
,,,12,4,5,,,,,2,8,9,1,,,94.1,90
AVERAGE,,,12,4,5,,,7,,1,5,9,1,,,93.8,90
MINIMUM,,,12,4,5,,,7,,1,2,9,1,,,89.4,90
