Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Avg_Confidence,Page_Num
SUBURBAN,,,,,,,,,,,,,,,,,,95.0,132
MIDOLESEX CNTY MASS,1,,23,10,3000,430,22,30,41,52,88,123,160,,,,,91.9,132
LAKEHURST N J,1,55 56,19,,300,60,3,18,26,44,52,37,68,79,88,,,91.3,132
KANAWHA co W VA,1,54 535,23,,20,2,,1,1,,2,2,3,3,6,,,86.4,132
HILLSBOROUGH co FLA,1,54,,,87,40,,2,2,13,13,13,62,62,88,,,92.6,132
FULTON co GEORGIA,1,54,,,,2,,,,,1,1,1,1,6,,,93.9,132
HAMILTON COUNTY OHIO,1,54,31,,194,34,1,1,15,17,23,26,37,44,88,,,93.8,132
TONKA BAY MINN,1,34,,,34,4,,,,,1,1,1,1,,,,94.1,132
DENVER COUNTY COLO,1,54 55,10,,20,6,1,2,2,,3,3,4,4,20,,,95.0,132
SALT LAKE UTAH,1,54,,,59,19,1,1,2,,11,11,26,26,62,,,93.1,132
MULTNOMAH CNTY ORE,1,54,le,,,,,,,,1,1,1,,1,,,90.8,132
GRAND TOTAL,,54 56,139,,3000,87,,1,1,,,,31,56,104,,,93.5,132
NONURBAN,,,,,,,,,,,,,,,,,,92.0,132
PT WORONZOF ALASKA,1,35 56,12,,,,,,,,,,,,,,,88.6,132
